seatno	assignment	score	grade	comment
011	W02	229	75	"  今天業師來授課講了一些所謂""感知服務""的概念，例如要讓機器具備學習的能力必須擁有三種概念。邏輯推理能力，感知偵測的能力，以及互動的能力。並且也為同學們開通Azure的帳戶以共同學們日後學習的使用。  對於今天的課，老實說感覺上像是某種有關AI的科技，因為從講師撥放的影片和談論的一些內容來看，應該是可以做出像是Siri之類的東西。而對於AI這方面知識我可以說是在這之前幾乎沒有任何概念，所以對於這堂課我覺得以我的能力也許理解有限。但是所幸這堂課講師說之後會有一些簡單的實作，我覺得這可以大大的幫助我理解所學的內容，所以我也期待，如果真的能做出一個東西的話，那我相信這將會非常有成就感。  "
012	W02	276	86	  在這堂課企業雲端應用趨勢與實務中，今天9月17邀請到微軟的講師進行演講，因此對我們討論的內容更加貼切，能讓我們瞭繳到目前資訊業的發展。講師介紹了微軟的Azure技術在企業數位應用轉型的推動與發展，其中最讓我有興趣的是語音讀稿的功能可以在企業開會時做自動辨識，然後可以自動填寫會議紀錄，我覺得這樣的功能讓企業在開會時能夠減少很大的人力並且還能加快開會的速度。  接者講師還開啟Azure學生版讓我們使用，因為學生板可以免費註冊及使用，所以講師告訴我們這樣的功能可以在之後讓我們自己體驗，我覺得很值得。  
013	W02	253	80	  講師講話清晰，速度也適中讓人聽得相當舒適，只是後面的投影幕沒有投影實在看ppt看得有些吃力。  今天的演講裡清楚介紹了微軟Azure的相關使用功能，裡面可以使用各種AI的Api，像是臉部辨識、聽力語言翻譯、自然語言、搜尋甚至可以結合情境資料並且能強迫AI不斷學習，對於azure有了初步的了解真的受益良多。  AI產業真的是發展得相當快速，每一年AI的感知能力都在一步步接近人類，從視覺、聽覺、智能，甚至一步步超越人類，一台AI可以儲存人類一輩子也學不完的知識，在各領域都有其能應用的地方，AI未來是不是能取代很多的產業? 一定是的。當然每一項科技的發展都必定會伴隨著一些問題或是危機，之聽過很多相關的報導，人類是否會被AI取代甚至消滅? 我相信這都是我們必須去面對和關注的議題。  
014	W02	97	63	  今天是由微軟 技術架構顧問黃耀逸講師來講解，先介紹未來14、15周的課程，然後大致介紹一下Azure，它是能任憑大家的創造力有任何想開發或創造的東西都可以在上面完成，之後主要在講解AI人工智慧，AI是最近幾年非常火的，像指紋辨識、蘋果Siri、擊敗人類圍棋高手的AlphaGo都是人工智慧研究的結晶。講師說目前微軟把AI應用在不同的生態、環境中，像是AI for Earth適用於地球的人工智慧、AI for Accessibility適用於無障礙設備的人工智慧、AI for Humanitarian Action適用於人道行動的人工智慧，AI要擁有大數據、雲端運算、強大演算法這些基本的， 此外還說到Azure Cognitive Services是由5大項組成的:視覺、聽覺、自然語言、決策、搜尋，其中視覺裡面我們最容易接處的是face，就是現在的人臉辨識。AI的發展真的越來越多元了，對人類幫助也大，希望之後的課程可以多了解AI的內容。  
015	W02	128	66	  隨著時代的變遷，大數據資料分析、雲端運算的進步加上強大的演算法，讓人工智慧也跟著日漸進步，想必未來人工智慧會充斥在我們的生活中，帶來更便利的生活。未來在各大企業中，人工智慧也扮演著相當重要的角色，企業可以用AI來解決業務問題，建置應用程式，以顯示有助於做出明智與高效決策的建議；也可以將語音轉換成文字，並將文字轉換成自然發音語音。從一種語言翻譯成另一種語言，並啟用說話者驗證和辨識；讓您的應用程式能夠透過預先建置的指令碼處理自然語言、 評估情感，以及了解如何辨識使用者想要的項目；辨識、識別、仲裁您的圖片、影片和數位筆跡內容，並為其製作標題及編製索引；還有將 Bing 搜尋 API 新增至您的應用程式，並充分利用 以單一 API 呼叫合併數十億個網頁、影像、影片和新聞的能力。AI結合雲端技術將會帶來更多新的生活體驗，這堂課讓我對AI有更進一步的暸解，也學習到AI更多不知道的一面，希望下周的課也能帶來更多知識。  
016	W02	316	95	  今天的軟體是Azure，但是主要是介紹AI的緣起、特色及設計。  首先，機器要有AI能力具備推理、理解、自然方式互動，同時，因為現代的大數據興起以及雲端運算的出現加上強大的演算法讓AI又重新崛起。  在Azure有提供建好的model以及data的工具，甚至是框架都有。影片方面，將影片切成frame再丟到電腦分析，但是隨著標籤增加會增加負擔。語音方面，可以客製化自己的語音模型，建立專有名詞。語言方面，text分析，可以分析出正向、負向等功能，甚至可以到了解自然語言。QnA Maker是可以直接將excel等資料投入，可以自動產生回話功能。真的很方便呢！  
017	W02	187	71	  認識了許多微軟認知服務中的技術，現今人工智慧的發達，也越來越多智慧家電、機器人出現在居家生活中，許多像是語言、翻譯、便是認知等服務實現在現今的社會中。在這個高齡的社會、國際的世界，這些的出現也讓我們的生活更加便利。今天介紹的這些像是Speech & Language & Knowledge API讓我學到更多的應用，這些API讓大家都能夠試用，並發展出更多的應用與發展，不用自己寫一隻機器學習或重新訓練。人工智慧的發展、說話轉換成文字，或是從文字產生自然語音等等，這些都非常有趣。  
018	W02	237	76	  本週課程的重點為感知服務，講者對AI的背景、意義做了基本的介紹，並教導我們如何註冊Azure帳號，以及Azure所提供的各項服務。  這次是第二次上課，本來還無法了解這堂課到底學什麼，雖然以前有聽過Azure，但並不知道它確切是什麼功用，在本週課程後，開始對這堂課有了具體的認知，也感覺非常有趣。本次課堂中介紹的Azure的功能，我最喜歡custom speech，因為感覺特別新奇、實用，就像講者舉例的一樣，在機場那吵雜的環境中，還能提供使用者語音辨識，並且準確的擷取到使用者說的話，我覺得這項技術特別厲害，或許是我孤陋寡聞，但這真是我第一次聽到這件事，微軟客製化的項目真的是為使用者帶來很多便利性。  
019	W02	274	86	  認知服務也就是所謂的AI，是近幾年來大家所討論的熱烈話題。我也一直有一個疑問就是AI其實很造就有了為什麼是近幾年才開始備受關注，而講師也正好把我的疑問解決了。因為大數據、雲端運算和演算法的關係，以前因為數據的不足是AI備受限制但現在累積了十幾二十年的數據也讓AI開始蓬勃發展正好驗證了no data no AI這句話。而雲端運一開始我也對這個名詞感到很模糊，但有了講師的解釋嚷我知道有了雲端運算之後可以讓成本下降，不僅不需要在維護機器、更新機器軟體了，只要將只要放上雲端將環境跟版本指定好就可以用了，也讓使用的人更加便利，演算法也是因為不斷的進步像是深度學習等等的把AI推向巔峰。  講師不僅詳細的介紹了AI和和雲端服務還有他們的應用，也告訴我們該從哪裡著手了解自我學習，在比較抽象的地方也會給我們看影片讓我們比較好了解，一步一步地帶著我們操作電腦也讓我們更加能快速的學習，真的讓我收穫良多。  
020	W02	179	70	  這次的講師所講的主要是介紹AI感知服務為微軟的雲端人工智慧(Azure Cognitive Services)。首先，基礎歸納了機器該擁有什麼要素才能將其視為AI機器(推理/理解/自然式互動)，再來是AI產業為何在近幾年快速成長且需求大增(大數據/雲端運算/強大演算法.深度學習)，接著就開始進入到Azure Cognitive Services的介紹。  機器的感知服務主要分四大類，vision視覺. Speech語音 .knowledge知識. web search搜尋，在這四大領域裡各自都包含許多種API.工具.服務等等，那我覺得比較特別的是微軟基本上在這些領域中都加入了custom客製化的產品選項，不僅只是普遍人們的基本需求被滿足，甚至可以進一步的滿足個人不同特殊的需求更貼近自己，不單純只是個量產的機器工具服務。  再來講師還有提到了使用API的問題限制，網速的快慢對於使用品質將會降低，甚至是沒有網路的環境下更可能產生許多限制，但講師也有提到了解決方案，資訊產業真的是不斷的挑戰環境、克服困難、創新發展。  然而這場講座我印象最深刻也覺得這項技術真成功開發出來也是相當有趣且實用，就是會議紀錄API能將多人語音轉換成文字且是有對應說話者的，會特別感興趣是因為這兩學期做專題在開會時，很想要好好做會議紀錄，有時開會討論的很快，當下真的來不及詳記下來，有些重要事或者是不經意講到的想法都沒能好好記下，所以當講師提到這項API的概念及功用，就特別的希望能成功開發出來！  這次的講座收穫其實很多，以前對於AI一直覺得很抽象離自己很遙遠，雖然的確現在周遭生活中越來越多AI機器及服務，但總是不怎麼了解，那透過這次講師的講解，整理得很清楚，也認識到了微軟所提供的服務。  
021	W02	228	75	  今天聽完講師的兩小時講課，大多贊講述AI是什麼，AI如何影響人類生活，是否能夠讓人類生活更美好  那AI要能夠有自己的一套邏輯，能夠跟人互動，也就是能夠理解人類在講什麼，或者是做到預測之類的事情，這樣才能算是AI。  Azure AI 應用微軟  Speech 人類訓練過的AI  心得:上完這堂課得知了更多AI的相關知識，也讓我反思其中，我覺得未來科技越來越發達，AI勢必是一種趨勢，那發展出AI對人類來說是很方便，但相關配套法規、措施也必須跟著發展出來，否則我認為也許會造成社會上的一大亂象、難題。  
022	W02	149	68	  以往對於Azure只有大略聽過，只知道它是微軟提供的一項服務。今天的演講農友大幅度的認識Azure究竟是什麼樣的服務。Microsoft Azure是一款雲端服務，而今天讓我認識到Azure Cognitive Services，也就是認知服務，以及Azure Machine Learning Service 機器學習服務。  首先是認知服務Cognitive Services與機器學習Machine Learning之間的關係，認知服務Cognitive Services利用機器學習Machine Learning訓練，讓它能夠在應用程式、網站等融入智慧型的演算法，使用比較自然的溝通方式與使用者互動。而Azure的應用也非常廣泛，有語言、辨識、語音、跟決策等類別。  其實聽完課程也讓我不禁想，微軟能維持這樣大規模的公司真的不簡單，在這樣科技迅速發展的時代下，要不斷創新突破並超越，功能越來越強大。而Azure雲端服務也提供給使用者廣大的功能，非常實用，另外還有推出學生版本，因應學生身分還贈送價值100美金的點數以供使用，真的非常佛心。  
023	W02	291	90	  今日演講的主題主要是以AI的感知為主。因為是第一堂課程，講師先介紹了AI所需要的技術與發展的過程。AI技術是由雲端運算、大數據跟高階演算法支撐。藉由這些強化AI的數據處理能力。AI的功能又以行銷，查詢跟預測為主，其中結合行銷和預測的推薦功能是一個非常常見的AI應用。透過分析使用者的瀏覽網站習慣，許多電影網頁可以精準的推薦影片給使用者。另一個應用就是QA系統或查詢系統，可以透過分析使用者的問題，給予使用者解答，大大減少人力成本。  機器感知就是透過數據分析及演算法給予機器人類的視聽覺，經過不斷的數據跟新可以讓AI的判斷能力不斷地提升，也可以讓AI未來為我們提供更多的服務。  
024	W02	220	74	  AI現在越來越流行了! 很多東西都可以應用在AI上面，尤其在語言上面，他可以透過大數據的機器學習來訓他的資料，雲端計算及演算法的進步也讓現在的AI越來越逼近人類的認知了!經過這一堂課也了解到AI的重要性，人工智慧的各分支領域都是深入且各不相通的，因而涉及範圍極廣。雲端和智慧型技術的出現，展現了直到今日才有可能實現的新景況。現在，智慧型感應器與連線的物聯網裝置，讓我們能從工業設備中擷取新資料：從工廠到農場，從智慧型城市到一般家庭。不論是汽車或冰箱，預設會連線到雲端的裝置會愈來愈多。這堂課磚後也讓我收穫很多。  
025	W02	294	92	  我從這堂課了解到了很多我以前沒有觸碰過的和不了解的知識，這堂課的講師也很有趣，他以貼近我們的方式跟我們互動，讓我更佳能夠去了解這堂課所教的內容，講師有講到一點我很認同，也對這個議題感到有些興趣，那就是現在AI的技術，現在資訊在這個時代是最熱門的，也是最重要的，透過智慧機器人幫助我們生活上的大小事，我覺得都很棒，讓智慧機器人融入到我們的生活當中，慢慢從家電到機器人陪長輩，我覺得可以讓我們的生活迅速又方便。  
026	W02	276	87	  黃講師圍繞著Azure這個平台對我們講解了運營公司的各種難題，他告訴了我們Azure能做到些什麼事，可以開創一個平台模型，有一個很強的運算服務，可以想見它的AI一定特別強大，也很幽默的開了Alpha go一個玩笑說它比較會下棋，Azure對視覺與聽覺也有特殊的感知服務，黃講師還有秀給我們看一部影片是有關虛擬秘書的，它可以進行對話同時還可以讓主人直接與他人的虛擬秘書對話，真的對於行程安排非常便利，這些都是AI進步的產物，有一些功能是從前從來都沒想過真的能實現的技術，就好像魔法一樣，讓我感覺到科技的演進真的很發達，也許我們人類不是自然界中最有力量的，卻能夠運用頭腦發展文明，人類的潛力真的讓人折服。  
027	W02	280	88	  微軟持續投入於打造「可延展運算規模的量子電腦」的願景不僅可針對可延展運算規模的量子電腦進行優化，且能夠深度整合進Visual Studio當中，讓開發者可在本地端或Microsoft Azure上進行偵錯、使用全新的模擬器以及其他支援功能。微軟不但構建起了全球最大的雲端運算網路，還為客戶提供了使用這些雲端服務的專屬連結。在持續擴大網路基礎設施的同時，也不斷增加智慧功能，讓客戶和合作夥伴能更順暢地建置安全的雲端模型。經過今天這堂課之後我真的是第一次認識到Azure這個微軟的雲端創新服務，服務創新又多元看起來真的很值得一用!  
028	W02	150	68	  講座心得  今日講師跟我們講解微軟的azure有甚麼功能可以做使用，還有目前AI與機器學習的使用。  近年AI大爆發的原因有三點:大數據 雲端運算 強大演算法的助力，推動了AI的發展，而AI也就是機器學習 是一個龐大的統計學，能夠推理 之後發生得事情 理解 他看到得東西 互動 以自然的方式。  講師給我們看了一個影片  內容是 人類能使用AI 來幫助我們醫療業 農業等等 對我們的幫助極大。  之後教導我們怎麼登入學生版azure  
029	W02	215	73	  對於AI 的願景:人工智慧AI是物聯網及工業4.0發展的核心。尤其，當Tesla推出電動車及iPhone X推出FaceID之後，讓市場體驗到AI晶片的無限商機。同時，AI應用接受度越高的國家，將對其GDP產生貢獻愈大。我國在既有半導體及ICT技術優勢及競爭力的基礎上，迎合各產業的需求不斷增加，開發出各種新應用晶片，不僅讓台灣在半導體的競爭力絕對在全球可扮演關鍵的角色，同時將為台灣的經濟帶來未來30年的新榮景。展望未來，隨著AI、物聯網、VR/AR、5G等技術成熟，將帶動新一波半導體產業的30年榮景，包括：記憶體、中央處理器、通訊與感測器四大晶片，各種新產品應用晶片需求不斷增加，以台灣在半導體的競爭力絕對在全球可扮演關鍵的角色。人工智慧市場在零售、交通運輸和自動化、製造業及農業等各行業垂直領域具有巨大的潛力。而驅動市場的主要因素，是人工智慧技術在各種終端用戶垂直領域的應用數量不斷增加，尤其是改善對終端消費者服務。在未來AI可望成為個人秘書，不再侷限於單機，可成為手機跟手機間之間機器人的對話建立行事曆、booking...等等。但我覺得AI無法完全取代人類，譬如每個病人的病歷皆是單獨個案。  Note:  Cognitive Services  API 安全性問題  
030	W02	342	100	  今天Eason講師跟我們講述了Azure認知服務與AI相關的介紹，近年來由於大數據、雲端運算、強大演算法等技術蓬勃發展，使得AI與雲端運算蓬勃發展，在利用AI做決策、圖像辨識、語音轉換成文字、搜尋及辨識情感等。  在講師上課的時候跟我們介紹了很多Asure上擁有的服務與許多衍生的API，同時也搭配影片為我們介紹Bot搭配語音對話服務，幫助我們完成一些生活上事情等，真的讓我眼睛為之一亮。  後來講師也手把手的教我們註冊自己的Azure帳號，與嘗試建立一個新的API、教大家基本操作技巧及熟悉介面。  經過這次Eason講師的課後，我還蠻期待之後上課可以學到更多Azure的相關應用，希望能從中學習到更多、更有趣的東西。  
031	W02	276	87	  這次的講座內容非常豐富，講師提到的ai對於未來真的非常重要，而雲端服務也是對未來發展非常重要的一環，雖然講師講的東西有些我還不是到非常了解，畢竟對於雲端的架構和發展我還不是很熟悉，所以回去我還是要去消化一下，才能聽懂。對於像一些存取權、資料庫的應用，對我未來應該會很有幫助，雖然我未來可能不會走企業雲端編輯的這種工作，但是講師提到的概念還是很有用的。  
032	W02	293	91	  在這禮拜了解到了許多微軟雲端服務架構的小細節，從每個服務的差別，一直到服務及虛擬機的建置。這種雲端架構真的是以後的趨勢，以前在處理機器學習時，都會因為沒有足夠的硬體，而做許多的犧牲。而現在呢，利用建置虛擬機的方式，租用服務提供者的硬體，讓我可以使用一定規格的機器做model training。連我人用戶都有這麼大的受益，對企業大量使用的效益可見一斑。所以覺得這堂課真的要好好學習，對以後的出去工作或新創公司一定都有很大的幫助。  
033	W02	223	74	  今天由微軟的技術架構顧問來講解， **講師有提到** 自然語處理使用者意圖，需要使用到參數來做設計。而SEARCH的功能居然有開放的API可以使用，甚至提供圖搜圖服務 。  感知服務 ，賦予他人類聽覺感知，也可以擴充讓它更聰明，可以幫忙做決策，非常新，今年剛釋出，而XBOX用同一個model，能夠針對情境處理資料，強迫重複學習的model。當中聽覺服務，能夠為多人會議紀錄自動抄寫，但仍需要前置作業，紀錄完成還能圖片產生，這將會對文本有幫助。congnitive service像組合積木，可以組合起來，創造新的完整服務。  在工廠因為安全性可能沒有網路，在進行客戶對談時會是很大的解決重點，但微軟有提供能包起來並在local端跑的程式，而不是需要API跑出去跑回來。  微軟想開發不只能與自己的機器人對話，並且可以與他人設定下的機器人溝通，雖然目前是開發目標與展望還未形成，但確實是非常創新又有趣的想法，簡直可以說每人將有自己的私人秘書!!  
034	W02	130	66	  今天更加對ＡＰＩ有所了解了！  講師教授內容包含  Speech Devices SDK  語音服務可與各種裝置和音訊來源搭配使用。 您現在可以利用相符的硬體和軟體，將語音應用程式提升至下一個層級。. 語音裝置 SDK 是已預先微調的程式庫，可搭配有目的建置的麥克風陣列開發套件。  語音裝置 SDK 可協助您：    * 快速測試新的語音案例。   * 更輕鬆地將雲端式語音服務整合到您的裝置。   * 為客戶建立卓越的使用者體驗。  心得：  我自己覺得ＡＰＩ就類似我們現實世界當中的服務生，或許很多人認為服務生只是最基層的勞工，但往往大事業都是建立在這些最基礎的地基上進行，決不可或缺！  而ＡＰＩ我們現實世界中總認為理所當然，但背後居然有這麼多個考量與技術，像今天介紹的］大數據以及與語音轉換，這都是我們現在在手機上與網路上每日必用的ＡＰＩ！  我覺得這門課印象比較深的是今天老師有說美國很注意Gender上面的用詞，我自己認為這是台灣非常區要更進的地方，尤其是在這資訊業當中，女性天花板以及父權陽剛文化背景都相較其他產業還重，所以我認為即使現在有ＡＰＩ可以幫你過濾一下不適當字眼，但心裡面，性別敏感度台灣資訊產業必須要提升！  
035	W02	284	89	  今天請到的講師是來自微軟的胡老師，今天這堂課令我印象最深刻的是他向大家展示了一段影片，那這段影片是在講未來的人工智能AI應用在手機上當作你的個人秘書，一開始還以為現在已經有比SIRI更厲害的語音人工智能，但胡老師說這也還在研發中，是微軟想要在未來幾年推出並致力開發的技術。看完這段影片我不禁感到訝異，那個電腦AI秘書若真的推出也太好用了吧，不僅能夠及時回復你的需求，更是可以幫助你把會議或個人的私事都牢牢記住也能很順利地更改時間日期，更能貼心的回覆你並跟你做最後確認，還能夠給你關於時間排程上的建議。但這也代表未來人類的很多功用都會被逐漸被取代，我們應該要反思自己需要具備哪些AI沒辦法取代的技術或知識。  
036	W02	308	94	  在這次工程師來演講及講解如何使用微軟的API，我學到更多不同的應用，包括識別，分類和標記圖像或是決策的應用程式，更了解到我們能使用微軟的資源做更多不同的AI應用，不僅如此，更令我大吃一驚的是Bing Speech API，這個API提供了作為基於REST的簡單服務調用公開的算法，可以將音頻轉換為文本，理解語音意圖並將文本轉換回語音。這次學習到的都是很多以往不知道的應用，這使我們可以更利用微軟的認知服務API，來達到決策，辨識，語音等等的服務，往後更能善加利用微軟的服務，來達成不同便利使用者的專案。這次我也學到如何安裝及使用其各種API，非常謝謝學校開這門課並邀請工程師來講解說明給我們聽!  
037	W02	260	82	  405630517   首先要說講師的PPT真的非常優秀！在淡江有看到許多老師的PPT都不夠整齊，內容過多或是排版雜亂等。講師講得很仔細，像是認知服務這樣的名詞我還真的是第一次聽到，雖然是第一次聽卻不會覺得太過難以消化，反而覺得很新奇也很有趣，智慧型演算法可以放在各大小公司的系統內，協助判斷出最理智也有效的決策，或是可以將語音轉為文字，再經過演算讓文字變成自然發音的語音模式，所做的技術真的很令人嘆為觀止，儘管在資管系上聽過無數次，認真理解還是會感到訝異。也期許自己能成為幫助資訊界發展的推手之一。  
038	W02	266	83	  經過講師的介紹後，我開始意會到雲端對未來科技趨勢的影響，在未來透過雲端我們可以做到更多事情，也無論做甚麼事情都會逐漸依賴雲端。而AI也是一大重點，結合這兩大趨勢也讓我們對於未來科技發展有一個初步的輪廓。  Azure讓我很驚艷，省去了非常多傳統的流程，我們可以直接在上面做到很多事情，也不用過度擔心一些安全性的問題。我比較有興趣的是，可以在上面執行一些大數據和演算法，也是目前學校課程還沒碰到的，讓人很期待。之前去參加過微軟辦的workshop，當時曾稍微透過Azure的大數據和深度學習去做一個簡單的照片辨識，非常有趣。  
039	W02	283	89	  畢業專題也有使用到Azure裡頭的Cosmos db，覺得如果在之前有先修到這堂課，可能一開始就不會花這麼多時間在研究了，也能較快速的知道Azure哪個服務最適合我們的App。這堂講座其中讓我印象深刻的是講師播放的影片，當時看到影片真的覺得很新奇，雖人身為資管系的學生，已經看過了很多各種的資訊相關的應用，但看到影片時還是深感到科技進步得快速。而另外，看完影片也有個感想，覺得可能未來不再有秘書這個職位了，科技已經發展到能取代秘書，影片裡手機甚至可以跟另一支手機直接聯絡並預約時間，且支援的服務已經比秘書更完整且多元。雖然覺得有點感慨人類未來可能又有個職位將被取代，但又不得不佩服科技的發展。    
040	W02	240	77	  講座心得  今天的課程請到了Azure的講師，主要的課程內容是提到了未來的雲端服務，隨著科技的進步，我們身邊的機器都具備了AI的能力，所謂AI的能力是指機器擁有推理、感知、互動至少其中一種。透過AI、雲端運算，許許多多的事情將會被簡單化，比如說:與公司主管預約時間見面，是不需要透過人與人的溝通，只需要與對方的AI機器人對話即可。  對於科技極速的進步，人們的日常生活死價值觀都會與之前有很大的差距，即便AI使我們的生活越來越便利，也不能將百分之百的生活需求都依賴在AI以及雲端服務上。  
