seatno	assignment	score	grade	comment
011	W06	228	80	  這次的上課內容，是有關Azure 的Web App Bot，並且介紹該怎麼使用以及Azure 能帶來什麼好處。經過這次上課雖然還不是很了解Azure Web App Bot確切的用法。但是，回朔到幾個禮拜前，那時我還不清楚Azure的功用，對Azure仍然一無所知，現在至少慢慢知道Azure在幹嘛了，以及透過課堂學習慢慢了解到裡面的功能，雖然不能說對每一個功能都聊若指掌，但至少有個概念了。  而且今天的講師非常的用心教導大家，上課時細心的帶大家了解一些程式碼的講解。不過，也由於今天課程內容有很大一部分是程式碼，所以內容比較生硬一點，講師也很關心的問大家有沒有問題，覺得今天的內容滿豐富的。  
012	W06	183	72	  在這堂課企業雲端應用趨勢與實務中，今天10月15日邀請到微軟的黃耀逸講師進行演講，延續上次的Azure的介紹，還使用了Visual Stiudio教我們編寫微軟Azure所需要的程式，還把我可能需要使用到的軟體給我們先行下載，今天主要在教我們如何在微軟Azure上執行Web Chat，並且介紹虛擬的web有甚麼楊的功能，講師也實際操作給我們看執行的結果是甚麼，但今天我覺得最難的是如何寫在微軟Azure虛擬Web上使用的程式，但我蠻希望講師可以在下課後把他所做的程式碼或是檔案放在Moodle上給我們參考看看。  
013	W06	355	93	  今天講師的風格溫文如雅，讓人聽起來相當舒適，適中的速度帶著我們了解該怎麼創建微軟提供的機器人軟件，使得我們可以初步的了解機器人的相關功能，像是簡易的程式碼等等。  Azure Bot Framework Basic 裡面也提供了很多SDK供我們開發使用，我們可以選擇是否要自己coding或是也可以使用AZURE裡面提供的現有Skills，裡面包含像是mail等之類的功能，在建構完機器人之後，可以選擇將機器人連結到不同的裝置上，比如手機、汽車等等上面。 講師提到人類現在能夠贏過機器人就在於我們可以Plan，就像是對話、安排工作等等。  我們現在最常接觸的機器人就像是手機上的聊天機器人或是如同google assistant等，在今天經過講師的介紹之後，讓人對於常使用的機器人有更深層的了解，或許以後也有可能自己開發出自己的機器人。  
014	W06	379	98	  今天是請到黃耀逸講師，今天介紹Azure Bot framework，他提供一個很好的平台跟開發工具給開發者，讓開發者可以把他們機器人的想法容易實現，Bot framework將你的運算平台跟channel跟AI的整合，跨多個通信渠道集成Azure Bot Service。可以應用Skype、line和Facebook Messenger等渠道。  Azure Bot framework分成三大部分，一個是平台(Bot Service) 用來協調channel的訊息和bot訊息轉換溝通的服務，再來是開發(SDK) ，我們開發程式一定會需要用到SDK，Bot Builder SDK方便我們在開發的時候提供了一些必要的服務，像不同平臺的格式處理…等，最後是AI(cognitive services)，機器人不能只是一問一答的傳統方式，還需要聽得懂人類語言，看得懂圖片，就需要cognitive services。  
015	W06	249	83	  這星期的課程相當有趣，是教我們如何製作屬於自己的機器人，而Microsoft Bot Framework是一組功能很強大的服務，工具和SDK，可為開發人員構建和連接智能bot提供豐富的基礎或“框架”。 通過利用Microsoft Bot Framework，我們可以創建，集成和管理與用戶自然互動的各種bot和bot體​​驗。Microsoft Bot Framework中可用的工具和服務大大減少了開發“企業就緒”機器人體驗所需的代碼和協調量。在學習如何創建Node.js機器人的同時，了解機器人設計和開發原理的最新最佳實踐。它們可以在任何平台和眾多第三方渠道上運行，例如Skype，Microsoft Teams，Slack，甚至是Cortana。相當方便。前提是我們要熟練掌握基於C的編程語言，在練習過程中，與講師一起復制和修改示例中的代碼。  
016	W06	188	72	  目前我們所使用的BOT大多是任務型機器人不是聊天機器人，例如目前的機器人都是幫你完成事情”開啟音樂”、”訂製pizza”等，不能完成額按正對話、予以分析等。今天的目標是完成AZURE與LINE的結合。在Azure bot framework中有很多功能，先創造botbuilder後從.Net framework發展許多架構，讓人隨時都可以馬上使用，今天就是利用bot service的連結直接連結到LINE來做使用。雖然支援很多語言，今天還是使用node.js開發。希望可以開發對話較彈性，而不是傳統式的一來一往的一句對話模式。Bot開啟時會發現有test in web、channel等專屬於bot的功能。  
017	W06	177	70	  講述Bot的應用與 Azure強大的 AI 功能整合。為應用程式賦予自然語言理解功能以及充實的客戶支援，讓使用者能透過語音和影像來表達自身的需求。讓我開發者能輕鬆地使用強大的自然語言處理，像是助理一樣能夠處理各種多輪式對話，因應現今IoT的時代，AI機器人的存在勢必是不可忽視的。第二堂課講師帶大家一步一步的使用Azure Bot，讓大家能夠熟悉Azure Bot的支援與應用。透過Azure Bot使開發著能夠更了解使用者行為。也能透過Azure Bot去做延伸讓應用程式自動化以達到更強大的服務。  
018	W06	154	66	  本週的演講主題為Azure Bot framework，主要介紹Bot的應用，一直以來以為Bot只有單純的與機器聊天功能，今天在演講者的介紹下才知道它的應用很廣泛，任務型的Bot可以協助使用者解決許多問題，像是訂票、查詢等等工作。  我特別喜歡今天的課程，因為實際操作後感覺特別有趣，給了一個模組只要去設定內容就能馬上得到回應，而且還有各種card模組，以前都不知道這是怎麼做出來的，而且只要一個程式就能叫出模組實在是方便許多，只要簡單的設定，還可以應用到各種軟體上面，如：Line、Facebook、Web，對於開發者來說真的很便利，只可惜他們好像不管什麼東西都要收錢，對於想要嘗試看看的人來說長久下來實在是一個負擔。  
019	W06	364	95	  這週是在說Azure Web Bot，一開始講師從介紹什麼是bot開始從最機的切入主題，我們正在討論的 Bot，就是聊天機器人。過去的聊天機器人是電腦工程師們開發的軟體，專門用來跟人聊天。這些聊天機器人的擬人程度各不相同，但我們討論的 Bot，會做的不只是聊天。它像是一個客服，要在跟你聊天的同時，了解你的意圖，幫你處理你的事項，完成你想讓它幫你完成的工作。準確的來說，我們討論的 Bot，是一個功能強大的聊天機器人助理。  最後帶到microsoft bot 的框架和詳細介紹，像microsoft bot的特色之一就是在多個通訊通道間整合 Azure Bot Service 來提升互動頻率。並且在很多通道上都能應用，例如網站、應用程式、Skype等等…還有不必犧牲客戶資料的擁有權和控制，就能為客戶帶來個人化的體驗。利用虛擬助理解決方案加速器，在各個應用程式和裝置間打照品牌量身訂做的虛擬助理。最後也是實際演練給我們看讓我們更加清楚也更加了解。  
020	W06	226	79	  這次的講師所介紹Azure上的服務是Bot Framework，起初看到Bot時，腦中第一閃過想到的是chatbot－單純的聊天型機器人，像是Line或是FB的「小幫手」，以前有試過某一網站可以直接在那個網站操作寫好配對的腳本就可以即時做出一個chatbot，當初接觸到時對於chatbot的了解相當的粗略，而現在有機會聽到講師的介紹，講解了一下bot的定義，這才知道bot其實是任務型的機器人會依據不同的需求很有多種的不同類型的chatbot，不單單只是聊天而已。   再來就是詳細介紹Bot Framework以及要如何在Azure上建立與操作，這次的建立也是步驟較為繁雜有需要打程式碼的部分，由於投影畫面真的有點小，以至於後半部沒有跟好好跟上，但還是有即時模擬出可測試的bot，覺得想當有趣，希望接下來能夠跟著講師的教學做出功能較為完整的chatbot。  
021	W06	387	100	  這次的講師叫作Ethan，本來乍聽之下以為是Eason。那他這次來是先介紹Azure Bot framework可以連結line facebook等等平台，第三次來的時候才會教我們如何跟line連繫，內容蠻吸引人的，我聽的蠻認真的，收穫也是滿滿。  
022	W06	202	74	  這週介紹的是有關於機器人的web chat，教學製作自己的機器人，並且可以鑲嵌到不同app，內嵌方法還非常方便快速，只要架設完畢後貼上網址即可。而機器人也可以使用在網頁上。  而在架設機器人的過程示範中使用C#，在程式撰寫部分講師提到一個非常重要的一點也就是程式檔案在命名的時候，要避免覆蓋到舊檔案，以免新程式有錯誤時就難修改。  今天了解到微軟提供的這個資源讓我們開發機器人不用從頭開始，只要選取想要使用的服務即可，在依照自己的構想去設立情境，進行架設。  
023	W06	230	81	  這周的主題是介紹Azure Web bot的服務，透過與Azure認知服務的強大AI功能整合。可以為應用程式賦予自然語言理解功能以及充實的支援服務，讓使用者能透過語音和影像來表達自身的需求，公司也可以利用Azure Web Bot來快速地分析使用者的需求並回應服務。  我們在講師的帶領之下嘗試了簡單的對話功能，透過實際的操作與使用，我們可以瞭解對話運作得過程，在Azure內建的許多功能封包輔助下，我們可以簡單建置對方的功能。如果可以經過更多的設定，我們可以做出更人性化的強大bot來輔助我們個任何產品。  
024	W06	350	91	  這次教的是Microsoft 的 bot，從 Q&A Bot 到自己品牌的虛擬助理均涵蓋在內。使用全方位的開放原始碼 SDK 與工具，來輕鬆在各個熱門頻道與裝置間將您的 Bot 連線。利用 Azure 認知服務的原生整合，來讓您的 Bot 獲得聽、說和了解您使用者的能力。其中可以用.NET及 NODE.js來寫，甚至如果你熟悉java或python也能用這兩個語言來寫，但java跟 python 為preview，為不完全支援，還有一個叫adaptive cards只要可以放在一個channel上面就可以讓各種channel通用，不用再改程式去適用於不同的平台上去，application insight可以監看bot的健康，分析其使用情形，bot也可以放在任何一個local端、edge端的部分，可以在很多主機上去執行，  
025	W06	185	72	  台灣大多數企業仍然不了解「雲服務」，很多企業管理者會認為這是IT人員的責任，自己不必去了解，也因此都會忽略了「雲服務」的重要性！不論是用哪一家的「雲服務」，除了要實際花時間去了解其差異性之外，最重要的是Application服務本身的程式及網站架構。資訊科技日新月異，對一個工程師而言持續精進學習是必要的，然而無窮無盡的知識總讓人疲倦，所以多去了解業界的前輩、伙伴、後進們各有什麼課題，未來的技術發展重點為何，對自已學習規劃上是有幫助的。  
026	W06	219	78	  黃講師今天教我們實作的Azure功能是Web App Bot主要功能可以讓我們跟機器人聊天，有點AI的概念，看到秀出來的程式碼之複雜，讓我覺得編譯這種程式真的好困難，尤其是這個功能感覺還很基礎，要是想寫出更複雜的AI機器人是完全不同領域的難度了，這次教的功能比起之前的功能比較不實用一點，老實說我有點興趣缺缺，不太知道我有什麼事需要跟機器人聊天，不過我還是很欽佩能夠懂那麼多的講師還有相關的工作人員，除此之外其實也很想聽聽講師的人生經歷是怎麼讓他投入到這一塊領域的。  
027	W06	365	95	  Azure Bot Service 是一套專用於開發、運行對話機器人的整合環境，也可以說是一個解決方案，裡面關聯到的功能、服務相當多元，從建置機器人對話服務、連結至各對話頻道、測試對話功能，甚至佈署與管理，都包含在 Azure Bot Service 中。Azure Bot Service的出現，基本上可以理解為bot service的進化版。bot service不再只提供免費版，如果需要更加穩定的服務，可以從azure上面設定對應的等級，然後費用從azure的帳單出。  azure bot service除了包括了bot service的功能之外，還有提供了一些別的服務，例如透過一鍵的方式直接在azure上面建立出chatbot， 讓整個chatbot服務和azure做了緊密的聯合。  
028	W06	179	70	  今天原本的講師有事情，所以是之前來過的ethan huang 講師來為我們上課，今天講的是bot framework ，機器人相關的操作與介紹，這個議題滿新穎的，而且居然可以在Azure九能夠簡單的寫出機器人，但投影幕有點太小我作第四排就已經看不太到了，以至於講師的步驟我都跟不太上，有點可惜不然應該是蠻有趣的，然後講師有說一個網址讓我們下載東西，我不知道發生什麼事情一直載不下來我都快瘋了，還有一隻蜜蜂還甚麼的蟲子一直飛來飛去，很影響我上課。  
029	W06	226	80	  Dear老師這是我上週的作業(交錯到W6...)這週的交到W5，再麻煩您謝謝！  如果每次更新程式碼，都要手動重新Deploy，是一件很麻煩的事，當Scale越來越大，開發的成員越來越多，版控也會變重要。  當我們的程式碼越來越複雜，開發者越來越多時，自動化佈署就更顯得重要。透過Azure DevOps可以協助我們完成這些麻煩事。  微軟的管理程式碼及自動化佈署Solution，反射動作不是會想到VSTS大神，Azure DevOps就是VSTS的延伸。首先建立Azure DevOps Project Resource，選擇專案的程式語言，將已經佈署到Github的程式碼，用Bring your own code(使用自己的程式碼)，去串接現有的應用程式。  
030	W06	219	78	  今天很高興能再次聽到Ethan講師為我們上課，今天我們上的是Azure Web App Bot的服務，首先Ethan講師先跟我們介紹什麼是Bot，並跟我們講述Bot的應用等等，後來便開始一步步的帶著我們實作。  進入Azure後新增Web App Bot的服務並做好設定，先讓我們點Test in Web Chat，測試看看剛建好的Bot提供的基本Echo的服務，之後便教我們由online code editor使用C#編輯程式碼，並進行測試，後來也用提供給我們的網址，教我們下載後，由地端的Visual Studio2017，去更改裡面的程式碼，並佈署到雲端上讓我們看那個結果。  今天的課程上起來真的很有趣，也很貼近我們的生活，希望下次上課時，能再學到更多新鮮的東西。  
032	W06	357	93	  這禮拜學到了如何開發具有智慧的Bot，來保有對資料的控制。建置很多類型的BOT，為客戶打造交談式體驗。使用微軟提供的全方位的開放原始碼 SDK 與工具，就可以很輕鬆的在各個熱門頻道與裝置間將 Bot 做連線。利用 Azure 認知服務的原生整合，來讓我們建置的 Bot 獲得聽、說和了解使用者的能力。  而Azure 認知服務的強大 AI 功能整合。讓應用程式賦予自然語言理解功能以及充實的客戶支援，讓使用者能透過語音和影像來表達自身的需求。  
033	W06	336	89	  本週講師為大家介紹Azure Bot Framework Basic，是一套專用於開發、運行對話機器人的整合環境，也可以說是一個解決方案，裡面關聯到的功能、服務相當多元，從建置機器人對話服務、連結至各對話頻道、測試對話功能，甚至佈署與管理，當中主要提供以下三種資源方案來建置：Web App Bot、Functions Bot、Bot Channels Registration，今天最主要是介紹Web App Bot，利用開放且可延伸的 Bot 架構進行建置，該架構可讓您從基本的 Q&A Bot 著手。接著建立更進階的 Bot，包括可處理各種多輪式對話的虛擬助理。  
035	W06	300	85	  Azure Bot 服務和 Bot Framework 提供可在單一位置建立、測試、部署及管理智慧型 Bot 的工具。 利用 SDK 提供的模組化可延伸架構，工具、範本和 AI 服務開發人員可以建立可使用語音、理解自然語言、處理問與答等功能的 Bot。  Bot 提供的體驗比較不像使用電腦，比較像是與人溝通，或至少是與智慧型機器人溝通。 在不再需要直接人為介入的自動化系統上，Bot 可用於輪替簡單、重複性工作，例如預訂晚餐或蒐集設定檔資訊。 使用者可使用文字、互動式卡片和語音來與 Bot 交談。 Bot 互動可以是快速的問與答，也可以是以智慧方式提供服務存取權的複雜對話。  Bot 很類似現代化 Web 應用程式，在網際網路上運作，並使用 API 來傳送和接收訊息。 視 Bot 的種類而定，Bot 的功能差異很大。 現代化 Bot 軟體依賴一些技術和工具，可在各種平台上提供日益複雜的體驗。 不過，簡單的 Bot 可能只會收到訊息，並以極少的相關程式碼來回應使用者。  Bot 可執行其他類型的軟體可以執行的作業：讀取和寫入檔案、使用資料庫和 API，以及進行一般計算工作。 Bot 的特點就是其使用通常保留給人與人通訊的機制。  Azure Bot 服務和 Bot Framework 可提供一組整合式工具與服務，可加快此程序。 選擇您慣用的開發環境或命令列工具來建立 Bot。 C#、JavaScript 和 Typescript 均有 SDK。 (適用於 Java 和 Python 的 SDK 正在開發中。)我們在 Bot 各種開發階段皆提供各項工具，協助您設計及建置 Bot。  Bot 是一項 Web 服務，可實作對話式介面並透過 Bot Framework Service 進行通訊，以傳送和接收訊息和事件。 Bot Framework Service 是 Azure Bot Service 和 Bot Framework 的其中一個元件。 您可以使用任意多個環境和語言建立 Bot。 您可以在 Azure 入口網站中開始進行 Bot 開發，或使用 [C# | JavaScript] 範本進行本機開發。  
036	W06	193	73	  今天聽完，我了解了許多關於QnA Maker的功能，其中讓我最為吃驚的是BOT的部分，它可以利用現有資料建立交談式的問答層，並且可以利用現有的半結構化內容，來建立一些問答集，回答使用者的一些半結構化問題，使機器人更擅於交談，變成專業、機智、友善、關懷或熱情的角色。並且隨著現在CRM顧客關係管理愈來愈重要，因此如何維持顧客與賣方的關係以及拉近與顧客的距離也十分重要，因此擁有這樣的BOT技術，對於顧客關係是十分有幫助的，並且可以讓顧客長期價值最佳化。並且可用 50 種以上的語言交談，更可以將服務擴大到全世界，因此有這個技術對於電子商務可說是如虎添翼。  
037	W06	169	69	  首先要說講師的PPT真的非常優秀！在淡江有看到許多老師的PPT都不夠整齊，內容過多或是排版雜亂等。講師講得很仔細，像是AI這樣的名詞我們常常聽到聽到，雖然常聽聽卻還是有所收穫，覺得很新奇也很有趣，AI可以放在各大小公司的系統內，協助判斷出最理智也有效的決策，或是能夠整理出一個邏輯成為一個能有判斷能力的科技，所做的技術真的很令人嘆為觀止，儘管在資管系上聽過無數次，認真理解還是會感到訝異。也期許自己能成為幫助資訊界發展的推手之一。  
038	W06	211	76	  微軟認證解決方案開發人員與 MCSE並列為微軟二大高階認證之一，其認證方向是以程式開發人員為主，通過此認證考試的專業人員會被視為具有使用微軟應用平台，程式語言與技術發展企業解決方案的人員，由於目標是針對企業解決方案，因此考試科目較著重於企業應用程式的開發，並不會太過於重視軟體發展方法，以及程式語言本身。  在聽了那麼多相關知識與實際應用之後，真的對於微軟的Azure很佩服，功能非常強大且方便，也不禁讓人連想到是否能結合專題做應用。  
039	W06	257	83	  這禮拜的演講主題是Azure Web Bot，一開始看到這個主題，第一個想到的就是ChatBot，但講師說其實與聊天機器人無關，而是任務型的機器人。其中我非常同意講師所說的，任務型機器人步驟是越少越好，現代人的步調越來越快，做任何事也都講求效率，所以對於任何科技也都是講求能越快越好。  而接著講師介紹Bot Framework，Bot Framework分成三個部分，一個是平台面的Bot Service，而第二個開發程式需要使用的SDK，第三部分則是AI，講師針對這三部分，介紹的非常詳細，也讓我更認識Bot Framework許多。  第二堂課，講師直接操作程式碼的部份給我們看，而透過實際操作，也讓整個跟第一堂課介紹的有個連接，也比較清楚了解內容是在做甚麼。  
040	W06	92	60	  課程心得  今天的課程中跟之前的課程有些許的不一樣，之前的課程都著重在Azure上，今天黃講師講的內容是會在visual studio上執行的。例如老師今天講到了有關客服性質的機器人，利用程式碼撰寫的方式，讓我們自行設計克服機器人的回答樣式，如何設計才能更符合人性化，也能提升用戶對於這家公司或是企業的信任度。程式撰寫的部分並不是我的強項，但是如果要在這一個行業中具有競爭力，程式撰寫的能力是覺得不能缺少的。希望透過這一系列的課程，能讓我對於資訊行業的趨勢越來越了解，進而可以提升自己的競爭力。  
041	W06	317	86	  本周為azure bot framework basic 的使用操作，bot與 Azure 認知服務的強大 AI 功能整合。為應用程式賦予自然語言理解功能以及充實的客戶支援，讓使用者能透過語音和影像來表達自身的需求，功能非常強大。  上半堂課老師主要是介紹bot相關知識，下半堂課就是實際操作，透過azure student板就可以開啟使用 azure bot，這堂課比較不一樣的是，是需要透過鑽寫程式去控制，老師也有提供資料包給我們使用，非常貼心。  用bot的訊息回傳，除了文字，也可以用比較視覺化的方式回傳，很有意思，比較能吸引目光，也可以把機器人嵌入到其他app，像是line，也可嵌入網頁，只要取得secret key!  
042	W06	364	95	  這週的講師是微軟的技術架構顧問，而這週的主題是Azure Bot Framework Basic，他向我們詳細的介紹微軟的Azure Bot 的基礎以及服務。  Azure Bot Service 可以開發具智慧的企業服務Bot，只要利用微軟開放的原始碼SDK及工具，建置、測試Bot，再整合認知服務，就可以打造自己的虛擬助理並且可以和使用者進行自然互動的Bot。  我覺得微軟的Azure 平台非常強大，整合了許多功能，這週的Bot Service 與前幾週所講的認知服務的強大AI 進行整合後，就可使Bot 擁有自然語言理解的功能，讓使用者可以透過不只打字而是還有語音和影像來述說自身需求。然後透過Azure Bot Framework Service的入口網站設定就可以讓自己的Bot連接到自己的網站外還可以連接至通訊應用程式裡，使其可以與使用者進行通訊。  微軟Azure 平台服務真的整合很多功能，非常厲害，不管是什麼服務都可以使用，在Bot 的部分可以整合其他Azure 裡的服務，並且還有教學，在如何串連至不管是自己網站還是其他通訊應用程式方面，也都有教學步驟。我覺得今天的這堂課非常實用，因為Bot 這項功能是未來的發展趨勢之一。  
043	W06	211	76	  Bot framework提供一個很好的平台跟開發工具，給開發者的機器人的想法更容易的實現。現在所講的Bot都不是屬於聊天型的機器人，是屬於任務型的機器人，任務型機器人就是很明確的幫User解決一件事情，比如客服機器人。Bot framework主要分為三個部分為Bot Service(平台面)類似為App Service、SDK開發程式時會需要一包的SDK，也讓喜歡自己從重頭到尾自己Code或者設計特別對話的人，就很需要這個，Cognitive Service(AI)讓機器人不單單只是一問一答這種傳統的方式而已，要讓它可以聽得懂人類的自然語言或者看得懂圖片等等的功能，這些比較偏AI的東西就是屬於Cognitive Service的部分。  
045	W06	172	69	  今天邀請到的講師跟上次一樣，同樣是微軟的講師，但今天針對了虛擬機的部分多做講解，包含如何確定虛擬機工作負載以及如何配置虛擬機ＩＰ地址，可用性，可伸縮性和安全性，還有如何管理虛擬磁盤。這一切似乎都把過往的東西虛擬化了，一切都感覺變得那麼的不真實，在雲端上好像什麼都能完成，這就是微軟致力於現在所發展的東西，將一切都搬上雲端，這讓所有的服務都變得更加方便，這樣的想法讓人歎為觀止。  
046	W06	225	79	               今天講師講述了有關於Azure QnA Maker，QnA Maker 是一項雲端式 API 服務，可讓針對現有資料建立交談式的問答層。可以從半結構化內容 (包括常見問題集、手冊和文件) 擷取問答，以使用它來建立知識庫。透過 QnAs，以知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。QnA Maker的功能有1.自動從半結構化內容擷取問答組，包括常見問題集、產品手冊、指導方針、支援文件和原則。2.使用替代問題的建議來改善知識庫。3.輕鬆建立、編輯及訓練複雜的多回合交談。4.其他位置建立與發佈機器人，而不需任何程式碼專業。只需上傳半結構化文件或 URL。後面老師開始實做這個功能，對每個步驟的講解都非常詳細，讓人快速了解如何操作。(不過希望下次可以不要切畫面)  
048	W06	199	74	  雲端的概念就是，微軟有很多資料中心能夠做處理，在世界各地也都有，雖有些業者會請向使用google，因法律上的緣故，而香港和東南亞的資料中心是台灣地區的首選。延續上次的Azure的課程，並且了解到使用者的情境以及需求，App Services也能在上使用，讓你想使用的model也能在上面做使用，function所需管理的事情減少，以更專注的優勢讓你能做你的事，若達不到預期，也能用靜態加速服務，若有跨職業，也能做設定，諸多功能的使用都帶領我們能更完整的運用它。把機器人遷到網路上，copy iframe，測試程式bot，製作一個聊天機器人，加深azure的運用  
049	W06	207	75	  本週課程是Azure Web Bot，課程開始先介紹甚麼是Bot Framework。Bot Framework主要分為三個方向，一個是平台面的Bot Service，一個是SDK，最後一個是比較AI部分的Cognitive Services。而Azure Web Bot是整合Azure強大的AI功能，給應用程式自然語言理解功能，以用來滿足使用者的需求。  實作方面也有很多小細節，像價錢方面，F0是免費不用錢，但每個月只能裝10K平面的Msgs，場景只要是嵌在官方資源，基本上就是完全免費；但如果要接在個人的、學校內部的、組織內部的，就要使用S1，就是以單位計價。後面實作部分以C#程式碼撰寫，語法並不算陌生，但第一次嘗試寫Bot還滿有趣的！  
