seatno	assignment	score	grade	comment
011	W11	150	70	  這次的上課內容，是有關microservices，並且介紹該怎麼使用以及Azure 能帶來什麼好處。經過這次上課雖然還不是很了解今天內容的確切的用法。但是，回朔到幾個禮拜前，那時我還不清楚Azure的功用，對Azure仍然一無所知，現在至少慢慢知道Azure在幹嘛了，以及透過課堂學習慢慢了解到裡面的功能，雖然不能說對每一個功能都聊若指掌，但至少有個概念了。  而且今天的講師非常的用心教導大家，上課時也分享很多出社會後的心路歷程，我覺得這些對我的幫助很大，講師也很關心的問大家有沒有問題，覺得今天的內容滿豐富的。  
012	W11	162	73	  在這堂課企業雲端應用趨勢與實務中，今天10月29日一樣邀請到微軟的黃耀逸講師進行演講，黃老師之前也有來講過課，而今天延續上次的Azure的介紹，今天教我們用LUIS ，LUIS是一種API雲端式服務，可將自訂機器學習智慧套用至使用者的對話、自然語言文字中，預測整體意義，找出相關的詳細資訊。講師也說到BMW 3系列的轎車的車載系統也是使用LUIS，代表LUIS不只在教學，更在業界上廣為使用，講師利用現在市面上實際的案子舉例給我們聽，讓我對這個技術更有興趣，今天的教學也讓我很有收穫。  
013	W11	276	83	  Windows Containers 提供一個輕量級、隔離的環境，讓應用程式可以更容易開發、部署及管理。Containers可以快速地開始和停止，非常適用於那些需要快速應變速度的App。  今天講師帶著我們初步了解各種Containers的基本使用方式，首先Azure Container Registry 提供異地複寫，這可以有效管理多個區域間的登錄。OCI 成品存放庫，可以新增 Helm 圖表、Singularity 支援，還提供自動建置與修補容器。ACR的整合安全性，當中也提供 Azure Active Directory (Azure AD) 驗證、角色型存取控制、Docker 內容信任，以及虛擬網路整合。  Azure Web App for Container 則是能夠使應用程式在雲端中執行，就不用自己管理伺服器了！  也可以將Containers 整合到Azure的web app中，使開發更方便。  雖然今天講的東西我不是聽得很懂，但是我又進一步了解Azure所提供的服務了。  
014	W11	377	98	  今天是請到上次講解Azure DevOps的黃承皓講師來為我們上課，今天是講Azure Docker & ACI & AKS。首先Docker 是一個 open-source 的專案，它的特點是能將應用程式包裝在一個容器中，Docker是一個流行的容器管理和映像平台，可以在Linux和Windows上快速使用容器，當這些應用程式被包裝進容器後，部署、遷移都變得簡單。跟傳統的虛擬化技術相比，虛擬機器需要安裝作業系統才能執行應用程式，而Docker則不需要安裝作業系統就能執行應用程式，Docker 優點有支援 Linux 和 Windows Server 容器、彈性支援微服務和傳統應用程式工作負載。和Azure 整合的優點也多。  
015	W11	347	90	  這星期的課跟第五周的課對調，今天是教我們用容器實際操作，講師教我們如何操作虛擬機開發，首先要先到moodle 平台點選網址下載程式碼，接著實際操作，講師也是一步一步的教我們如何開發實際操作，Azure Virtual Machine 虛擬機執行容器運算分成許多系列，其中A 系列適用於開發/測試的初階實惠 VM，A 系列 VM 的 CPU 效能及記憶體設定最適合初階的工作負載，例如開發及測試，對剛開始使用 Azure 而言，是項實惠的低成本選項。Av2 Standard 是最新一代的 A 系列 VM，其具有相似的 CPU 效能，但每個 vCPU 有更多 RAM，磁碟也更快。每次的需求都是由分布在不同容器中的服務來分散處理，所以有導入流程管控引擎的必要，整個需求處理的工作流程被管控、追蹤，才能實現例外處理、容錯、退回以及交易的工作。今天還教了Azure Container Registry (ACR)容器註冊服務、Azure Container Instances (ACI)容器部署服務、Azure Web App for Container 容器版網頁程式服務、Azure Kubernetes Service (AKS)容器協調器服務等等…，今天的課感覺受益良多，可是當時沒有邊聽邊打心得，而且有些步驟沒有跟上，實作偏趕一點有些小細節的重點可能被我略過，只能談個大概，希望下次可以更專注，這楊才能學得更完整一些，之後自己也會比較知道要怎麼操作。  
017	W11	349	90	  今天講師一開始談到app的部屬，過去在還沒有Container時會架設在一台電腦 一個雲端、一個伺服器等等。談論到Containers的優點等等，相同的環境然後在任何地方都可以執行，以往在VM時都還要透過hypervisor進行虛擬化而Container才能夠直接跟OS進行連接，並接效率、效能會比較好但相對的安全性是有疑慮，之後講師開創一個VM並一步步的帶我們實作Docker的指令去執行、部屬一個容器。作為一種新興的虛擬化方式，Docker 跟傳統的虛擬化方式相比具有眾多的優勢。 首先，Docker 容器的啟動可以在秒級實作，這相比傳統的虛擬機方式要快得多。 其次，Docker 對系統資源的使用率很高，一台主機上可以同時執行數千個 Docker 容器。 容器除了執行其中應用外，基本不消耗額外的系統資源，使得應用的效能很高，同時系統資源消耗更少。傳統虛擬機方式執行 10 個不同的應用就要啟動 10 個虛擬機，而 Docker 只需要啟動 10 個隔離的應用即可。  
018	W11	108	62	  本週主題為Docker&ACI&AKS，其中container容器技術是老師從學期初就不斷強調的一項技術，感覺本週課程也特別有難度和挑戰性，我覺得這項技術有一定的操作難度，也因為講師介紹了很多東西，一次接受了太多資訊，實在很難一次把握，我也只能努力的把能理解的部分吸收，不過講師講解很細心詳盡，還會附帶舉例，即使這次操作並沒有跟上，也沒有太多可以讓我們實作的時間，但還是依然有收穫到一些有價值的資訊。  
019	W11	381	99	  這堂課在介紹zure Docker & ACI & AKS首先Docker 是一個 open-source 的專案，主要的特點是能將應用程式包裝在一個 LXC容器中，當這些應用被包裝進容器後，部署、遷移都變得更為簡單。與傳統的虛擬化技術相比，虛擬機器需要安裝作業系統才能執行應用程式，而 Container 則不需要安裝作業系統就能執行應用程式。  Container 技術是一種在 OS 內的 Kernel 層所打造虛擬執行環境，所以 Container 彼此之間共用了 Host OS 的 Kernel，但透過 namespace 區分來達到隔離每個容器的目的。  而ACI容器即將成為封裝、部署及管理雲端應用程式的慣用方法。 Azure Container Instances 提供更簡單快速的方法，讓您無需管理任何虛擬機器或採用更高層級的服務，就能在 Azure 中執行容器。  對於可在隔離容器中運作的任何情節，包括簡單的應用程式、工作自動化及建置工作，Azure Container Instances 是很棒的解決方案。 對於需要完整容器協調流程的情節，包括跨多個容器的服務探索、自動縮放及協調性應用程式升級，我們建議使用 Azure Kubernetes Service (AKS)。  
020	W11	135	66	  這次主講內容首先是介紹「容器container」，也講述到了VM與容器的差異及各自優缺，其中容器的改善包含可以在自己的電腦跑、可移動性高、增加效率、在各種環境上運行。VM有Host OS以及Hypervisor層(做虛擬化動作)與Guest OS，而容器打包和部屬的方式與過往不同，容器架構共用一種OS，沒有虛擬機的OS。  那簡單介紹完container後接下來的時間都是實作的部分，以「Windows Server 2019 Datacenter with Containers」建一台VM，這次也是主要是下指令為主，也使用到了Docker工具，這次的主講內容因為是第一次接觸受益良多，學習到新的資訊並且也初步實作建立，雖然打指令的部分還是有些許的跟不上，但由於課堂有錄影所以可以回去自己在試做一次，這次的演講也是相當可貴的經驗。  
021	W11	343	88	  這堂講師是黃講師，上禮拜也有來講課。那這禮拜主要在介紹Microservices – Docker & ACI & AKS容器，是生產部署大量微服務的好工具。他利用以下服務練習各種容器相關操作Azure Virtual Machine 虛擬機執行容器運算  Image: Windows 2019 Datacenter with Containers  Azure Container Registry (ACR)容器註冊服務  Azure Container Instances (ACI)容器部署服務  Azure Web App for Container 容器版網頁程式服務  Azure Kubernetes Service (AKS)容器協調器服務  介紹的蠻透徹的，也希望我都有吸收進去  
024	W11	192	76	  端點存取控制清單 (ACL) 是可供您的 Azure 部署使用的安全性增強功能。 ACL 提供針對虛擬機器端點選擇性允許或拒絕流量的功能。 此封包篩選功能提供了一層額外的安全性。 您可以僅針對端點指定網路 ACL。 您無法針對虛擬網路或是包含在虛擬網路中的特定子網路指定 ACL。 建議您儘可能使用網路安全性群組 (NSG) 來取代 ACL。ACL 是包含規則清單的物件。 當您建立 ACL 並將它套用到虛擬機器端點時，封包篩選會在您 VM 的主機節點上進行。 這表示來自遠端 IP 位址的流量會透過符合 ACL 規則的主機節點進行篩選，而非在您的 VM 上。 這可讓您的 VM 在封包篩選時免於耗費珍貴的 CPU 週期。建立虛擬機器後，預設的 ACL 將準備好封鎖所有傳入流量。 不過，如果所建立的端點使用 (連接埠 3389)，則預設 ACL 會修改成允許該端點的所有輸入流量。 接著會允許來自任何遠端子網路的輸入流量傳輸至該端點，且不需要佈建任何防火牆。 除非建立那些連接埠的端點，否則會封鎖所有其他連接埠則的輸入流量。 預設為允許輸出流量。  
025	W11	283	84	  這次學到了一個新的知識，這次的課程有說到AKS，而AKS 就是提供簡單的部署，管理與操作介面他有幾個特點1.不用擔心升級與修正問題，AKS 提供自動更新與修正。2.AKS 服務具有高可用度與高可靠性。3.AKS 可以透過命令或 UI 簡單的調整擴充。4.AKS 具有自我修復能力。5.AKS 提供 API Server 監控機制。6.AKS 服務的 Azure 託管的管理控制平台，提供免費使用。這讓我在資訊科技知識的方面有更多瞭解了一些。  
026	W11	376	98	  今天黃講師跟我們分享的技術是Azure docker，他跟我們分享Docker是一個基於 Linux Container 的輕量化的虛擬技術，而微軟也相當積極與 Docker 合作，在 Azure 上支援這個正夯的技術，並且提供簡便的方式來建立 Docker Host，他還跟我們分享了ACI這個功能，它可以用來建置Azure Logic Apps，除此之外還有第三個功能Azure Kubernetes Service(AKS)，它可以讓我們輕鬆部署及管理容器化應用程式。黃講師透過一連串的講解把這三個功能很好的在一堂課中解釋給我們聽，將它們化成一個完整的集合。雖然只有2小時但內容非常的豐富，受益匪淺。  
027	W11	233	80	  Docker技術在2013年推出以來，在IT界激起千層浪。Docker是一個提供作業系統層的虛擬化軟體工具，讓應用程式佈署在容器 (Container) 下，堆疊一層容器管理介面的軟體抽象，提供自動化的機制來管理容器。Docker最主要解決了在一台獨立主機上的作業系統層虛擬化，在大量主機結點的叢集環境時常面臨的需求，如容器的佈署排程，工作負載，結點間的網路設計，負載平衡，高可靠性，資源監控與管理介面等。很多工程師了解Docker的好處，但在實際應用時卻難以得心應手。因為目前市面上文件書籍大多見樹不見林，它們解釋了Docker的用法，卻沒有解釋的原理。當工程師使用一個工具卻不了解其原理的時，自然問題不斷。Kubernetes 是一個協助自動化部署、擴張以及管理容器應用程式(containerized applications)的系統。相較於需要手動部署每個容器化應用程式(containers)到每台機器上，Kubernetes 可以1.同時部署多個 containers 到一台機器上，甚至多台機器2.管理各個 container 的狀3.將一台機器上所有的 containers 轉移到另外一台機器上4.提供機器高度擴張性，從一台機器，延展到多台機器共同運行當系統中的微服務越來越多時，管理上也會面臨到很大的挑戰。Kubenetes 的出現讓管理這些微服務程式更加方便。  
028	W11	211	77	  今天的黃講師是在講有關於容器(container)的東西，容器之前上程式設計的時候有提到過，稍微知道概念，之後講師又提到了Docker，但我完全不知道甚麼是Docker，於是乎我自己上網google了一下，Docker是開放原始碼專案，將應用程式自動化部署為可攜式且可自足的容器，在雲端或內部部署上執行。 Docker 也是一家升級及發展這項技術的公司，並且與雲端、Linux 和 Windows 廠商 (包括 Microsoft) 合作。  
029	W11	359	92	  Docker 是目前最流行的一個容器化技術。它創造了一個標準化的 container 製造程序，讓應用程式具有相同的封裝方式、啟動方式、存取方式，不用修改就能在任何支援 Docker 的平臺上執行。過去修過的資安課也有提到Docker，對資安防護也是必須了解的課題。  Dockerfile 是讓 Docker 強大的關鍵之一，Container 在打包的過程，需要的程式和設定資訊都會放在 Dockerfile 中，於是在所有支援 Docker 的環境中執行這個 Dockerfile，就能夠確保建立一模一樣的 Container。  Docker 一個很大的影響是關於 PaaS 平台即服務，因為 IaaS 平臺只要支援 Docker，就可以執行 Container 中的應用程式，不再需要設定 Virtual Machine，因此很容易就可以達成 PaaS 的功能。  
030	W11	376	98	  今天黃講師跟我們分享的技術是Azure docker，他跟我們分享Docker是一個基於 Linux Container 的輕量化的虛擬技術，而微軟也相當積極與 Docker 合作，在 Azure 上支援這個正夯的技術，並且提供簡便的方式來建立 Docker Host，他還跟我們分享了ACI這個功能，它可以用來建置Azure Logic Apps，除此之外還有第三個功能Azure Kubernetes Service(AKS)，它可以讓我們輕鬆部署及管理容器化應用程式。黃講師透過一連串的講解把這三個功能很好的在一堂課中解釋給我們聽，將它們化成一個完整的集合。雖然只有2小時但內容非常的豐富，受益匪淺。  
031	W11	206	77	  這周上課教了關於azure上的Kubernetes運用，介紹了Kubernetes在設計結構上定義了一系列的構建模塊，其目的是為了提供一個可以共同提供部署、維護和擴展應用程式的機制。組成Kubernetes的組件設計概念為鬆耦合和可擴展的，這樣可以使之滿足多種不同的工作負載。可擴展性在很大程度上由Kubernetes API提供，此API主要被作為擴展的內部組件以及Kubernetes上運行的容器來使用。同時也介紹了Microservices的概念，它是以專注於單一責任與功能的小型功能區塊 (Small Building Blocks) 為基礎，利用模組化的方式組合出複雜的大型應用程式，各功能區塊使用與語言無關 (Language- Independent/Language agnostic) 的 API 集相互通訊。  
033	W11	181	74	  今天的講師為我們介紹Docker ，他是一種軟體平台，可以快速地建立、測試和部署應用程式。Docker 將軟體封裝到名為容器的標準化單位，其中包含程式庫、系統工具、程式碼和執行時間等執行軟體所需的所有項目。使用 Docker，可以將應用程式快速地部署到各種環境並加以擴展，而且知道程式碼可以執行。Docker 透過提供執行程式碼的標準方法進行運作。  Docker 是容器的作業系統。與虛擬機器虛擬化伺服器硬體的方法相似，容器可虛擬化伺服器的作業系統。Docker 安裝在每部伺服器上，並提供簡單的命令，使用以建立、啟動或停止容器。  
034	W11	258	82	  今天上課內容對我幫助最大的我認為是(ACI)容器部署服務  因為我們當初專題視作網站，但就是當時還沒認識AZURE，也對部屬的概念不成熟，所以當時網站就沒部屬，今天上課後就可以完成之前專題未能完成的遺願！  How do containers work?    * Containers are basically highly configured processes.    * They leverage kernel features to isolate processes.Cgroups control the resources it can consume. ( cpu ,   memory, blkio , devices, net_prio , etc      * Namespaces control what the process can see. (net, mnt ,pid , user, ipc , etc      * The image format is used to move the root directory theprocess sees around with the container image.  What’s Docker?     The most popular container runtime!   You can start building applications, testing them in local   Docker environments on your computer and deploy the   same exact image to the cloud.  what’s a Dockerfile?   A text file that contains instructions for how to   build a Docker image. It's like a batch script, the   first line states the base image to begin with and   then follow the instructions to install required   programs, copy files and so on, until you get the   working environment you need.  So What’s a Build?   The action of building a container image based on the   information and context provided by its Dockerfile , plus   additional files in the folder where the image is built.  
035	W11	356	92	  ##  **快速交付、輕鬆操作、放心調整 完全受控的 Azure Kubernetes Service (AKS) 可讓您輕鬆部署及管理容器化應用程式。其提供無伺服器 Kubernetes、整合的持續整合與持續傳遞 (CI/CD) 體驗，以及企業級的安全性與治理。在單一平台集結您的開發與營運團隊，好整以暇地快速建置、提供及調整應用程式。**  ## **加速容器化應用程式開發就連最複雜的 Kubernetes 應用程式都能輕鬆定義、部署、偵錯及升級，還能自動將應用程式容器化。使用Dev Spaces，不必模擬相依性即可開發及測試微服務架構的應用程式。利用自動化的例行工作，將完整 CI/CD 管線新增到您的 AKS 叢集，而且只要按幾下就可以設定好 Canary 部署策略。有了深入追蹤部署的能力，就能及早偵測故障並將管線最佳化。您可以透過控制層遙測、記錄彙總及容器健情況了解環境的情況，這些都可在 Azure 入口網站存取，並會自動為 AKS 叢集設定**  ## **建基於企業級、更安全的基礎 只將經過驗證的映像部署到您的私人容器登錄，其隨附內建 Helm Chart 支援，再將該映項自動異地複寫到使用者附近的資料中心。使用虛擬網路及資源之間的原則驅動通訊路徑，協助保護您的 Kubernetes 工作負載。使用 Azure Active Directory，從叢集到容器，取得細微的 Kubernetes 資源身分識別與存取控制。跨多個叢集實行 Azure 原則中定義的規則。追蹤、驗證及重新設定節點、Pod 與容器映像，以符合敏捷做法。使用 Azure 資訊安全中心整合以獲得無可比擬的安全性管理、智慧型威脅偵測和可操作的合規性建議。**  ## ****  
036	W11	165	74	  聽完講師的說明後，我更可以使用完全受控且異地複寫之 OCI 發佈的執行個體，來建置、儲存、保護、掃描、複寫及管理容器映像和成品，使之可以簡化容器生命週期管理。並且能夠以快速且可調整的方式擷取容器工作負載。Azure Container Registry 會將私人 Docker 容器映像以及相關的內容格式，而且對於安全性的整合也具有很大的幫助，他可以確保我們從登錄中提取的內容是在節點上執行的內容。簽署您推送到登錄的容器映像，並設定映像取用者，以在提取時驗證映像完整性。因此我在將來會嘗試使用此產品來存放資料。  
037	W11	118	62	  這次上課覺得，好像這些講座課要實際學都可以開一堂課，雖然教得許多但實際學習到的都是一些皮毛的感覺。容器是一個新的概念，同樣也可以在Azure上做一些操作，與我們原本所想的手機app不一樣，是更大更深更廣的概念，我很好奇他們在公司裡都在做甚麼，才能有這些介紹，雖然也不是很能理解，但也算是讓我有所思考以及收穫。如果可以直接實作某一個介紹的感念並且深入的話，可能會更能了解azure這個雲端服務的目的。  
038	W11	124	64	  本週介紹了containers，在一開始講者介紹了為甚麼要選擇containers?其實現在的科技相當發達，在資訊產業的技術也變得很平易近人，要做同樣的事情都有相當多的管道可以選擇。每周都會介紹不同的東西，那為甚麼我們要選擇這個呢?我想講者提到一個很重要的東西，在不同的環境下我們皆可以使用containers這是一件很重要的，跨平台可能會是未來相當重要的一部分。我覺得講者的投影片相當簡單明瞭，containers顧名思義就是容器，在他的環境底下，我們將所開發的app整理起來分別放入不同的容器的當中，讓我們更方便使用和整理。  
039	W11	316	85	  這週講師介紹的是Azure Docker & ACI & AKS，講師從Containers是甚麼，還有為什麼要有Containers以及它的特性開始介紹，而後也比較了傳統VM跟Containers的差別，覺得講師由淺入深的解說，讓台下的我可以很容易地進入內容。  而聽了講師介紹Docker後，也了解到其優點很多，包括支援 Linux 和 Windows Server 容器、彈性支援微服務和傳統應用程式工作負載、整合式圖形化使用者介面管理和作業、細微的角色型存取控制 (RBAC)，並支援輕量型目錄存取協定 (LDAP) 與 Azure Active Directory 整合以及提供更安全的供應鏈之端對端安全性模型。  另外，Docker與Azure基礎結構深度整合，所以不需要進行其他設定即可取得原生基礎結構功能，也可以安全且方便管理的 Azure 網路和執行個體設定。課堂後半段講師也帶著我們實作，讓我更清楚要如何使用。  
040	W11	363	94	  講座心得   這周的演講邀請到的是黃承皓講師，這兩堂課的內容在講Azure Docker & ACI & AKS，這位講師之前已經有來演講過一次!這次的內容跟上次有明顯的不同，原本完全沒有聽過Docker & ACI & AKS這三樣，今天是第一次接觸到，講師說Docker的實作是把容器做一個標準化的檢驗，容器可以更完整的將成是交給客戶，而ACI是不需要管理虛擬機器而提供容器應用程式執行的服務，而且還能快速的啟動，AKS則是可以提供更簡單的部署, 管理還有操作介面。那這周也有實作的部分，我覺得稍微有點跟不上，因為步驟稍微有點複雜，但是還是有學到比較不一樣的新知，講師也都非常仔細解說!  
041	W11	367	95	  微軟的 Azure Kubernetes Servic 簡稱 AKS , 提供簡單的部署, 管理與操作介面, 具有幾個特點:  不必擔心升級與修正問題, AKS 提供自動更新與修正  具有高可用度與高可靠性  可以透過命令或 UI 簡單的調整擴充  具有自我修復能力  控管叢集的存取安全性      Azure Container Registry (ACR) 是可以用來儲存所有容器部署類型的映像, 使用 Docker Registry 管理與建立 Container Registry, 用以儲存管理私人的 docker container image.   主要提供整合的協調機制來集中管理容器化的應用程式, 包括 Kubernetes, Docker Swarm. 一方面透過 Azure 服務, 可以自動化建置, 執行與擴充應用程式.   可以做為發佈到 ACR 的持續整合的部署流程的一部分  
042	W11	369	96	  這週講的課程是Microservices – Docker & ACI & AKS，主要講的是利用Container來使應用程式現代化，然後介紹了跟Docker有關的東西，像是Dockerfile還有Azure Container Registry以及Azure Container Instance，然後接著也有實作了一連串程式。  我覺得這週的內容比較深入，也比較困難，這週很快就進入了實作的部分，雖然講師每一個步驟都很仔細清楚介紹和解釋，而指令也很清楚的解說這個指令的意思和為什麼這麼做，但是我覺得這週的比起前幾週課程都難的許多。  這禮拜實作的部分，比起之前課程實作對我來說困難了許多，有很多部分不太懂，雖然講師很仔細也很慢一步一步講解帶著做，但是我還是有點不懂，不過今天這堂課學得的東西很多，因為講師很仔細地講解每一段指令程式碼的意義和為什麼，然後也帶著我們做，讓我們知道呈現出來是長怎樣，所以我覺得這週的課程很充實。  
043	W11	370	96	  今天的主題是Azure Docker & ACI & AKS，主要圍繞在”容器”這件事情上，”容器”這個技術是最近這幾年才創通的，然而十幾年前就有在講Container這個概念，不過在Docker出現以前，不是一個很好的實作方式。而Container跟Docker這兩個並不是相等的，Docker的實作是將”容器”做一個標準化的檢驗。甚麼是”容器”技術，”容器”技術雖然與VM 都是虛擬化技術，但與傳統需要安裝作業系統的虛擬化技術不同，容器技術共用底層 OS 的做法，從 OS 層級的虛擬化轉為應用程式層級的虛擬化，這樣的轉變讓原本所需的資源大為降低、執行速度也快上許多。”容器”改變我們甚麼東西，”容器”通常在講做現代化應用程式，主要在於說打包的方式、部屬的方式，都與過去不一樣。  
045	W11	135	66	  這禮拜的講師在一開始稍微講解了container是什麼，然後講了一下container在微軟裡的優勢以及方便之處，然後就帶著我們建立一個server、virtual machine，接著給了我們一段程式碼，要我們依序著打上去，接下來我就不知道發生什麼事了，一個恍神過後，就只能看著隔壁同學操作，直到課程最後，我都無法理解做了什麼，只好摸摸鼻子自認後悔，後悔自己為甚麼要恍神，下次我會多注意自己的精神狀態的。  
046	W11	340	87	  今天講師是教有關於Microservices – Docker & ACI & AKS，這位講師的口氣較平，沒有陰陽頓挫難以讓人持續專心，ppt則是清楚明瞭。這項產品的主要功能主要特點是執行容器而不必管理伺服器在 Azure Container Instances (ACI) 中執行的工作負載，可讓使者專注於應用程式的設計與建置，而不必費心管理執行應用程式的基礎結構，而利用AKI可以建置以下的項目利用 AKS 彈性地迅速增加大量資源: ACI 提供快速且獨立的計算，可應付突然暴增的流量而不需要管理伺服器;事件導向的應用程式與 Azure Logic Apps: 結合 ACI 與 ACI Logic Apps 連接器、Azure 佇列和 Azure Functions，來建置可彈性相應放大隨選容器的強固基礎結構。利用 Azure Container Instances，使用者可執行能夠回應事件的複雜工作;資料處理作業。經過這堂課我更了解了微軟的這項產品。  
