seatno	assignment	score	grade	comment
014	W14	374	84	  今天是由李傑偉講師來上課，今天的主題是Azure IoT。一般在外面看到的IoT solutions通常都是資料分析跟機器學習，IoT基本上只在前端收集資料，真正的應用在資料收集完後怎麼利用資料分析作其他應用，Azure IoT是微軟的雲端服務的集合，這些服務用於連接、監視和控制很多項IoT。Azure IoT Edge 是內建於Azure IoT中樞且完全受控的服務。像影像識別的演算法判斷臉部辨識，相機解析度很高，上傳雲端的話，會很慢解析也很低，Azure IoT Edge藉由將特定工作負載移至網路邊緣，您的裝置就能以較少的時間與雲端通訊、更快速地回應本機變更，甚至能夠在長期離線的狀況下可靠地運作。  
015	W14	94	61	  今天講師介紹的是IOT，又稱物聯網，是網際網路、傳統電信網等的資訊承載體，讓所有能行使獨立功能的普通物體實現互聯互通的網路。IoT一般為無線網，而由於每個人周圍的裝置可以達到一千至五千個，所以IoT可能要包含500兆至一千兆個物體。在IoT上，每個人都可以應用電子標籤將真實的物體上網聯結，在IoT上都可以查出它們的具體位置。通過IoT可以用中心電腦對機器、裝置、人員進行集中管理、控制，也可以對家庭裝置、汽車進行遙控，以及搜尋位置、防止物品被盜等，類似自動化操控系統，同時透過收集這些小事物的資料，最後可以匯聚成巨量資料，包含重新設計道路以減少車禍、都市更新、災害預測與犯罪防治、流行病控制等等社會的重大改變，實現物和物相聯。  IoT將現實世界數位化，應用範圍十分廣泛。IoT拉近分散的資訊，統整物與物的數位資訊，IoT的應用領域主要包括以下方面：運輸和物流領域、工業製造、健康醫療領域範圍、智慧型環境領域、個人和社會領域等，具有十分廣闊的市場和應用前景。上完課之後讓我更了解整個物聯網的運作、操作等等。老師舉了很多實例，這樣可以加深我們的印象，也提供我們如果要做IOT的相關資訊及服務，覺得老師任很好獲益良多。  
016	W14	113	62	  VM需輸入container（容器）部署，container降低機碼、SDK、runtime的錯誤，增加效率；使用image從封裝到安裝要1-2天，使用container可以5-30分鐘完成（依設定而變），container可以在OS、裝置（無人機、工業用機器）、雲端運作，今天實作container。傳統vm跟container的差異，vm要先做虛擬化的設定才能開vm；container可直接使用OS就切出區塊，且可共用kernel（優點：不用分次update；缺點：一次update可能使惡意程式同時更新到各個區塊；但是container可以偷偷加虛擬化層，可能會增加運作成本，例如：時間多10秒）。在container中應用程式才是核心。Container包service跟應用程式，不太會去在意OS以及kernel。  
017	W14	373	84	Azure IoT Edge 是內建於 Azure IoT 中樞且完全受控的服務。部署您的雲端工作負載 (人工智慧、Azure 和協力廠商服務，或是您自己的商務邏輯)，以透過標準容器在物聯網 (IoT) 邊緣裝置上執行。藉由將特定工作負載移至網路邊緣，您的裝置就能以較少的時間與雲端通訊、更快速地回應本機變更，甚至能夠在長期離線的狀況下可靠地運作。不只能將所有資料先在Edge端預先處理，未來還能只針對重要關鍵資料進行回傳，藉此降低資料傳輸雲端往返而產生頻寬傳輸成本，也能夠幫助公司管理者更快下達決策。  
018	W14	182	73	  今日的演講主題是Azure IoT Solutions，演講者不只為我們介紹了微軟的IoT，還教我們如何應用，如果想運用還可以使用GitHub的資源，感覺今日的演講主題很龐大，所以並不能做很細微的解說，不過演講者依然盡其所能的介紹，這週也聽到了很多沒聽過的專有名詞，雖然不能很了解一些軟體的作用，但至少有些初步的了解，今日的演講者讓人感覺他懂得很多東西，很多東西都可以快速流利的講解，即使講解的層面感覺有點難度，和以往演講者講解有點不太一樣，但能讓我感受到他的專業。  
019	W14	368	83	  這次的講師為我們介紹了什麼是IoT Hub 、 IoT Edge 和 IoT。也教我們使用Azure機器學習和IoT Edge的端到端解決方案引導我們使用從雲中的IoT設備收集的數據訓練機器學習模型，將該模型部署到IoT Edge，並定期維護和完善該模型。大概的步驟是: 1.收集培訓數據：該過程從收集培訓數據開始。在某些情況下，數據已經被收集並且可以在數據庫中或以數據文件的形式使用。2.準備數據:在大多數情況下，從設備和傳感器收集的原始數據將需要為機器學習做準備。3.建立機器學習模型。基於準備的數據，我們現在可以嘗試使用不同的機器學習算法和參數化來訓練模型並將結果相互比較。4.部署模型。一旦有了滿足我們成功標準的模型，便可以進行部署。這涉及將模型包裝到Web服務應用程序中，該應用程序可以使用REST調用饋入數據並返回分析結果。5.維護和完善模型。一旦部署了模型，我們的工作就不會完成。在許多情況下，我們希望繼續收集數據並將其定期上傳到雲中。然後，我們可以使用這些數據來重新訓練和完善我們的模型，然後可以將其重新部署到IoT Edge。  這些感覺簡單實際上要重原理到實作要花很多時間講解，也因為有這堂課讓我學習到很多知識。  
020	W14	127	64	  這次的講師所帶來的演講為IoT的介紹以及實際應用，那這位講師與前幾次的講師們不太一樣的是，李講師一開始很快地就直接切入主題前半部講述IoT後半部操作Azure上的產品，中間並沒有多穿插些其他如個人職場經驗分享或是一些建議等等的內容，所以這次真的是上了滿滿兩堂的演講課，那也因為畢竟講師前面講解得很完善，投影片內容也相當扎實，因此接著後半部的實作部分自己本身也比較能跟得上講師的速度，不像前幾堂課小閃神就會跟不上，整堂課上下來也是收穫滿滿，更加理解IoT的應用。  
021	W14	388	86	  李講師介紹Azure 平台的IOT與blockchain  Azure IoT Edge/Azure Sphere (可安全連網的邊緣設備，含MCU硬體、客製化Linux軟體)  Paas: Azure IoT Accelerator (可添加公司邏輯): Remote monitoring, predictive maintenance, connected factory, device simulation  Saas: Azure Iot Central (固定儀表板畫面): Build, operate  Azure IoT Hub: (雙向連接窗口) Modbus/LoRa Protocol Converter  
022	W14	195	75	  今天介紹的是Azure IoT Solution，雲端服務是現在的大趨勢，它的使用彈性及能夠節省設備成本特性替許多公私企業節省許多資源，將資源投入更多在自身的服務上。因此許多網路公司開始陸續提供，像是AWS以及本堂課程的Azure，因此這堂課相當重要。  
023	W14	223	77	  Power BI是一種數據分析及分享data Insight的工具，屬於OFFICE 365軟件之一。Power BI的優點在於，用戶可以簡易地將數據轉成圖表，亦可以將分析結果的Dashboard分享給其他用戶，簡化了以往拼圖拼報告的時間，讓用戶能夠投放更多時間於分析中。不單止能把數據上載，更可以連接其他數據庫，直接抽取數據進行分析。在高級的版本中，更可以進行實況分析(Live analytics)，圖表會隨著實況更改，常用於IoT。透過可從個人擴展為整個組織規模的分析平台，來降低多個解決方案的成本、複雜度和安全性風險。使用數百種資料視覺效果、內建 AI 功能、緊密的 Excel 整合以及預建與自訂資料連接器，來尋找並共用有意義的見解。取得領先的敏感度分類和資料外洩防護功能，確保資料即使在匯出時，也能夠保持安全並符合規範。  
024	W14	420	97	  Azure IoT 是適合所有人的 IoT  Azure IoT 立基於數十載的 Microsoft 企業經驗，且設計為所有組織皆可採用。  不論您是大型企業或中小型企業、是否有合作夥伴，Azure IoT 都能提供您需要的所有裝置、工具、資料分析和安全性功能，來協助您達成 IoT 目標。  隨時可用  解決方案加速器可立即在示範或生產環境中運作  開啟  使用我們的開放原始碼程式碼基底，作為您設計之解決方案的基礎  可靠  利用經實證的結構和經完整測試的程式碼基底，以達到最大的運作時間  可自訂的  根據您獨特的商務需求量身打造解決方案，並視需要擴充  
025	W14	402	88	  Microsoft與其雲端服務有關的方案多會冠上Azure一詞，例如其物聯網雲端服務稱為Azure IoT，其中又包含了Azure IoT Hub、Azure IoT、Azure IoT Edge、Azure IoT Central、Azure IoT Suite等。  要使用 Azure IoT Edge 之前，必須在 Microsoft Azure 上建立一個 S1 等級以上的 Azure IoT Hub，所有要與 Azure IoT Hub 連接的裝置都必須在 IoT Hub 上註冊裝置識別。  
026	W14	397	87	  今天李講師主要跟我們講解了物聯網的概念與應用Azure IoT的中樞可以在我們的 IoT 應用程式與其所管理裝置之間進行高度安全兼可靠的通訊。Azure IoT 中樞提供雲端託管解決方案後端，幾乎可連線到任何裝置。我們可以利用個別裝置驗證、內建裝置管理和可調整佈建，將解決方案從雲端擴展到邊緣。Azure IoT讓企業和產業能夠透過物聯網 (IoT) 形塑未來。實現理想。基本上現在所有產業中的組織都在使用 Azure IoT，利用 AI 機器學習快速處理各種 IoT 裝置的大量資料，來開發新的企業營運、改善產能並減少浪費。  
027	W14	191	75	  目前在雲端市場上最具份量的業者，除了Amazon的AWS（Amazon Web Services）外，就是Microsoft的Azure與Google的GCP（Google Cloud Platform）或稱Google Cloud，更次則為IBM Cloud。Azure Sphere是由三部分所構成，一個是微控制器晶片（MCU）、一個是在微控制器晶片上執行的嵌入式作業系統（OS），還有一個是與之對應的雲端服務。真正與Android Things、a：FreeRTOS對應抗衡的是Azure Sphere OS。Azure Sphere支援的通訊協定，就目前所知，似乎僅支援Wi- Fi一類，然而多數的物聯網作業系統為了加速普及化，多半廣泛支援多種通訊協定，即便是Apple的HomeKit都支援Wi- Fi與藍牙（Bluetooth）兩類。因此，Azure Sphere仍在很前期的發展階段，講究的是三環節的完整串連，各環節的發展都很初步，未來才可能擴展延伸強化。  
028	W14	161	69	  今天的講師講的是ioT(internet of things)中文是互聯網，是近期很紅的一個議題跟技術，簡單來說就是將所有東西都連上網路，像是冰箱阿體重機等等，但互聯網的資安就很重要了，因為pc可以裝防毒軟體，但這些things要怎麼裝防毒軟體，如果被駭客入侵該如何是好，這是目前很大的一個問題，剛剛講師還提了azure map，他沒提我還真是不知道原來微軟也有map呢，但她說恨多人都說google比較好用。  
029	W14	417	95	  建立Azure IoT Hub時，可以進行的設定主要有兩個，[IoT Hub單位]代表Hub的數量，若是裝置越多，則Hub的數量需要增加才能應付更多的裝置同時的連線，[裝置到雲端的磁碟分割]代表訊息送到IoT Hub後，存放訊息的磁碟分割數量，若是訊息量越大，則磁碟分割的數量也越大越好，資料的存取效能上會較佳。  建立好Azure IoT Hub之後，進入到Azure IoT Hub的設定中，查看[存取共用原則]的內容，在[存取共用原則]的設定中預設會有5個不同的角色，分別是iothubowner、service、device、registryRead與registryWrite。這5個角色的權限是不一樣的，所以可以在Client端裝置傳訊、註冊以及後端管理上，使用不同的權限角色進行連線的操作。  透過這樣的方式，可以看到訊息已經推送至Azure IoT Hub，包含裝置也註冊在Azure IoT Hub裡。在Azure IoT Hub的資訊頁面上也可以看到有裝置與訊息被推送進去  微軟同時也在這個GitHub上放了一些管理Azure IoT Hub的工具，在tools的資料夾下有名為DeviceExplorer的專案，開啟後編譯得到的執行檔，可以透過這個執行程式查看目前已經註冊的裝置資訊，使用起來非常的方便與清楚明瞭。  
030	W14	187	74	  今天很高興能聽到李傑偉講師來跟我們分享很多跟IOT有關的東西，講師大概跟我們介紹了Azure的IoT Hub、IoT Edge與IoT等相關服務。另外，在跟我們介紹IoT世界的同時，我自己比較有興趣的是講師提到的IoT資訊安全的問題，他有舉拉斯維加斯的IoT攝影機被入侵，導致客戶資料外洩等事件。  第二節課的時候，講師有跟我們講一些比較實作的東西，在講IoT Edge的時候，有跟我們說看你今天的OS是甚麼來決定你的run time要用什麼等，最後在總結的時候也多講了很多跟IoT相關的東西，真的從講師身上看到很多新奇的東西，希望未來還能再聽這類的課。  
031	W14	170	71	  這次的講座講到一些關於azure的的iot hub的相關概念，其中也有介紹像是Device Simulation的相關概念。模擬物聯網設備及其將遙測發送到雲端的方式，並且很容易集結到測試的任何解決方案中。設備仿真可以輕鬆地首次配置IoT中心，或添加自己的現有中心。而像是遠程監控這種從多個遠程設備連接，控制並收集遙測的方式，能使用遠程監控儀表板查看所連接設備的遙測，配置新設備或升級固件。在地圖上使用可視化模擬的設備，並提通提醒。使用此解決方案加速器作為學習工具也是一個不錯的方法。  
032	W14	435	100	  今天介紹了Azure IoT Solutions中的IoT Hub、IoT Edge。Azure IoT Edge 是內建於 Azure IoT 中樞且完全受控的服務。可以部署雲端工作負載 (人工智慧、Azure 和協力廠商服務，或是自己的商務邏輯)，以透過標準容器在物聯網 (IoT) 邊緣裝置上執行。藉由將特定工作負載移至網路邊緣，使用者的裝置就能以較少的時間與雲端通訊、更快速地回應本機變更，甚至能夠在長期離線的狀況下可靠地運作。而IoT Hub可在我自己創造的 IoT 應用程式與其所管理裝置之間進行高度安全兼可靠的通訊。Azure IoT 中樞提供雲端託管解決方案後端，幾乎可連線到任何裝置。這服務讓我們可以利用個別裝置驗證、內建裝置管理和可調整佈建，將解決方案從雲端擴展到邊緣。  
033	W14	129	64	  今天的講師為大家提到微軟AZURE所提供的IoT Solution，提供雲端託管解決方案後端，幾乎可連線到任何裝置。也可以利用個別裝置驗證、內建裝置管理和可調整佈建。  當中有提供很多MICROSERVICES，都是可以被分別拆開的個別婦誤，來影響他們的產品開發週期。當使用的量加大時，可以管理DEVICES或增加服務。  IoT Central，是提供給台灣中小型企業，這些企業都是買大廠淘汰下來的前一代生產設備，這些設備可能保有智慧管理功能，但企業沒有能力與資金可以帶入SMART系統的監控與操作設備，所以企業可以透過IoT Central進行管理。  
035	W14	318	80	  Azure IoT Edge 將雲端分析和自訂商務邏輯移至裝置，讓您的組織可以專注於商業洞見而非資料管理。Azure IoT Edge moves cloud analytics and custom business logic to devices so that your organization can focus on business insights instead of data management. 將您的商務邏輯封裝到標準容器中，以擴充您的 IoT 解決方案，然後將這些容器部署到任何裝置，並從雲端進行全面監視。Scale out your IoT solution by packaging your business logic into standard containers, then you can deploy those containers to any of your devices and monitor it all from the cloud.  進行分析可促進 IoT 解決方案的商務價值，但並非所有分析都必須在雲端進行。Analytics drives business value in IoT solutions, but not all analytics needs to be in the cloud. 如果您希望盡快回應緊急事件，可以在邊緣執行異常偵測工作負載。If you want to respond to emergencies as quickly as possible, you can run anomaly detection workloads at the edge. 如果您想要降低頻寬成本，並避免傳送數 TB 的原始資料，您可以在本機清除和彙總資料，然後只將見解傳送至雲端進行分析。If you want to reduce bandwidth costs and avoid transferring terabytes of raw data, you can clean and aggregate the data locally then only send the insights to the cloud for analysis.  Azure IoT Edge 是由三個元件組成：Azure IoT Edge is made up of three components:    * **IoT Edge 模組** 是執行 Azure 服務、第三方服務或自有程式碼的容器。 **IoT Edge modules** are containers that run Azure services, third-party services, or your own code. 這類模組會部署到 IoT Edge 裝置，並在這些裝置本機上執行。Modules are deployed to IoT Edge devices and execute locally on those devices.   * **IoT Edge 執行階段** 會在每個 IoT Edge 裝置上執行，並管理部署到每個裝置的模組。The **IoT Edge runtime** runs on each IoT Edge device and manages the modules deployed to each device.   * **雲端式介面** 可讓您在遠端監視及管理 IoT Edge 裝置。   * IoT Edge 模組是執行的單位，實作為 Docker 相容容器，可在終端執行您的商務邏輯。IoT Edge modules are units of execution, implemented as Docker compatible containers, that run your business logic at the edge. 您可以將多個模組設定為彼此通訊，並建立資料處理的管道。Multiple modules can be configured to communicate with each other, creating a pipeline of data processing. 您可以開發自訂模組，或將特定 Azure 服務封裝為可離線和在終端提供深入解析的模組。   * Azure IoT Edge 可讓您部署複雜的事件處理、機器學習、影像辨識和其他高價值的 AI，而不需要在公司內部另外撰寫。Azure IoT Edge allows you to deploy complex event processing, machine learning, image recognition, and other high value AI without writing it in-house. Azure 服務 (例如 Azure Functions、Azure Stream Analytics 和 Azure Machine Learning) 全都可以透過 Azure IoT Edge 在內部部署環境執行。Azure services like Azure Functions, Azure Stream Analytics, and Azure Machine Learning can all be run on-premises via Azure IoT Edge. 然而，您不限於使用 Azure 服務。You’re not limited to Azure services, though. 任何人都能夠建立 AI 模組，並透過 Azure Marketplace 供社群使用。Anyone is able to create AI modules and make them available to the community for use through the Azure Marketplace.   * 當您要將自己的程式碼部署到裝置時，Azure IoT Edge 也支援該功能。When you want to deploy your own code to your devices, Azure IoT Edge supports that, too. Azure IoT Edge 採用與其他 Azure IoT 服務相同的程式設計模型。Azure IoT Edge holds to the same programming model as the other Azure IoT services. 您可以在裝置上或雲端中執行相同的程式碼。You can run the same code on a device or in the cloud. Azure IoT Edge 支援 Linux 和 Windows，因此您可以在您所選的平台撰寫程式碼。Azure IoT Edge supports both Linux and Windows so you can code to the platform of your choice. 它可支援 Java、.NET Core 2.0、Node.js、C 及 Python，所以您的開發人員可以用他們已知的語言撰寫程式碼，並使用現有的商務邏輯。   * 數百萬個 IoT 裝置通常屬於不同的製造商和型號或分散各地，因此很難管理其軟體生命週期。It's difficult to manage the software life cycle for millions of IoT devices that are often different makes and models or geographically scattered. 系統會針對特定類型的裝置建立和設定工作負載、將其部署到您所有的裝置，並且進行監視以攔截任何異常裝置。Workloads are created and configured for a particular type of device, deployed to all of your devices, and monitored to catch any misbehaving devices. 這些活動無法逐一為裝置進行，而必須大規模進行。These activities can’t be done on a per device basis and must be done at scale.    * Azure IoT Edge 能夠與 Azure IoT 解決方案加速器緊密整合，以針對您的解決方案需求提供一個控制平面。Azure IoT Edge integrates seamlessly with Azure IoT solution accelerators to provide one control plane for your solution’s needs. 雲端服務可讓您：Cloud services allow you to:      * 建立並設定要在特定類型的裝置上執行的工作負載。Create and configure a workload to be run on a specific type of device.     * 將工作負載傳送到一組裝置。Send a workload to a set of devices.     * 監視在現場裝置上執行的工作負載。  
036	W14	423	97	  聽完李傑偉講師的分享後，我對於IoT 解決方案加速器以及 IoT Edge有更深的了解，Azure IoT Edge 是內建於 Azure IoT 中樞且完全受控的服務。部署我們的雲端工作負載 (例如人工智慧、Azure 和協力廠商服務，或是我自己的商務邏輯)，以透過標準容器在物聯網 (IoT) 邊緣裝置上執行。藉由將特定工作負載移至網路邊緣，這樣子我們的裝置就能以較少的時間與雲端通訊、更快速地回應本機變更，甚至能夠在長期離線的狀況下可靠地運作。更重要的是IoT 解決方案加速器，它是完整且可立即部署的 IoT 解決方案，可讓我們實作常見的 IoT 案例。當我們部署解決方案加速器時，這個部署中會包含所有必要的雲端式服務以及任何必要的應用程式程式碼，因此是非常好用的一個服務。  
037	W14	170	71	  IOT隨著時代進步，感應器變得越來越便宜，另外網路的延遲也更小，更能做及時反映，物聯網正在快速崛起。這次講師所說的一些IOT工具都有辦法讓IOT變得更加好用。其實在2010的時候，物聯網就已經討論得轟轟烈烈，但發展到如今的地步真的實屬不易。上課上到後期之後，每一次的講師還是會帶來不同的感覺，每一次都有很特別的工具和服務，在此也非常佩服微軟不愧是世界前十大公司，海量的資訊分析，讓能夠分析這些資訊的公司快速崛起，希望自己將來有一天也能在這其中工作。  
038	W14	134	65	  這周終於講到期待已久的Azure IOT，因為專題的部份讓我們對於IOT相當有感，也一直在想能如何更精進，新增更多功能在我們的互動式智能植栽上。當然就Azure來說，他們能做的事情相當的廣大，範圍也非常的大，而Azure IOT跟我所預期的其實有點落差，Azure IOT非常智慧與現成，就思考後我覺得應該可以結合在數據分析上，因為他是使用SAS技術的，而數據分析也的確是我們的弱點。若能將我們蒐集起來的生長狀態，結合目前的天氣狀況，和植物最終狀態做分析，一定能更精準的對植物下指令，增加存活率。  
039	W14	350	81	  這禮拜講座的主題是Azure IoT Solutions，前半部講師先介紹IoT有哪些服務，後半部則是實作應用的部分，在前半部介紹IoT的各項服務時，講師同時舉了很多例子，讓我們更容易了解究竟是在做什麼以及運用在哪裡。  一開始講師先介紹IoT Edge，微軟在IoT Edge端還是多運用在軟體的運用上，而IoT Edge可用來分析 IoT 裝置上的資料 ，並非雲端中的資料。藉由將部分工作負載移到邊緣裝置，就只需將較少的訊息傳送至雲端。其中介紹內容讓我印象深刻的應用是，以往電力公司的電機都要經常靠人力去維修維護，而現在是以predictive，而微軟更進一步使用Hololens，實境跟虛擬的影像做結合，讓人員可以直接知道哪裡需要維修。    這禮拜認識了很多Azure IoT的服務，也聽了很多其服務之應用，覺得微軟在IoT這部分發展的非常完善，可用的服務也是非常的多。  
041	W14	373	84	  Azure IoT Edge 將雲端分析和自訂商務邏輯移至裝置，讓組織可以專注於商業洞見而非資料管理。 將商務邏輯封裝到標準容器中，以擴充 IoT 解決方案，然後將這些容器部署到任何裝置，並從雲端進行全面監視  edge還可以部署複雜的事件處理、機器學習、影像辨識和其他高價值的 AI，而不需要在公司內部另外撰寫。  功能強大而且豐富。  edge可以做到以下幾件事  建立並設定要在特定類型的裝置上執行的工作負載。  將工作負載傳送到一組裝置。  監視在現場裝置上執行的工作負載。  
042	W14	398	87	  這周課程主要講的是Azure IoT Solution，重點在於講解如何利用現有平台快速的收集資料和利用所收集的資料來去分析做運用，IoT技術也就是所熟悉的的物聯網，利用網路讓所有能行使獨立功能的普通物體實現互聯互通的網路。  而今日所講的課程是Azure IoT 的服務，也跟我們講了一些例子，他說IoT不能客製化。今日講師也有十座議點Azure IoT的服務給我們看，我覺得有點麻煩但是很有趣。聽完今日的課程，我覺得IoT是很重要的一門課，IoT是現今科技發展趨勢，是資訊業需要知道了解的一項技術，所以我覺得今日這門課非常有用。  
