seatno	assignment	score	grade	comment
011	W04	208	81	  這次的講師在上課前，跟我們簡單分享了一下他的心路歷程，他認為勇於面對挑戰，克服困難的心態在職場上能發揮出非常強大的作用。對此我感到非常認同，同時也意識到這方面我還需要更加努力。  這次的上課內容，是有關如何開啟一個web APP，並且介紹該怎麼使用以及web app能帶來什麼好處。經過這次上課雖然還不是很了解web app確切的用法，只知道大概是一個可以簡化並提供網站相關服務的功能。但是，回朔到幾個禮拜前，那時我還不清楚Azure的功用，對Azure仍然一無所知，現在至少慢慢知道Azure在幹嘛了，以及透過課堂學習慢慢了解到裡面的功能，雖然不能說對每一個功能都聊若指掌，但至少有個概念了。  
012	W04	147	62	  在這堂課企業雲端應用趨勢與實務中，今天10月1日邀請到微軟的黃慧兒講師進行演講，延續上次的Azure的介紹，其中了解到，使用者的使用者情境以及使用者需求，App Services的功能也能運用在手機上，讓你想使用的model也都能在Azure做使用，function所需管理的事情減少，以更專注的優勢讓你能做你的事，若不滿預期，也能用靜態加速服務，若有跨職業的使用者也能做設定，諸多功能的使用都帶領我們能更完整的運用它，而微軟的訂價雖高，但是在學生方面有提供學生帳戶，雲端的概念就是，微軟有很多資料中心能夠做處理，在世界各地也都有，雖有些公司偏向使用google。因法律上的緣故，而香港和東南亞的資料中心是台灣地區的首選。再來也有實做的部分，讓我們在探討微軟能Azure更快入手。  
013	W04	209	82	  今天講師的ppt相當簡潔，用一句話表示，並以口語方式生動地將其中意義傳達給我們，ppt有時放太多文字會讓人提不起興趣觀看，這次講師的ppt就不會有這種問題，雖然這次講師沒用麥克風，對於坐在後面的同學來說會聽得比較吃力。  講師講到了，若要開發網頁可以在app services裡依照自己習慣的程式語言做選擇，azure支援的程式語言相當廣泛不用擔心無法應用，其中也教予我們該怎麼將自己的專案串聯到azure上面，有好幾種微軟的帳號api可供選擇。  專案流量的控管對於我們開發來說也是相當重要的，在azure中也有提供相關的功能。雖然這樣光聽講師描述實在很沒有實感，但是我知道我們開發時會需要很多資源，經過講師介紹之後，就能夠讓未來自己開發時多一種選擇。  
014	W04	205	80	  今天是請到超級漂亮的黃慧兒顧問，在微軟工作一年，負責的區塊是Azure，也是資管系畢業，她說到她對每件事情都非常認真，尤其是報告，希望能呈現最好的，在團隊裡面是以團隊為中心出發，說到這個因為剛經歷完專題，所以對這個非常多感觸阿!  之後介紹如果想簡單架設一個網站，不想額外買機器、不想管理、不想定期更新機器，只是想單純放應用程式到伺服器上，可以使用azure app service，它支援的語言有python、java、Node…等，當有上千個人進入你的網站，app service可以提供自動化擴展底層機器，不像以前架伺服器，要架很多台還要導流的服務，azure app service直接用點選的方式來選擇流量達到多少人時會自動幫你擴展。azure app service好方便呀!  
015	W04	225	90	  這星期的講師在一開始上課就幫我們心靈開導，要我們好好面對問題並解決問題，在任何時候都要學習，不要逃避問題。我覺得相當有道理，雖然我之前就聽過類似的話了，哈哈，覺得滿受用的，所以就有記在心裡時刻提醒自己。  這週的座位在比較後面，講師好像沒有控制好麥克風的距離，導致我們聽的都不是太清楚，當然也有可能是麥克風聲音太小聲，希望下週可以坐在比較適中的位子，這樣才能方便學習，不會聽得太吃力。  這週學的是Azure App Service，是一個可讓我們以所選程式設計語言來建置及裝載 Web 應用程式、行動裝置後端以及 RESTful API，無需管理基礎結構。 它提供自動調整及高度可用性，支援 Windows 和 Linux，並可從 GitHub、Azure DevOps 或任何 Git 存放庫啟用自動部署。 了解如何透過我們的快速入門、教學課程和範例使用 Azure App Service。  這週也是有些實作的內容，我覺得相當受用，希望未來可以多加利用這些資源。  
016	W04	238	96	  這禮拜的講師也很活潑，但是覺得講師跟講師之間的交接沒有很好。   今天也是介紹Azure的服務，覺得Azure真的很方便，可以不用兼顧程式語言，相容性比較高，支援的語言很多種。而且也有在改進新的技術，也做出很多問題處理，例如管理網路流量等都可以在微軟內部底層自動處理，方便管理。同時Azure的服務，還提供流量監控功能，當需求量變多的時候，設備減少使用，增多的時候再多加機器，可以有效減少成本支出。也可以利用img檔將自己想使用的軟體傳到VM內使用。  
017	W04	179	68	  大概介紹微軟的服務IaaS，PaaS(不用去管windows版本的更新阿去執行python java) Saas(像是word Excel PPT)。Azure App Services提供快速且簡單操作的雲端環境，讓您可以佈署您的網站或行動應用程式支援 Windows 與 Linux 作業系統，支援多種程式語言與其框架，包含 .NET, .NET Core, Java, Ruby, Node.js, PHP, or Python,Docker，有助於提高開發者的生產力。例如講師有提到訂票系統平時可能沒什麼在使用，但當要搶票時，就可能需要5台才能應付，但對於平時只需一台那其他四台就會閒置，而App Services就能滿足他們的需求。透過Azure App Services不必去擔心網路，環境怎麼架等等，只要專心寫程式。  
018	W04	231	91	  今天的課程介紹了APP Service，講師還帶領我們開啟APP Service的服務，其中有項功能令我特別印象深刻，就是Scale Up，它專門用來解決流量爆發的問題，我之所以會對這個功能感興趣是因為我有過無數次的搶票經驗，但礙於網站流量的問題，往往看著圈圈一直跑，從來沒有進入過結帳頁面過，雖然我還沒有親眼見識過Scale Up的實際作用，但感覺會是個特別強大的功用，讓我能順利進入購票結帳頁面。  今日的課程內容讓我特別有感觸，因為前幾節課的虛擬機器、認知服務以前從未接觸過，沒有很了解，但今天的APP Service就不一樣了，因為三年級時的網路程式設計和資料庫課程期末作業都要設計一個網頁，知道設計過程的艱辛，所以今天在聽了介紹之後，才知道竟然有如此方便的方法就能架設網站，特別的驚豔。  
019	W04	250	99	  這周的講師一開始用大家都容易懂的情境讓大家能快速地進入狀況，講了如何架設網站到幫大家簡單複習前幾周的一些服務laas(基礎建設及服務)、Paas(平台及服務)、SaaS(軟體及服務)，像是向雲端服務廠商租用服務就不需要自己去維護機器本身只需要知道自己是需要windows還是linux的機器就好了。  PaaS則連windows還是linux都不需要管，只需要知道自己的應用程式就好，而Saas則連應用程式用什麼開發都不需要知道只需要應用就好。  在介紹Azure Web Services過程中也介紹了許多我們會遇到的問題，像想要有自己的URL，要如何部屬自己的應用程式等等…許多問題並藉由問題帶到觀念順案解決問題使我們更容易以解，也更加知道Azure Web Services的功能在幫我們總理後跟前幾節課一樣實際操作給我們看使我們收穫良多。  
020	W04	246	98	  這次的講師也是相當的年輕，而一開始前導的PPT內容相當風趣，很快地就能專注在講師的PPT上，也利於後續主講內容的聆聽，那一開始講師概述了雲端運算服務的架構，從IaaS、PaaS到SaaS各自都簡單扼要的介紹，介紹完後就是回到微軟Azure的產品－App Service。   這項產品也是包含了相當多樣的服務，講師也是概略了比較常用或重要的服務，其中特別提到的是快速部屬應用程式以及站台的部分，對於自己來說相當有興趣，因為畢業專題是製作網站，那在製作專題期間系上是有與AWS合作，讓我們能以他們的雲端平台架設我們建置的成果， 可惜當時不熟悉AWS操作以至於沒有成功架上去，那這次有機會接觸到微軟的雲端平台軟體服務，也有資源可以使用，聽了這次的演講後可以試著操去作架站看看！  
021	W04	209	82	  今天這個講師聽下來，其實我最有印象的是app service，app service是什麼呢？app service看似很符合我們的需求，實際上她可以讓我們快速去部署網站、應用程式等，那支援的語言有.NET、Node.js、java、python、PHP，是一個很好用的程式。我覺得每個禮拜收穫不用多，至少一樣就好，每個禮拜認識一樣新東西，一個月就四樣了，一年就48樣綽綽有餘，每個禮拜都可以增加自己我覺得很好，也很喜歡這禮拜的講師，講的很棒！  
022	W04	202	80	  今天來的講師一樣非常年輕漂亮，又在微軟工作，如此美麗能幹的女性真的令人忍不住敬佩，也是讓人想學習的目標對象。  今天講解到的是Azure App Service，Azure App Service 可以透過自己選擇較熟悉的語言來作web開發、行動裝置後端以及 RESTful API，不需要有管理基礎結構。它能提供自動調整以及高度的可用性，支援 Windows 和 Linux，還可以從 GitHub、Azure DevOps 或任何 Git 存放庫啟用自動部署。講師一樣是一步一步從最基本的介紹，到實際的操作講解，透過這樣的實作方式總是能讓人更了解到要如何使用。  
023	W04	210	83	  這次的上課內容講師為我們講解了Azure App Service這項服務，講師先是為我們介紹了AzureApp服務內容， Azure App Service是可讓你以所選程式設計語言來建置及裝載 Web 應用程式、行動裝置後端以及 RESTful API，無需管理基礎結構。 它提供自動調整及高度可用性，支援 Windows 和 Linux，並可從 GitHub、Azure DevOps 或任何 Git 存放庫啟用自動部署。 透過老師的示範，我們了解了Azure Web該如何創建，講師帶領我們初步的架設，安裝設定所需要撰寫開發用的語言，設定雲端資料中心的位置，再到實際的功能操作。經過這堂課程，我也對如何使用Azure app也有了更多的了解。  
024	W04	196	77	  每次老師都很認真在教導我們Azure 的各項功能，這次讓我們部屬一個網站在azure app service 上面，除了windows的os之外，linux也能被支援，也能客製化domain及url，也可以透過visual studio運作我的程式碼或是傳git上去，azure app service 也能提供我們除錯還有很多基本架構上的服務，讓我們更能應使用及架設，application inside蒐集使用者數據，app service也能跑我的手機app 及api，是一個很方便的功能。上次申請完azure帳號之後，也發現越來越多功能可以在azure上使用，是一個非常實用的東西，這堂課依然讓我獲益良多。  
025	W04	127	61	  這次的講師也是一個女生講師，好像在這方面女生也越來越多了，這次講課的內容跟上次差不多，也是在教我們如何操作和運用，這次講的東西比較多一點，在學習上面也比較需要花一點時間去了解。現在學習這方面的女生不比男生差了，以前總認為男生在學習這方面比較快也比較好，但是時代越來越進步，女生也可以學習後，發現其實有很多的女生都是很有能力的，成為公司中的高級主管或是創建公司的老闆。我相信在之後的資訊時代也會越來越多不同種的知識需要不斷更新，不斷學習。  
026	W04	236	94	  黃講師今天跟我們分享了她以前的求學經歷，其實聽起來好像跟我們如出一轍，我一直以為能夠在微軟工作的人一定都不普通，今天才發現好像不一定是這麼回事，普通人也能物盡其用，不一定事事都要爭第一，也讓我覺得講師更平易近人。今天黃講師在Azure平台教了我們如何建置Web應用程式，儘管我覺得上禮拜教的虛擬機器更酷一點，但是這次教的也是實用的功能，這次跟著講師操作感覺也挺容易的，但是要是一個人去實作的話可能又是另一回事了。  
027	W04	199	78	  Azure Web App，連結 Azure SQL 快速地將網站成品呈現給客戶並進行測試。雖然需要稍微地修改程式，但價格不貴又不需要維護主機，Azure App Service 為一種平台服務 (Platform-as-a-service, Paas)，提供快速且簡單操作的雲端環境，可以網站或行動應用程式，伺服器與架構的問題Azure通通處理好了，只需要專心於建置與佈署工作，App Service 支援 Windows 與 Linux 作業系統，開發者可以透過 Web App For Containers 使用自己的 containers。 App Service 支援多種程式語言與其框架，包含 .NET, .NET Core, Java, Ruby, Node.js, PHP, or Python。除此之外，開發人員能透過 App Service ，與目前現有的框架與持續整合工具進行整合，有助於提高開發者的生產力。  
028	W04	156	62	  今天的講師是黃慧兒老師，是微軟技術中心部門的，很漂亮很年輕，黃老師上課很有趣，PPT上都有一些可愛的顏文字或是gif圖，很引人注目，今天主要教的是架網頁伺服器，教我們用web應用程式這個功能，有點複雜不過還可以，老師說如果以後履歷可以直接寫一個網頁，感覺以後就會用的到，要好好學，希望以後可以跟他一樣厲害，感覺老師們用Azure都是用英文版，英文真的要學好才可以，不然用中文版真的有點卡卡的，翻譯有些翻得不是很精準，會看不懂。  
029	W04	233	92	  講師黃慧兒  當我們要存放資料等等若是CPU、RAM 不夠用，此時我們就可以利用雲端來做存取，也是這一堂課的重點。  談論可以向主機大盤商來租用服務，主要服務分為IaaS（基礎建設即服務，譬如主機）、PaaS（平台即服務）、SaaS（軟體即服務：譬如Word、Excel）。  而 **Azure** **App Service** 是在管理完善的平台上快速建置、部署與擴展 Web 應用程式，它們使用部署在容器中或在作業系統上執行的熱門架構建立而成，如 .NET、.NET Core、Node.js、Java、PHP、Ruby 或 Python。使用管理完善的平台控管運維和監視工作，從而達到嚴格的企業級效能、安全性與合規性需求。  
030	W04	236	95	  今天很高興能聽到黃慧兒講師跟我們分享，慧兒講師從大學專題開始跟我們分享她的心路歷程與她所擁有的態度跟毅力，也跟我們分享進微軟雖然有個門檻但只要有心跟堅持就能完成，再來就是進入Azure的部分了，今天向我們介紹的是IaaS、PaaS、SaaS等服務，以及一些網站架設上的資訊，與如何佈署我們的網站等等。   接著就是實作的部分了，跟上禮拜依樣先講解儀表板的基本操作，然後再教我們建立App Services的部份，教導我們如何架網站上去，以及如何做一個網站分流的方式，將部分使用者導到另一個網站做測試，然後也跟我們講可以利用Scale up的去監測網站的流量，最後也教了我們如何刪除資源避免錢燒完。   兩節課聽下來真的覺得拓寬了整個視野，看到了很多新的東西，希望之後的課也能這麼的新鮮，並讓我們多動手操作熟悉看看。  
031	W04	223	89	  今天老師講的東西也很有用，對於未來像我們要撰寫.net、node.js、以及java或pythonon等等的，雲端共用及架設還是非常重要的，而且最棒的是有免費培訓課程，看得出微軟公司對於雲端技術推廣以及部屬的架構非常的重視。而azure裡面的很多命令列其實也很好理解，並不會說像另外一種指令的感覺。在建立虛擬機器的時候，使用azure power shell幫到我們涵蓋輸出查詢、Azure 資源重複使用和資源清除等等的功用。對於未來如果我要創業來說，將生意上的資料上放會很有幫助。  #  #      
033	W04	236	95	  今天這堂課老師最初提到他自己的成績不是最優秀的，但她擁有別人所沒有的特質—期許提供最好的作品，她說每一次的作業她都非常用心製作，讓她足以脫穎而出，進入這個產業。在她的故事中我了解到，即使成績不是很漂亮，但掌握每一次展現自己的機會就能有所不同。  這位講師也特別介紹了如何更換儀表板顏色與語言設定，讓我感覺這是非常必要的功能呢!不過她說她比較喜歡用英文介面，因為有許多文件主要還是英文版較為準確，同時她也介紹甚麼是APP SERVICE與其中的特點和如何建立自己APP SERVICE，很有趣!講師們每周都在銜接上一周的課程，由不同老師介紹可以讓Microsoft Azure有截然不同的表現方式呢!!  
034	W04	132	61	      這禮拜因為當初得流感生病  請假了一個禮拜在家休息  現在才補交  造成不便十分抱歉！  Iaas(基礎設施即服務)  **基礎設施即服務** （英語：Infrastructure as a Service，簡稱 **IaaS** ）是提供消費者處理、儲存、網路以及各種基礎運算資源，以部署與執行作業系統或應用程式等各種軟體。  客戶端無須購買伺服器、軟體等網路設備，即可任意部署和運行處理、存儲、網絡和其它基本的計算資源，不能控管或控制底層的基礎設施，但是可以控制作業系統、儲存裝置、已部署的應用程式，有時也可以有限度地控制特定的網路元件，像是主機端防火牆。 [1][2] IaaS 是雲服務的最底層，主要提供一些基礎資源。它與 PaaS 的區別是，用戶需要自己控制底層，實現基礎設施的使用邏輯。下面這些都屬於 IaaS。  Paas(平台即服務)  **平台即服務** （英語：platform as a service，縮寫： **PaaS** ）是一種雲端運算服務，提供運算平台與解決方案服務。在雲端運算的典型層級中，PaaS層介於軟體即服務與基礎設施即服務之間。  PaaS提供使用者將雲端基礎設施部署與建立至用戶端，或者藉此獲得使用程式語言、程式庫與服務。使用者不需要管理與控制雲端基礎設施（包含網路、伺服器、作業系統或儲存），但需要控制上層的應用程式部署與應用代管的環境。[1]  PaaS將軟體研發的平台做為一種服務，以軟體即服務（SaaS）模式交付給用戶。因此，PaaS也是SaaS模式的一種應用。但是，PaaS的出現可以加快SaaS的發展，尤其是加快SaaS應用的開發速度。  PaaS 提供軟體部署平台（runtime），抽象掉了硬體和作業系統細節，可以無縫地擴充（scaling）。開發者只需要關注自己的業務邏輯，不需要關注底層。下面這些都屬於 PaaS。  Saas(軟體即服務)  **軟體即服務** （英語：Software as a Service，縮寫： **SaaS** ，發音：sæs或sɑs[1]）有時被作為「即需即用軟體」（即「一經要求，即可使用」）提及[2]，它是一種軟體交付模式[3]。在這種交付模式中雲端集中式代管軟體及其相關的資料，軟體僅需透過網際網路，而不須透過安裝即可使用。用戶通常使用精簡用戶端經由一個網頁瀏覽器來存取軟體即服務。SaaS最大的特色在於軟體本身並沒有被下載到用戶的硬盤，而是儲存在提供商的雲端或者伺服器。對比傳統軟體需要花錢購買，下載。軟體即服務只需要用戶租用軟體，在線使用，不僅大大減少了用戶購買風險也無需下載軟體本身，無裝置要求的限制[4]。  對於許多商業應用來說，軟體即服務已經成為一種常見的交付模式。這些商業應用包括會計系統[2]、協同軟體、客戶關係管理、管理資訊系統、企業資源計劃、開票系統、人力資源管理、內容管理、以及服務台管理[5]。軟體即服務已經被吸納進所有領先的企業級軟體公司的戰略中[6]。這些公司的最大的賣點之一就是通過將硬體和軟體維護及支援外包給軟體即服務的提供者，來降低資訊科技（Information Technology，簡稱IT）成本[7]。  根據一份高德納集團（Gartner Group，也稱顧能集團）的評估[8]，軟體即服務的銷售在2010年達到了100億美元，並且曾被預計在2011年要達到121億美元，比2010年上升20.7%。高德納集團估計，到2015年，軟體即服務的收入將會超過它的2010年的收入的2倍以上，並且達到預計的213億美元。客戶關係管理系統持續成為軟體即服務的最大市場。在客戶關係管理市場中的軟體即服務曾被預測會從2010年的32億美元上升到2011年的38億美元[9]。  「軟體即服務」（SaaS）的術語被認為是雲端運算的命名法的一部分，還有IaaS、PaaS、桌面即服務（DaaS）都被認為是雲端運算的學術名稱[10]。  今天講師講的很生活 覺得很有趣！！  
035	W04	86	60	  用以取代原本的研發雲端服務Visual Studio Team Services（VSTS），VSTS用戶將會被自動升級到Azure DevOps的各式服務中，至於就地部署的Team Foundation Server（TFS）在下一代的版本也會更名為Azure DevOps Server。不管是TFS或VSTS都是微軟所開發的軟體生命周期管理系統，可用來管理程式碼、追蹤工作項目，以及專案的管理、建置與測試，主要的差別在於前者為就地部署版，後者則是雲端版。Azure DevOps則是以時興的「開發維運」（DevOps）概念來命名，並將原本單一的VSTS服務，打散成一系列的 Azure DevOps服務，包括可持續性建置、測試與部署的Azure Pipelines，負責工作管理的Azure Boards，可匯入Maven、npm與NuGet套件的Azure Artifacts ，雲端代管私有Git儲存庫Azure Repos，以及規畫與探勘測試解決方案Azure Test Plans。Azure DevOps專案管理總監Jamie Cool表示，每個DevOps服務都是開放且可擴展的，適用於採用任何框架、平台或雲端的各種應用，例如開發人員能夠利用Azure Pipelines打造與測試一個來自GitHub儲存庫的Node服務，並將它部署在AWS的容器中。此外，Azure DevOps亦同時支援公有雲與私有雲的配置，可選擇要在雲端或自家資料中心執行，而不必購買不同的授權。  
036	W04	192	74	  在聽完講師的說明之後，我了解了App Service 不只能將 Microsoft Azure 的功能新增到自己的應用程式，例如安全性和管理等等。 甚至我們也可以利用它的 DevOps 功能，例如從 GitHub或是其他來源進行部署、管理等等。最讓我印象深刻的是API 和行動功能，用RESTful API 案例的支援，並藉由離線資料同步和推播通知等功能，簡化行動應用程式案例。這個讓我覺得可以應用在之後的APP專題開發上，讓自己的APP功能更為簡化與完善。並且可以藉由TEST功能檢視各種功能，如檢查流量有沒有暴增等等。總而言之，讓我覺得最重要的莫過於監視APP與管理APP的功能，這省下了很多人工維護的不必要成本。經過了這兩堂的學習，對於AZURE雲端服務及APP service的應用又有更進一步的了解。  
037	W04	196	77	  這次上課比較平易近人ㄧ些，應該算是講師的氣場比較溫和些? 現在理出的頭緒是，所以將來可能我們就會在企業中去操作這些工具，作為生產力工具而現在需要學習。但我們這幾個禮拜在學習的都是如何去開啟他，但好像沒辦法真正講到如何使用，所以整個學習其實還是頗茫然的。如果到時候真的會拿ㄧ些，資料來跑，好像就能更加認識這個系統，並且在以後也更能銜接上實務使用? 我蠻好奇這些功能，在微軟自家使用的時候是怎麼使用的，DEMO影片之類的。希望在接下來的課程能夠越聽越明瞭所要做的事情。  
038	W04	239	96	  不需要自己維護伺服器，在Azure上甚至可以做到機器學習等等，微軟做到讓使用者可以一條龍完成作品的服務非常方便，不需要考慮到各項環境不相容的問題，也很快速直接。APP Service不需要導流，自動幫我們分散流量，例如訂票系統就很適用，但若流量平均且不會突然暴增就不太適合。  Custom Domain可以直接在App service上解決掉，不用去電信那邊申請。Azure App service解決了很多複雜的流程，讓門檻變低，也提升我們想應用的心。對於業界來說若成本可以負擔，會是一個很棒很方便的系統。  
039	W04	234	93	  繼上個禮拜的很年輕的演講者，讓我意外的是這個禮拜的演講者也非常的年輕，也因為演講者很年輕，讓我感覺更貼近自己。  一開始演講者先介紹自己以及其大學的經驗，他說他畢業專題一開始不是負責coding，但後來因負責coding的組員做不出來，還差點要外包出去，他因為看不下去，所以自己去學最後coding出來。聽完這個經歷讓我感到非常佩服，因為剛經歷專題coding的我，知道從零開始是多麼多麼的困難。  演講者以自身經歷如何從零開始coding一步步介紹，覺得比起一開始就直接講專業領域或專有名詞，還更容易讓我專心聽下去，而且是從貼近我們的角度去切入介紹，也讓我更容易吸收他所介紹的。包括他為什麼要用Azure架網站；Azure App Service能做甚麼、提供甚麼服務等等，都讓我受益良多。  
040	W04	175	68	  課程心得  今天的課程前半段講師跟我們複習了上週有關虛擬機的課程還有觀念，也舉了很多業界上使用虛擬機的例子，讓我們更了解了虛擬機的使用情形。在課程後半段，講師延續了上週的課程，教我們繼續操作Azure的介面。首先是app service ，不同於上週的課程，本週是實作web app的虛擬機。讓我們就算沒有實際購買微軟的服務，也可以透過Azure來實際演練看看，網站或是APP開發後的環境是如何呈現的。  
041	W04	180	69	  今天的主題是Azure Web Services，實作微軟的app service。  它提供自動調整及高度可用性，支援 Windows 和 Linux的作業系統，並可從 GitHub、Azure DevOps 或任何 Git 存放庫啟用自動部署，非常便利。  而且入門非常快速，可以很輕易地就上手，可以部屬很多應用程式到雲端，像是.net node.js php java python html、也可執行windows容器，服務範圍廣且完整。  所以如果自己使用的應用程式會耗用大量資源，或想要從現有方案中的其他應用程式獨立調整應用程式，又或是應用程式需要不同地理區域中的資源，就很適合使用web app service。  
042	W04	229	91	  今日微軟的講師是微軟技術中心的顧問- 黃慧兒，在進入今日主題前，他講述了他的經驗他說:「遭遇困難的事不是逃避他，應該是面對它解決它，遇到不熟悉的事物要去學習他。」我覺得這句說得很好，很激勵人心，不要害怕自己的能力不夠就怯步，要面對困難努力去解決它。  今日的主題是Azure App Service，App Service在開發跟運維上有極大的生產力，它可以快速建置、部署與擴展 Web 應用程式，而最大的特點是當流量暴增時Azure可以自動擴增機器，也就是根據流量使用機器數目，來決定需要使用幾台機器。講師一一介紹了App Service 的介面及功能，每個功能都介紹的很詳盡，Azure App Service 在常用的語言跟作業系統上也都有資源，例如: .NET、.NET Core、Node.js、Java、PHP、Ruby 或 Python。  而在第二堂課老師教我們如何實際操作Azure App Service。  
043	W04	213	85	  Azure有非常多不同的功能，例如虛擬機器、資安相關的服務、影音串流服務、Data Base、Machine learning(機器學習)、App Service等等，而今天主要是介紹Azure App Service，主要是類似提供一個平台，可以把自己的應用程式放到這上面，只需要選取要用的Windows、OS是哪個，Run Time是要用java或C#，選擇完成後就可以把寫完的程式碼放到App Service上面，然後存起來。另外Azure也有提供相關的開發服務，例如比較常接觸到使用的Visual Studio或Visual Studio Code。Azure App Service可以快速地去獲取應用程式網站、站台，支援語言有.NET、Node、Java、Doctor、PHP、Python，有使用上述語言的程式都可以Run在App Service上面。  
