seatno	assignment	score	grade	comment
015	W08	280	98	  今天是之前有來過的講師，今天教的內容是QnA Maker ，QnA Maker 是一項雲端式 API 服務，可讓您針對現有資料建立交談式的問答層。您可以從半結構化內容 (包括常見問題集、手冊和文件) 擷取問答，以使用它來建立知識庫。透過 QnAs，以知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。  今天講師教我們如何建置QnA Maker ，我覺得很有趣，雖然有些功能目前只有支援英文，但還是相當有趣，感覺好像自己再創一個Siri的感覺哈哈。介面做的很像機器人的感覺，還可以更換做成別種形式，感覺很酷。還可以自己設計要讓機器人用如何的方式回答使用者，EX: 使用者打HI~的時候，我們可以指定機器人直接回答 HI~今天好嗎?。  QnA Maker 背後的演算法其實是用很簡單的持平演算法，將資料去做交集與聯集的動作，找出最適合的答案。覺得今天的課真的很好玩，既可以學到東西還可以在之後進行利用，感覺機器人這塊在未來還會持續發燒，希望自己能將今日所學善用於未來。  
017	W08	208	75	今天這堂課講師帶來Azure Bot Service，開發具有智慧的企業級 Bot，來保有對資料的控制。建置任何類型的 Bot - 從 Q&A Bot 到自己品牌的虛擬助理均涵蓋在內。使用全方位的開放原始碼 SDK 與工具，來輕鬆在各個熱門頻道與裝置間將您的 Bot 連線。利用 Azure 認知服務的原生整合，來讓您的 Bot 獲得聽、說和了解您使用者的能力。並且無論客戶在哪裡互動，都能觸及他們像是Skype、Facebook Messenger和Line等等。在做專題時也有接觸到一些自然語言處理的東西，本想做中文摘要也參考了許多論文、和一些模型，Azure提供這些強大的AI、SDK供開發者使用，讓使用者能夠體驗到更好的服務，也讓開發著有更多的選項可以選項。  
018	W08	141	62	  這禮拜的演講主題是QnA maker，這是讓我非常感興趣的主題，我一直非常喜歡這位講師帶來的演講，他的口條清楚，而且每次解釋的都非常簡潔明白，所以一堂課上下來覺得收獲到不少東西。這禮拜介紹的這項工具感覺非常便利，對於不懂程式的個人或組織只要有詳細的導覽文件一定都能很好的應用，而且對答也不用一一輸入，只要用個網頁或是已建立好的pdf檔案，系統就能幫使用者主動分類好，節省不少時間、提升效率。Luis更讓人覺得厲害，它運用詞頻演算法，避免了使用者窮舉的麻煩，微軟提供了使用者一個很優質的服務，難怪該企業能在世界上屹立不搖。  
019	W08	261	92	  這週是在說QnA Maker ，它是一項雲端式自然語言處理服務，可以對資料輕鬆地建立自然對話層。 可從資訊的自訂知識庫為指定的自然語言輸入尋找最適當的答案。QnA Maker 的用戶應用程式是任何可透過自然語言與使用者溝通以回答問題的對話應用程式。 他並不適只能接機器人，還能放在任何一種程式web 或手機app等等各種程式。雖然講師說的這個不適重點但讓我驚訝的是我們還可以幫機器人設定專屬個性，每個人都能擁有獨一無二的機器人。  它的基礎結構非常建單，只要手上有一些基礎網頁或是步驟，只要是現成的丟進去就可以在上面幫你做好，它的結構就是從幫你爬文、擷取Q跟A的對比，在做出modle幫我們要建置之事管理系統的事情全部做好後他會生出一個APP POINT就可以去街上機器人或手機結構了，讓人輕鬆使用。  它還是有陸陸續續推出一些附加功能，像是讓它變更聰明等等還有多回合提示讓您有機會連結問題和答案配對。 可讓用戶應用程式提供最佳答案，並提供更多問題來精簡搜尋以獲得最終答案。知識庫從已發佈的使用者收到問題後，QnA Maker 會將主動式學習套用到這些真實世界的問題，並建議變更知識庫來改善品質，讓它持續不斷的進步。  
020	W08	279	97	  這次講師是接續著上次Bot Framework互動型的機器人，主要介紹的是－QnA Maker，它是種雲端式 API 服務，可針對現有資料建立交談式的問答層。而實際問答對應的部分透過了像常見問題集、手冊和文件來擷取基本的問與答，藉此使用它們來建立知識庫。  而知識庫的概念以前有粗略聽過，但這次藉由講師的介紹在加上知識庫實際運用在QnA Maker上，更了解知識庫的應用以及實作後整個全面性的流程。  然而QnA Maker，除了以知識庫中的最佳答案自動回答使用者的問題，知識庫還會持續從使用者行為中學習愈來愈聰明，而非傳統一對一的問與答而已，再者我覺得QnA Maker很特別的地方是它還可加入了閒聊特質，讓原本純粹可能還有點死板的問答，增添了一層趣味以及人性化的部分。  
021	W08	254	90	  這個禮拜的講師在介紹QnA Maker。 QnA Maker是一項雲端式自然語言處理 (NLP) 服務，可對資料輕鬆地建立自然對話層。 其可從資訊的自訂知識庫 (KB) 為指定的自然語言輸入尋找最適當的答案。QnA Maker 的用戶端應用程式是任何可透過自然語言與使用者溝通以回答問題的對話應用程式。 用戶端應用程式的例子包括社群媒體應用程式、聊天機器人，以及具備語音功能的桌面應用程式。每堂課總有不同的東西可以獲得真的很好。  
022	W08	258	91	  今天介紹的是Azure 的QnA maker，這個服務令我非常驚艷，因為相較於前幾周的服務更加淺顯易懂，光是以問答方式，就能夠建立出知識庫，而且按一個按鍵，就可以建立出一個information bot?!QnA maker本身也提供很多SDK可以直接使用不用從頭自己撰寫。這一次的教學方式是操作與說明穿插，分階段說明介紹，再實際講解操作流程。在操作時講師也提醒了許多人會忽略以導致使用結果失敗的步驟，要記得點選publish。介紹了QnA maker本身以外還有介紹LUIS，兩者都是機器學習相關，只能說Azure真的是包山包海，光是同領域就分成很多服務。  
024	W08	244	88	  QnA Maker 是一項雲端式 API 服務，可讓您針對現有資料建立交談式的問答層。您可以從半結構化內容 (包括常見問題集、手冊和文件) 擷取問答，以使用它來建立知識庫。透過 QnAs，以知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。  QnA Maker 知識庫支援 Markdown 以用於動態內容管理。若要發揮 Markdown 的完整功能，只要直接修改資料表中的內容，或上傳包含豐富內容的知識庫即可。  QnA Maker 服務是一種託管模型，因此您可以根據您的大小和輸送量需求來選擇產品層，所有元件都會符合 Azure 規範，讓您安心無虞。  可用 50 種以上的語言交談  當您建立知識庫時，QnA Maker 會自動偵測主要語言，並據以設定分析器。服務支援 50 種以上的語言。  
025	W08	286	99	  這次聽到了一個新的詞叫QnA Maker，QnA Maker是一個可以透過提供網址或者是檔案的方式自動截取出一問一答的結構，也可以在web界面直接修改，QnA Maker像是一個融合了多個Azure服務所建立出來的Solution，這個Solution主要目的就是把Knowledge類型的資料變成一個可以透過一問一答方式呈現的服務。QnA Maker這個專門用來建立知識庫類型的服務，如果早點知道早點學到QnA Maker 說不定在我們做專題時可以有更大的幫助。  
026	W08	221	79	  今天黃講師教給我們的是QnA Maker的部分，QnA Maker是一項雲端式自然語言處理服務，可對我們的資料輕鬆地建立自然對話層。 也可以從資訊的自訂知識庫為指定的自然語言輸入尋找最適當的答案。主要用戶端是使用聊天機器人的方式來作為窗口，QnA Maker 會在問答集的知識庫中匯入我們的內容。 匯入程序會擷取結構化和半結構化內容各部分之間關聯性的相關資訊，來表示問答集之間的關聯性。 我們也可以編輯這些問答集或新增問答集。我覺得還滿酷的，運用聊天機器人的方式，而不是用程式碼的方式讓我們覺得會很有互動感，而不是冷冰冰的Code串。  
028	W08	172	69	  今天的講師是黃耀逸講師，今天主要講的內容是QnA maker，之前有稍微提過，今天在實際操作，我真的覺得azure很厲害，他基本上已經把結構寫好了，只要照著他的步驟，就可以做出一個屬於自己的問答機器人，而且我覺得很厲害的是，你給他一個網站他可以自己爬蟲，列出可能出現的問題跟答案，超級神奇，但這個QnA maker沒有自我感知功能，所以講師又介紹了另一個叫做luis他是一個能夠自我感知的系統，他可以判別一個人一句話裡面所講出的重點，像是幫我預定明天的總統套房，他可以直接抓出明天跟總統套房這兩個關鍵詞，提升使用者的感受度，不用同樣的話再重複說一次，我真心覺得真的是太神奇了!  
029	W08	266	95	  QnA Maker是一項雲端式自然語言處理服務，可對資料輕鬆地建立自然對話層。其可從資訊的自訂知識庫為指定的自然語言輸入尋找最適當的答案。  QnA Maker的用戶端應用程式可透過自然語言與使用者溝通以回答問題的對話應用程式。 用戶端應用程式的例子包括社群媒體應用程式、聊天機器人，以及具備語音功能的桌面應用程式。QnA Maker反而比較像是一個融合了多個Azure服務所建立出來的Solution，這個Solution主要目的就是把Knowledge類型的資料變成一個可以透過一問一答方式呈現的服務。  
030	W08	264	94	  今天很高興能繼續聽到Ethan講師繼續教我們東西，今天他講的東西是QnA Maker跟LUIS，QnA Maker可針對現有資料建立交談式的問答層、可以從半結構化內容 (包括常見問題集、手冊和文件) 擷取問答，以使用它來建立知識庫。  透過 QnAs，從知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。除了QnAs，後來也開始教我們在我們的聊天機器人中使用 LUIS等。  經過這次的課程讓我對Azure有更深的了解，也很感謝Ethan講師教我們這麼多，讓我期末的題目很想做跟Bot有關的東西。  
031	W08	281	98	  這次的講座，還是在介紹azure的一些相關應用，像是運用QnA Maker 中的閒聊功能這點就讓我覺得非常有趣。將一組預先輸入的常見閒聊，加入到資料庫中，這項技術能增加我們bot的特質，也可以讓我們節省我們開發的時間。讓我覺得厲害的是，這個資料集有大約100個閒聊的案例, 也就是多個角色的語音, 例如專業、易記和詼諧。 選擇最類似的 Bot 聲音的角色。 假設有使用者查詢，QnA Maker 會嘗試將它與最接近的已知閒聊 QnA 比對。這次的講座也告訴了我們一些取得QnA Maker的服務端點來更好的利用我們的偵錯工具。  
032	W08	191	73	  這禮拜又是與我們見面許多次的Ethan講師來為我們做介紹，這禮拜是在Azure上做一個Bot，並利用 QnA Maker 服務針對給定網頁內容建立索引，提供文字檢索服務，把網頁中靜態的問答集，變成可互動式的問答機器人，透過自然語言與使用者溝通以回答問題的對話，及利用 Language Understanding Intelligent Service (LUIS) 服務，在建造少量的語句資料庫後，打造能夠完成自然語言文字對答，並做訂房接單任務的聊天機器人。  
033	W08	172	69	  今天談機器人如何跟感知結合，省去前端人員Coding。QnA maker機器人是最主要的問答方式，有現成的網頁，當成data source ，丟到QnA maker，雲裡就會運作許多功能，生出platform。每年五月會有Build開發大會，有新功能讓他更聰明，當中新釋出的CONVERSATION可以根據大標題進行作業，第二個INTELLIGENCE 篩選出關鍵問題。有支援繁中語言，他可以自動生成問題答案進行備份，還可以自己加入問題與回答的內容。  QnA maker 比起其他產品有更多需要設定的基本項目，pricing tier 當中free提供三個文件可處理，standard 則可以有無限個，但回應時間一致，價錢不同  
034	W08	245	88	  這次的老師動作還蠻可以配上學生的速度額的  不然前幾周有些老師速度太快  我們下面很長跟不上  今天也更加了解QNA MAKER是什麼了  我們之前專題原本計劃也是有想做類似這種機器人  但由於當時技術的不足  沒有實踐  但很開心今天學到了一點！！  nA Maker 是一項雲端式自然語言處理 (NLP) 服務，可對您的資料輕鬆地建立自然對話層。 其可從資訊的自訂知識庫 (KB) 為指定的自然語言輸入尋找最適當的答案。  QnA Maker 的用戶端應用程式是任何可透過自然語言與使用者溝通以回答問題的對話應用程式。 用戶端應用程式的例子包括社群媒體應用程式、聊天機器人，以及具備語音功能的桌面應用程式。  ## QnA Maker 的使用時機    * 當您有靜態資訊時 \- 當回答知識庫中有靜態資訊時，請使用 QnA Maker。 此知識庫是依據需求所自訂的，且您已使用 PDF 和 URL 等文件建置好。   * 當您想要為要求、問題或命令提供相同的答案時 \- 當不同使用者提交相同問題時，系統會傳回相同的答案給他們。   * 當您想要根據中繼資訊來篩選靜態資訊時 \- 新增中繼資料標籤，以提供與用戶端應用程式使用者和資訊相關的其他篩選選項。 常見的中繼資料資訊包括閒聊、內容類型或格式、內容用途和內容有效期限。   * 當您想要管理包含靜態資訊的聊天機器人對話時 \- 您的知識會取得使用者的對話文字或命令，並做出回答。 如果答案是預先決定對話流程的一部分 (在您的知識庫中會以多回合內容來表示)，則聊天機器人可以輕鬆地提供此流程。  ## 在聊天機器人中使用 QnA Maker 知識庫  在發佈 QnA Maker 知識庫後，用戶端應用程式會將問題傳送至知識庫端點，並以 JSON 回應的形式接收結果。 聊天機器人是 QnA Maker 的常見用戶端應用程式。  ## 什麼是知識庫？  QnA Maker 會在問答集的知識庫中匯入您的內容。 匯入程序會擷取結構化和半結構化內容各部分之間關聯性的相關資訊，來表示問答集之間的關聯性。 您可以編輯這些問答集或新增問答集。  問答集的內容包含特定答案的所有替代問題、用來在搜尋期間篩選答案選擇的中繼資料標籤，以及可供繼續精簡搜尋的後續提示。  ![問題和答案與中繼資料的範例](https://docs.microsoft.com/zh-tw/azure/cognitive- services/qnamaker/media/qnamaker-overview-learnabout/example-question-and- answer-with-metadata.png)  在發佈知識庫之後，用戶端應用程式會將使用者的問題傳送至您的端點。 QnA Maker 服務會處理問題，並以最佳答案回應。  
035	W08	247	89	  QnA Maker 是一項雲端式 API 服務，可讓您針對現有資料建立交談式的問答層。您可以從半結構化內容 (包括常見問題集、手冊和文件) 擷取問答，以使用它來建立知識庫。透過 QnAs，以知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。  自動從半結構化內容擷取問答組，包括常見問題集、產品手冊、指導方針、支援文件和原則。使用替代問題的建議來改善知識庫。依據相關性新增或拒絕建議。使用 QnA Maker 入口網站或 REST API，輕鬆建立、編輯及訓練複雜的多回合交談。在 Teams、Skype 或其他位置建立與發佈機器人，而不需任何程式碼專業。只需上傳半結構化文件或 URL。QnA Maker 知識庫支援 Markdown 以用於動態內容管理。若要發揮 Markdown 的完整功能，只要直接修改資料表中的內容，或上傳包含豐富內容的知識庫即可。QnA Maker 服務是一種託管模型，因此您可以根據您的大小和輸送量需求來選擇產品層，所有元件都會符合 Azure 規範，讓您安心無虞。當您建立知識庫時，QnA Maker 會自動偵測主要語言，並據以設定分析器。服務支援 50 種以上的語言。  
036	W08	240	85	  這次講師是講有關QnA Maker的雲端式 API 服務，可以讓我們針對現有資料建立交談式的問答層，並且可以從半結構化內容擷取問答，以使用它來建立知識庫。建立知識庫對於組織是十分重要的，因為組織不僅要獲獲得有知識的員工，組織還要擴散知識，保存知識，使員工的知識得以保存下來，成為組織的資產。而我們透過 QnAs，我們就可以以知識庫中的最佳答案自動回答使用者的問題，並且在組織中可以達到輔助管理者決策的目的。這個知識庫也可以持續從使用者行為學習，而愈來愈聰明，講師今天也有實際操作一次，也讓我們更理解其操作。  
037	W08	144	62	  今天上課的內容是語言理解智慧服務，如何與其他東西做結合，以及如何操作的過程。在聽講的過程中想到了十年前還在小學時的科技，那時候的科技接觸，大多得來的方式還是以書本居多，在小學的圖書館架子上寫著科技世界四個字，論運算速度，前十年的人不知道有沒有想到在這個時代，電腦可以快速得離譜的速度算出所需要的東西，像是幫電腦建立這種語言理解這種需要抽象邏輯概念的事情，可以透過海量的數據分析，與人類做文字上的直接溝通，幫助公司實作客服相關事件，不知道畢業後的自己，跟現在的世界相差多少？  
038	W08	160	66	  今天又認識了一個很酷的功能[QnAMaker]，概念很相似於爬蟲，但感覺使用上比爬蟲還簡單，而且能做到的功能也更多元，能自己爬完後自己配對Q和A，而且最多能爬到三層。  若是以個人來說應用面相當廣闊，感覺可以用來搜尋便宜機票之類的哈哈。  除了爬出資料外，甚至可以使用內建的演算法去幫我們找出最適配的答案，覺得講者可以帶到演算法和其背後的原理讓我們又更加了解系統背後的原理了!  這個講師雖然已經來了很多次，但每次都還是講得很清楚很用心!  
039	W08	167	68	  這禮拜的講座是介紹Azure Web APP – QnA Maker，現在各式各樣的聊天機器人越來越多，我也認為這是未來的趨勢，而今天講師介紹了QnA Maker，也讓我更確信這件事。  QnA Maker一樣是會自動回覆問題，可以從半結構化內容擷取問答，以使用它來建立知識庫，自動從各式文章裡面去尋找最適合的答案，知識庫會持續從使用者行為學習，而讓回答越來越正確。後面講師帶著我們一起操作，也證實他所說的確實不複雜且易懂。  QnA Maker讓我最驚豔的是，他可以省去以往要建置知識管理系統的時間，以往要建置知識管理系統可能需要花到半年至一年，而QnA Make直接省去這個時間，真的非常方便以及有效率。  
041	W08	285	98	  QnA maker是一項雲端式自然語言處理 (NLP) 服務，可對資料輕鬆地建立自然對話層。  QnA Maker 提供多回合提示和主動式學習，可改善基本的問答集。  多回合提示連結問題和答案配對。 此連結可讓用戶端應用程式提供最佳答案，並提供更多問題來精簡搜尋以獲得最終答案。  使用時機是:  有靜態資訊，想要為要求、問題或命令提供相同的答案時，想要根據中繼資訊來篩選靜態資訊時，想要管理包含靜態資訊的聊天機器人對話時，就可以使用QnA maker。  tip:  建立完QnA maker後，在搜尋輸入qnAmaker.ai，建立knowledge bases，再將此和剛剛創建的qnamaker串連在一起。  在企業內部使用要注意連結，避免機密資料的流失。  knowledge base要注意做set 的動作  my app-->counture很重要要選中文，因為他要判斷intents和enterpret  
042	W08	209	76	"  這禮拜的主題是""Integrating Azure Bot Framework with Azure Cognitive Services""，其實也就是類似Chat Bot，而講師則是之前也來過兩次的講師，今日很快就進入實作。  講師今日的實作教學也是非常仔細，一步一步的教學，還會停下來等我們，今日的實作是Azure QnA Maker，QnA Maker用來製作可以問問題和能夠回復的機器人，而QnA Maker 本身不是Bot。這個Azure的服務是雲端API服務，利用API可以壤使用者利用半結構化內容擷取問答來建立知識庫，利用已有的資料庫來建立交談式的問答，然後透過QnAs，以知識庫中的最佳答案自動回答使用者的問題。知識庫會持續從使用者行為學習，而愈來愈聰明。  講師說QnA Maker 的key很重要，Azure Service 的key跟另外一把key是不一樣的；然還結合(LUIS)就是微軟的language understanding，利用LUIS Model 製作Entity， 我覺得有了Azure的這個平台，讓建立一個Chat Bot不再非常困難，並且透過這門課講師仔細地講解過後，可以對於使用Azure QnA Maker這個服務，更清楚了解如何使用。  "
043	W08	273	96	  QnA maker， 是一項雲端式自然語言處理 (NLP) 服務，可對您的資料輕鬆地建立自然對話層。 其可從資訊的自訂知識庫 (KB) 為指定的自然語言輸入尋找最適當的答案。顧名思義就是會幫你做一些問題與回答的配對，幫忙主動回答使用者的問題。用戶端應用程式的例子包括社群媒體應用程式、聊天機器人，以及具備語音功能的桌面應用程式。  規格式的機器人，主要是採用if- else的準則來判斷一句話的回應，這就表示提出的問題一定要在語料庫中。不過隨著現代知識不斷地擴張，無法窮舉所有的問題，因此規格式的聊天機器人，後續的維護與擴充是非常麻煩的。  
045	W08	208	75	  Who is QnA maker?  這禮拜的講師在一開始稍微介紹了QnA maker，他是一個簡單的問答機器人，沒有任何經驗也能從頭開始，在簡單的介紹之後，又回到跟上禮拜同樣的主題，繼續介紹azure以及帶我們實作，在一番講解之後，我們初步架設了一個伺服器，但在架設完伺服器之後，就中場下課休息了，總覺得這次的課程過得特別快，期待下禮拜的課程。  
046	W08	229	81	  這次所講的內容是有關於Azure QnA Maker，講師的ppt內容非常豐富，有許多圖片，對於每張ppt講解也非常清楚，後來講師開始帶領我們實作，畫面上的每個空格要填甚麼要選那些東西都說得非常仔細的，一步步帶我們實作，經過一系列複雜的步驟後，就可以看到QnAMAKER根據你所提供的網頁所自動產生的問題與回答，之後用可以用對話框與bot對話來實測，看他所給予的答案是否是你所要的，如過你不滿意他的答案，可以根據他的答案評分系統選擇你心中最佳答案。經過老師的授課我覺得獲益良多。  
048	W08	228	81	  在這堂課企業雲端應用趨勢與實務中，今天10月29日邀請到微軟的李御安講師進行演講，延續上次的Azure的介紹，今天主要在介紹微軟Azure的QnA maker。New at build，雲端的優勢在於無須硬體成本，不需要實體空間，也能隨時更改使用的效能及儲存空間大小。製作QnA maker，定價層有分free、standard，至QnA maker.ai ，Create 我的 KB，製作知識庫，與機器人對話，檢查他的內容，自己試試看其他網頁，製作問答機器人。我用校官網試，一開始跑了超級久，快五分鐘，資料量之龐大。  
049	W08	237	84	  這禮拜的課程是有點接續之前學過的一些觀念，接著學的實際一點的功能。本週上的是QnA Maker。QnA Maker是一個API Services，顧名思義，他可以幫做一些問題與回答的配對，幫忙主動回答使用者的問題。  這週比較快就進入實作課程的部分。在設定方面，他比其他之前學過的Services要設定的功能多了不少。但依照講師的講解，一步一步跟著做，其實不算困難。  選定一個喜歡的網站，直接使用他，讓QnA Maker自己去整理，並直接可以以對話的方式進行詢問，實際操作後，覺得非常神奇！透過詞頻演算法做交集、聯集的統計，取最高分的。整個實作的部分覺得這週學得非常充實。  
