seatno	assignment	score	grade	comment
020	W16	283	87	  這次演講整場下來其實最令我印象深刻的內容，是講師在正式進入區塊鏈介紹前，提到了曾經有一家公司將自家名稱更改成原公司名稱加上「區塊鏈」三個字，隔天股票就直接翻漲N倍，然而事實上他們公司內部完全沒有跟區塊鏈有一丁點相關，就真的只是改公司名稱而已!可見單單區塊鏈在現代時下是多麼的風行，也是未來資訊科技其中之一的走向，但從另外一個角度來看這件事，也是點出在現代社會多數人較為盲從跟風，現在資訊技術真的是每日都在變化，不用幾個月就一直有新技術新產品問世，但真正能存在長久的也真的沒多少，所以真的要與時俱進才能在這世代生存下去。  
022	W16	310	95	  區塊鏈已經出現好幾年，依舊非常熱門，但我始終不太了解其原理，像是為何可以在網路上挖到比特幣，為何可以憑空挖到錢?究竟數量有多少，會不會挖完，之前網路搜尋資料也是有看沒有懂。今天講師的仔細說明，讓我有更多的暸解。講師也有提到，之前因為一家公司名稱內有bitcoins而導致股價快速上升，想來其實蠻有趣的，也可見比特幣的熱門程度。  今天是這學期最後一堂講師來上課，Azure的服務真的琳琅滿目，現在企業許多已逐漸轉型將基礎設施轉移至雲端，因此這堂課程的介紹非常實用。  
027	W16	293	91	  AzureBlockchainWorkbench為針對區塊鏈建置的快速解決方案簡稱為ABW，ABW透過預先組態好的Azure雲端服務,提供一個讓開發者或是企業用戶可以快速搭建區塊鏈應用的管道,大幅縮短過去需要數周才能建置完成一個區塊鏈應用的時間。通過AzureBlockchainWorkbench，Microsoft提供了所需要的基礎設施，通過這一系列基礎設施，開發者能夠在多種拓撲結構中使用不同的共識機制搭建聯盟網路。Microsoft提供從這些區塊鏈平臺到其他Microsoft服務的整合，方便簡化分散式應用程式的開發。Microsoft支援許多通用的區塊鏈，包括以太坊、HyperledgerFabric還有像Corda這樣的專用區塊鏈。  
028	W16	204	71	  今天李講師講的內容是區塊鏈，我們專題剛好是做跟區塊鏈相關的東西，所以對區塊鏈還算是有一定程度的了解，講師一開始先介紹區塊鏈的起源，我真的覺得中本聰是一個很厲害的人，雖然現在完全不知道他的真面目，區塊鏈其實裡面的技術都不是新的，像是非對稱加密技術等等，他可以把它結合起來，做成一個新的技術，但現今大家都把區塊鏈應用在金融上，我覺得這樣蠻可惜的，他其實可以應用的地方相當多元，像是病例，生產履歷等等，因為他有一個不可更改的特性，很適合做這方面的應用，我們裝提想做的是用區塊鏈做著作權的保障，但我們的ｂｕｇ實在是太多了，ｄｅｍｏ的時候被砲到不行，但其實大陸已經有相關的應用已經出現了，叫作保全網。  
030	W16	295	91	  這天是平安夜，是由李傑偉講師為我們帶來區塊鏈的介紹、HASH、加密等等。  一開始主要講課的內容是區塊鏈，前面在講區塊鏈的概念，從比特幣講到以太幣，雖然講師非常認真的講解，但我覺得在概念的部分可以再講的深入一點，會比較能吸收到區塊鏈、比特幣、以太幣等在做什麼。  後來也以淺顯的方式跟我們講解了HASH跟加密等的概念，我覺得很好理解，透過一個字母的改變，就能導致HASH的結果大不相同真的很厲害。  之後也有教我們實作Azure服務的部分，也講的很入微，真的很感謝講師今天的介紹，學到了很多，希望下次還有機會聽到講師的課。  
036	W16	306	93	  聽完講師的演講，對於區塊鍊與虛擬幣有更進一步的了解，並且講師也跟我們分享挖礦以及所需的技術，我們也了解到點對點的交易去中心化後，所有的交易上使用者能夠認同，更能夠進一步達成免手續費。並且區塊鏈運HASH FUNCTION來達到安全的目的，對於對稱式加密與非對稱式加密也有更進一步的了解。比特幣開創了一種新的記帳方式，以「分散式帳本」跳過中介銀行，讓所有參與者的電腦一起記帳，做到去中心化的交易系統。這個交易系統上有兩種人，一是純粹的交易者，一是提供電腦硬體運算能力的礦工。交易者的帳本，需經過礦工運算後加密，經所有區塊鏈上的人確認後上鏈，理論上不可竄改、可追蹤、加密安全。因此區塊鏈的技術對於現代人來說是十分重要的。  
040	W16	274	80	  講座心得  今天邀請到的講師是李講師，講師在一開始提到了中本聰這個人，他利用區塊練以及比特幣的技術為自己賺了不少的利潤，但是到現在為止還沒有人知道他究竟是誰，就連是不是真正的日本人也不知道。第二堂課開始提到了一些區塊鍊在未來可能運用到的地方，未來我們在銀行轉帳的時候，是不是因為技術的發展，我們就可以不用那個多複雜的步驟，就可以做到轉帳的手續了。  
041	W16	112	61	  區塊練   去中心化，保密性強值得信任   比特幣概念為中本聰提出的論文，但不知這是誰   fork共識法則不同而發生，因不是集中式管理，每個節點都有發言權，若節點同時算出，則發生   處理:先放著，等待下一個鏈，再連接在後  三個概念  cryptographic hash function   1.不可逆   2.input值可以得到digest(digest是將input的值壓縮，digest的值可能一樣，用於數位簽章，確認資訊的完整性)  非對稱式加密   1.兩把鑰匙 一把加密(公鑰)一把解密(私鑰)   2.業界常用   3.符合資料的不可否認性和保密性  數位簽章   1.私鑰加密   2.確認資料傳輸中是否被竄改  
042	W16	311	96	  這週的課講的是區塊鍊，然後還講比特幣的發跡，比特幣現在一個七千多塊美金，比特幣價值最高的時候有衝到兩萬多塊美金。區塊鍊最重要的精神就是點對點的交易，需要這個網路節點上超過百分之五十的人同意這個交易，交易才可以執行，而這個就需要所謂的有礦工去做挖礦這個事情。挖礦通常會在電價便宜的國家或是溫度較低的國家，這樣電費比較便宜  而今天還講到了加密的運作機制，講師對加密的流程跟意思講的非常詳細和清楚，現在業界最常用的加密式非對稱式鑰匙，總共有公鑰與私鑰，用公鑰加密，私鑰解密，私鑰可以存在某處，有兩種方式:熱錢包、冷錢包。熱錢包指的是把key放在儲存體裡，從網路上input作家解密；而冷錢包是把私鑰存在硬體上面，是一個實體可以隨身攜帶，用USB去加解密。而後又講到了數位簽章，數位簽章雖然也是兩把鑰匙，但是方法卻有所不同，數位簽章是用自己的私鑰去加密簽章，而外面的人用公鑰解密。  區塊鍊的世界是匿名的，只有一個address一串數字，區塊鍊的交易運作Hash、加密和數位簽章組成的，區塊鍊的交易是共識法則，為了讓區塊鍊的交易達到最公平，不會被破壞的方法。  今天知道到許多跟區塊鍊比特幣的事情，了解了加密跟比特幣交易的運作模式，還有挖礦有關的一些知識。今日第一堂課就學到了許多區塊鍊有關的知識，了解了加解密的流程和什麼叫挖礦，我認為今日這堂課很值得。  
048	W16	249	77	  今天平安夜，聖誕節前夕，在這一堂課講師在介紹區塊鏈，Bit coin的介紹，運作機制，比特幣是一種基於去中心化，採用點對點網路與共識主動性，開放原始碼，以區塊鏈作為底層技術的加密貨幣，比特幣由中本聰於2008年10月31日發表論文。在某些國家、央行、政府機關則將比特幣視為虛擬商品，而不認為是貨幣。任何人皆可參與比特幣活動，可以通過稱為挖礦的電腦運算來發行。比特幣協定數量上限為2100萬個，以避免通貨膨脹問題。使用比特幣是透過私鑰作為數位簽章，允許個人直接支付給他人，與現金相同，不需經過如銀行、清算中心、證券商、電子支付平台等第三方機構，從而避免了高手續費、繁瑣流程以及受監管性的問題，任何用戶只要擁有可連線網際網路的數位裝置皆可使用。  
050	W16	127	64	  ## 快速啟動並執行  透過 Azure Blockchain Workbench，只要按幾下就能設定及部署協會網路。Blockchain Workbench 的自動總帳部署、網路建構和預先建置的區塊鏈命令非常適合用於開發/測試探索，可大幅縮短基礎結構開發時間。  ## 只要幾天就能建置應用程式，而不需要好幾個月  透過與應用程式開發所需的雲端服務進行預先建置的整合，以縮短開發時間並降低成本。將區塊鏈身分識別與 Azure Active Directory 建立關聯，以讓登入和共同作業更加輕鬆。使用 Azure Key Vault 安全地儲存私密金鑰。內嵌必要的訊息和事件，以透過服務匯流排和事件中樞來觸發您的智能合約。簽署、雜湊和路由工具會將訊息轉換成區塊鏈原生 API 所預期的格式。同步處理鏈上資料以及鏈外儲存體和資料庫，以更輕鬆地查詢證明並視覺化總帳活動  ## 將您的區塊鏈連接到您的商務  利用 Microsoft Flow 和 Logic Apps，輕鬆地將區塊鏈工作流程與現有的系統以及應用程式進行整合。使用 REST API 擴充用戶端開發功能，並使用訊息 API 擴充系統對系統整合功能。  ## 放心創新  依照您自己的時間表建置，然後視需要調整規模，並使用 Azure 的全球可用性和可靠性，以比任何其他雲端提供者都還要更多的憑證來保護您在雲端平台上的聯盟資料。  
051	W16	215	74	  今天講師在介紹區塊鏈，包含雜湊(Hash)函數、數位簽章(Digital signature)  
055	W16	209	73	  今天是由李講師來為我們講解區塊鏈相關的課程，以及在AZURE上如何建立區塊鏈的應用，企業會使用區塊鏈來將與其他組織共用的工作流程數位化，例如在供應鏈間移動實體資產。區塊鏈應用程式在各使用案例間大同小異。在這裡我們會使用 Azure 區塊鏈服務作為基礎受控區塊鏈網路，並建置能夠從相關使用者介面內嵌訊號，以及向聯盟中進行取用的應用程式傳達總帳資料的聯盟應用程式。常見的區塊鏈模式，是在資產沿著多方供應鏈移動時，運用 IoT 加以監控。這種模式有一個絕佳的例子，是食品或藥品這類易腐壞貨物的低溫運輸，在整個運輸期間必須全程符合某些合規性規則。在這個案例中，起始的交易方 (例如零售商) 會指定合約條件，像是要求的濕度與溫度範圍，而供應鏈上的監管人必須遵守這些條件。如果裝置在任何時間點測到超出範圍的溫度或濕度數值，智能合約狀態就會更新，以指出不合規範的情形，並在區塊鏈上記錄交易及觸發下游的補救事件，今天是個非常新穎的課程，受用許多。  
056	W16	278	83	  經過這周老師的演說之後，我對於未來有了更多的想法，不光是現在所學的課程，也有很多我們還沒接觸到的領域也是非常的有趣的，也很值得我們去研究或是學習，真的對現階段的我們來說非常的實用，因為現在我對於未來還十分的迷茫，但是在聽完老師的分享之後，我對於未來有了更多的想法，也想到了更多能嘗試的方向，讓我不再那麼的擔心未來不知該做些甚麼，我要謝謝老師這周跟我們分享這麼的多，希望未來悠機會能夠聽到老師分享更多的故事給我們參考。  
061	W16	321	99	  以比特幣的區塊鏈帳本為例。每個區塊基本由上一個區塊的雜湊值，若干條交易，一個調節數等元素構成，礦工通過工作量證明實現對交易整理為帳本區塊和區塊安全性的維持。一個礦工過交易廣播管道收集交易專案並打包，協定約定了區塊速度生成速度而產生的難度目標值，通過不斷將調節數和打包的交易資料進行雜湊運算而算出對應雜湊值使其滿足當時相應的難度目標值，最先計算出調節數的礦工可以將之前獲得上一個區塊的雜湊值、交易資料、目前算出對應區塊的調節數整合為一個帳本區塊並廣播到帳本發布管道，其他礦工則可以知道新區塊已生成並知道該區塊的雜湊值（作為下一個區塊的「上一個區塊的雜湊值」），從而放棄目前待處理的區塊資料生成並投入到新一輪的區塊生成。  對於其他基於區塊鏈的應用，主要是針對所負載的資料，區塊安全性的維持方式等進行調整。  
062	W16	280	85	  今天聽到微軟講師教授的心得，我感到獲益良多，學到了很多關於網路的資訊，不管是大數據時代的來臨，又或者是網路區塊練的興起，都象徵著智能時代的來臨，另外AI是未來不可避免的趨勢，以後不管是醫療、交通或是娛樂，勢必都會與AI有重要的關聯，教授還提供一個AZURE的網路教學平台，不僅可以免費在該平台上學習，還有免費的資源供我們利用，經過今天講師詳細的介紹後，我獲得了許多便利的知識，相信在不久的將來，對於智能時代的來臨能夠更將得心應手。  
067	W16	185	70	  由於最近比特幣的發展，區塊鏈也逐漸變得越來越盛行，而Azure也投入心力在其中，Azure Blockchain Workbench是一種只需要按下幾個功能就能設定及部署協會網路，他可以自動總帳部署、網路建構和預先建置的區塊鏈命令，這樣的功能適合用於開發與測試探索，可大幅縮短基礎結構開發時間。  而講師也詳細的介紹了一些資訊安全上的問題，以及區塊鏈內部的運作，像是如何使用公鑰與金鑰的加解密、數位簽章等等，而一般挖掘比特幣的方式就是運用加解密與區塊鏈的結合，計算出每個區塊的答案賺取硬幣。  
068	W16	127	65	  這周的講座首先介紹了區塊鏈，是藉由密碼學串接並保護內容的串連文字記錄。每一個區塊包含了前一個區塊的加密雜湊、相應時間戳記以及交易資料，這樣的設計使得區塊內容具有難以篡改的特性。用區塊鏈技術所串接的分散式帳本能讓兩方有效紀錄交易，且可永久查驗此交易。目前最有名的應用就是數位貨幣 - 比特幣。  Azure Blockchain Workbench 是 Azure 服務和功能的集合，目的是要建立及部署區塊鏈應用程式，以與其他組織共用商務程序和資料。 Azure Blockchain Workbench 能為建置區塊鏈應用程式提供基礎結構 Scaffolding，讓開發人員可以專注於建立商務邏輯和智慧型合約上。 它也可以透過整合數個 Azure 服務和功能來協助自動化一般開發工作，讓使用者能更輕鬆地建立區塊鏈應用程式。  
073	W16	315	97	  在2019年12月24日第八節下午3:00至第九節下午5:00的企業雲端應用趨勢與實務課程，感謝魏教授系主任，邀請到這位講師來教授我們區塊鏈的基本概念，而且還解說關於區塊鏈的應用比特幣，這個比特幣在這四年當中一直頻繁聽到但是卻沒有一個老師清楚地讓我們了解他的運作模式，也就是區塊鏈，而如今我了解區塊鏈是藉由加密與解密的技術，並連接上了大三時資訊安全導論時所教的加解密技術有了實際的案例，此時也讓我了解到這樣的加密技術的厲害，厲害到即時駭客要破解也沒這麼容易。  
074	W16	234	75	  這禮拜的課程是Azure Blockchain Workbench，主要是在介紹區塊鏈的運作方式，然後提到了一些加密的方式。講師說，它的運作方式就像老師丟了一個題目給台下的學生，最快解出來的學生再把他的答案丟出來，讓其他同學去驗證它算的對不對，如果對了就能獲得獎勵。其實聽完之後，才發現區塊鏈好像沒有想像中的難以理解，比較難的部分還是在於它是如何去加解密，那些雜湊的部分。多虧了講師細心的講解，讓我在這堂課程中學到了很多，也大概了解了區塊鏈，雖然對它沒有太大了興趣，但是多了解一些知識也是在提升自己!  
077	W16	284	88	  這堂課接近尾聲，來到最後一堂由微軟講師來淡江的報告了，下個禮拜就是我們學生們的期末報告發表，在這段日子裡面我學到很多東西，也知道很多微軟Azured的服務，而在這堂課，是由李傑偉講師像我們講解區塊鏈(blockchain)，提到了Azured Blockchain Service這項服務，講師除了向我們講解區塊鏈的基本知識、告訴我們比特幣(Bitcion)的由來，介紹完這些基礎知識後講師也帶我們做了一些實作，為這堂課下一個完美的句點，在這一系列的課堂當中，我看到很多科技層面的新知識，以及這些科技是如何去應用在每一個產業上面，是非常充實的一堂課。  
078	W16	286	89	  今天是由李傑偉講師來與我們做分享，分享的內容包含區塊鍊以及虛擬貨幣，區塊鏈就是作為比特幣的底層技術，是一個「去中心化的分散式資料庫」，透過集體維護讓區塊鏈裡面的資料更可靠，或是可以把它理解成是一個全民皆可參與的電子記帳本，一筆一筆的交易資料都可以被記錄。講師也提到了各種加密技巧，舉其中一種例子來說，cryptographic hash，是一種散列函數，其適合於在使用中的加密。它是一種數學算法，可以將任意大小的數據（通常稱為“消息”）映射到固定大小的位字符串（“哈希值”，“哈希”或“消息摘要”），並且是單向的function，即實際上不可行的函數。[1]理想情況下，查找產生給定哈希值的消息的唯一方法是嘗試對可能的輸入進行蠻力搜索以查看它們是否產生匹配項，或使用彩虹表匹配的哈希值。加密哈希函數是現代加密技術的基本工具。此外也包含Symmeteric encryption……等，這堂課受益良多。  
081	W16	309	94	  這堂課老師很仔細地講解了有關區塊鍊的概念、原理與生活應用，從關於企業冠上區塊鍊後股市大漲的生活利用、比特幣的使用再到何謂區塊鍊的定義，除了很常聽見資料在區塊中的互相流傳提升效益外，提到了細部放置的細節，一開始其實不是很懂放到節點後得到獎勵，然後還要再套用至整個鍊上，可是經過老師舉例後，反而很容易理解，就像我們在課堂上，老師要同學搶答問題然後給予鼓勵，之後再統一解釋那個最佳答案和應用，藉由區塊的整合達到效用，中間還解釋了保護區塊鍊不被破解的加解密安全演算法，整體的解釋配上動圖使人輕易理解，而且也還蠻完整的。對於我來說，這種看似虛擬貨幣新興的概念，實際上卻有如此完善的背後措施和原理去支配及整合，令我些許震驚。或許我還沒完全弄懂這個架構，但是經過今天的聆聽後，我更了解了一些區塊鍊的概念，老師在觀念的解說真的算很仔細，還提到了各個有關的應用，不過感覺在帶實作時會少了點實際應用的共鳴，但老師其實也很努力去完善在操作面上的指導，所以還是收穫了不少東西，謝謝老師用心的講解  
082	W16	129	67	  今天的演講內容是Blockchain Workbench，目前傳統金融交易的模式普遍是透過第三方，例如銀行來進行的，而區塊鏈就是去中心化，直接透過點對點的交易模式，每一個點都有屬於自己的帳本，而帳本資料會在多個點間共用，同時更新，減少資源的浪費，區塊鏈使用了以下技術:    * Hash function:不可逆   * 數位簽章:確保交易是本人，使用私鑰加密   * 公開金鑰、私鑰  區塊鏈的共識法則 : 維護系統的運作順序與公平性，例如比特幣共識法則PoW  區塊鏈是一個相對於傳統金融交易來的有效率的模式，雖然普及率不足，但在未來必定會成為主流的交易方式。  
084	W16	129	68	  Azure Blockchain Workbench的三大特色，快速啟動並執行 : 透過 Azure Blockchain Workbench，只要按幾下就能設定及部署協會網路。Blockchain Workbench 的自動總帳部署、網路建構和預先建置的區塊鏈命令非常適合用於開發/測試探索，可大幅縮短基礎結構開發時間。只要幾天就能建置應用程式，而不需要好幾個月 : 透過與應用程式開發所需的雲端服務進行預先建置的整合，以縮短開發時間並降低成本。將區塊鏈身分識別與 Azure Active Directory 建立關聯，以讓登入和共同作業更加輕鬆。使用 Azure Key Vault 安全地儲存私密金鑰。內嵌必要的訊息和事件，以透過服務匯流排和事件中樞來觸發您的智能合約。簽署、雜湊和路由工具會將訊息轉換成區塊鏈原生 API 所預期的格式。同步處理鏈上資料以及鏈外儲存體和資料庫，以更輕鬆地查詢證明並視覺化總帳活動。將您的區塊鏈連接到您的商務 : 利用 Microsoft Flow 和 Logic Apps，輕鬆地將區塊鏈工作流程與現有的系統以及應用程式進行整合。使用 REST API 擴充用戶端開發功能，並使用訊息 API 擴充系統對系統整合功能。  
085	W16	275	82	  在這堂課企業雲端應用趨勢與實務中，這次講課魏主任邀請到微軟的李傑偉講師進行演講，是關於區塊鏈的部分，區塊鏈是近年來非常受到關注的議題，也是許多科技業者正在做研發還有運用的部分，Azure Blockchain Workbench就是從雲端中建立區塊鏈的應用程式原型，解釋了非常多實用的部分，利用網路基礎結構簡化對開發的測試，也能透過雲端的服務做整合和延伸，讓其價值有更大化，速度也更提升，再開放、受信任並於全球推出更多的創新，區塊鏈連結到商務，讓工作也能做整合，許多聰明的功能都是讓客戶擁有更好的享受。  
086	W16	280	86	  今天請到了上次為我們分享課程過的李傑偉講師，這次的內容是區塊鏈，區塊鏈之前有上過資訊管理專題的課，所以還算熟悉，這次的授課內容先從區塊鏈是怎麼來的，從它的起源講起，有上了這麼多堂課，始終有一個想法就是發掘這些的人到底是怎麼辦到的，明明都是同為人類，為何他們就是能做出如此偉大的事，在這最後一堂課，我覺得在未來的職場中，要學習的東西還有更多，這幾位微軟講師帶給我們的知識。絕對能在我們未來的生涯中帶給我們許多用處，最後感謝老師與各位講師。  
090	W16	115	62	  今天微軟講師教授內容是Azure Blockchain Workbench, Azure Blockchain Workbench的目的是想要把三個區塊鏈主鏈整合在一起，可能目前技術面臨一些困難，所以從今年五月到現在仍然是待整合階段。Azure Blockchain Workbench 使用 Azure Active Directory (Azure AD) 來進行身份驗證，每次client端要與區塊鏈進行互動時都會經過 Azure AD，來管理使用者。Azure Blockchain Workbench 會自動生成包含 web 、 mobile (iOS, Android)，閘道服務 API：當此 API 接到請求時會轉發給off-chain SQL database，這些 DB 是 replica 的狀態且包含有 on-chain data，可以使用這個 Gateway service API 直接與區塊鏈互動，而不用透過用戶端 APP。訊息中介：使用Service Bus來達到 message broker 的功能，讓所有訊息統一在此處進行轉發，之後會有兩個consumer，來接收訊息，分別是 Database consumer (例如SQL database) 與 Storage consumer (Azure Storage)。分散式帳本技術：Distributed ledger technology (DLT)，將要寫到區塊鏈之前的元資料（metadata），轉發到transaction builder（建立交易訊息），signer（私鑰簽發） 與 router（轉發到不同區塊鏈）。DLT 監控者 與 Azure Monitor：負責監控與紀錄區塊鏈與 Azure Blockchain Workbench 之間的訊息。Azure SQL database：上面存放了一些區塊鏈的資訊，讓使用者可以查詢相關區塊鏈資料。Azure Storage：存放了關於智能合約或是一些大容量的檔案，這些功能如果能好好活用對於未來是十分重要的。  
