seatno	assignment	score	grade	comment
012	W12	193	85	  在這堂課企業雲端應用趨勢與實務中，今天11月5日一樣邀請到微軟的石江洺講師進行演講，石老師之前有來講課過，今天是第二次了，而今天除了之前的Azure的介紹，今天講解技術上微軟Azure的教學之外，跟上次一樣講了很多工作上的技巧跟技能，而我也很喜歡石老師上課的方式，因為除了死板板的技術之外講了更多工作上的技巧，我覺得這是自己學習時都無法學到的，而且石老師在教微軟Azure的功能利用很多經驗來舉例，讓我們更容易了解，聽了今天的講座我覺得很值得。  
013	W12	233	94	  今天講師在介紹Azure Machine Learning Services 時先是帶著我們利用傳統的方法來說明: 先由非監督分群: KMean (須先決定分群要分幾群) Hierarchical Clustering (由下而上長群, Cluster Dendrogram) 再來監督分類/預測:CART (由上而下長樹)、 Random Forest、 SVM (較不會過度擬合)、 XGBoost。  現在機器學習是當道的重要資訊產業，能夠在課程上有初步的了解真的是非常的受用。  之後講師也順便跟我們介紹了Azure Notebooks 是一款免費服務，且無需安裝任何程序，就能用來在雲端中開發和執行 Jupyter Notebooks。 Jupyter (前稱 IPython) 是開放原始碼專案，可執行程式碼 (Python、R 和 F#)、持續性資料等。  在知道有notebooks能用之後，就不用在另外安裝其他編譯器，真的是相當方便。  
014	W12	255	98	  今天是上次已經來過的石江洺講師來為我們上課，講師上次著重在跟我們分享大學出社會的事情、心態。這次是說Azure Machine Learning Services。Azure Machine Learning 可用於任何一種機器學習。這個服務為想要進行機器學習的開發團隊，提供了處理大數據的基礎建設、機器學習的演算法、硬體運算資源、以及將模型變成 Web Service 等服務，從傳統機器學習到深度學習，無論想要撰寫 Python 或 R語言或使用零程式碼/低程式碼選項，都可以在 Azure Machine Learning建立、定型和追蹤高精確度的機器學習和深度學習模型，很方便呢!  
015	W12	130	62	   ****  今天的講師是之前來過的講師，今天學習的是機器學習，我覺得很酷，感覺在教機器人東西，要告訴他甚麼東西是手機就要傳各式各樣的手機圖片及形狀告訴機器這些都是手機，然後讓他自己去判斷，我覺得相當有趣。  這星期還是有實際操作的課程，感覺每星期都有實際操作的課程，很喜歡實際操作的部分，可以讓我們加深印象，以及讓我們清楚講師所說的內容，講師也相當用心，幾乎所有的’講師都會一步一步教學，讓我們可以慢慢學習，這個講師還會而外分享一些東西，滿有趣的，雖然一直跑題哈哈，但我個人覺得這樣比較不會無聊。期待下星期的課，希望能學到更多東西。  
017	W12	277	100	  先了解資料，用如下傳統學習方法，不急著用深度學習。分為非監督分群KMean (須先決定分群要分幾群)、Hierarchical Clustering (由下而上長群, Cluster Dendrogram)與監督分類/預測 像CART (由上而下長樹)、Random Fores、SVM (較不會過度擬合)、XGBoost。任何資料都需要去了解做分析並加以應用，微軟提供Azure Machine Learning 可用於任何一種機器學習，從傳統 ML 到深度學習、受監督和不受監督的學習。 無論您想要撰寫 Python 或 R 程式碼或使用零程式碼/低程式碼選項 (例如設計工具)，都可以在 Azure Machine Learning 工作區中建立、定型和追蹤高精確度的機器學習和深度學習模型。  開始訓練您的本機電腦，然後向外擴充到雲端。  
018	W12	200	87	  這禮拜的課程內容是Azure machine learning，學期到了後半部，感覺教學內容也愈來愈深入和複雜，有時候會感到力不從心，當然還是得盡力的去吸收理解他。在資管讀書的這段時間，大家一定都有聽過機器學習，但裡面的技術如何去做應用，可能不太了解，很多專有名詞都需要我們重新去學習理解。很可惜的，這禮拜的講師講話速度太快，很多詞聽不清楚，連帶可能導致後面的內容也搞不清楚，有時候參雜一些英文很容易讓人搞混，實在是很可惜了一堂課的時間沒辦法好好的全部吸收學習。  
019	W12	171	75	  這節課是再說怎麼通過自動機器學習AI其中的ML可以幫助我們在商業中創新，像是市場行銷、營業額、服務、金融等等可以為業務用戶和最終用戶提供智能，動態的服務。  增強開發團隊的能力還是透過AZURE的機器學習和AZURE的數據塊使開發時能更方便且更輕鬆。介紹ML模型管理的四個步驟使我們更清楚還有ML的部屬方式它有兩種選擇一個是網路的服務性質還有LOT的模塊都仔細地介紹給我們聽。  最後介紹了ML自動化的功能的特色是基於微軟的研究、大腦訓練幾百萬次的實驗、過濾不確定因素還有隱私的保護(無須查看數據)  都是他們的一大亮點，也是我最印想深刻的。  
020	W12	126	62	  這次演講的講師是之前帶過我們實作Machine Learning的講師，而在上一堂課時，上課前講師有分享許多他個人經歷以及業界的一些觀點，那這次講師很快的就接續著上次後半堂課實作的部分，依然是講師邊實作我們也一同跟著操作，然而這次最令我印象深刻的事，是課堂間老師在實際操作時出現個問題，那同時我們也是遇到相同的狀況，老師一開始是向我們詢問有無人可以解決這個狀況，但當下是沒能立即解決的，但最終結果在過沒幾分鐘老師自己就摸索出來並解決狀況，果然待過業界好幾年，解決問題的能力相當的迅速且正確也並勿無有慌張的情形，這點真的是需要向講師好好學習，也意識到遇到問題如何解決真的是得靠經驗累積而成的。  
021	W12	239	96	               這禮拜石講師在介紹Azure Machine Learning Services + Azure Notebook using Python，石講師之前也有介紹過Azure平台。      首先先了解資料，以下傳統學習方法，不急著用深度學習。      A.非監督分群:        KMean (須先決定分群要分幾群)        Hierarchical Clustering (由下而上長群, Cluster Dendrogram)      B.監督分類/預測:        CART (由上而下長樹)        Random Forest        SVM (較不會過度擬合)        XGBoost        
022	W12	172	76	  今天的講師在前幾週有介紹過資料建立及數據分析的部分，前半節課講師一樣稍微帶到數據分析的內容，再慢慢接續到今天主要說明的Azure的機器學習，開啟Azure AI/Machine Learning服務。  今天講師也很常講到他過往的經驗，對於自己的專業要能很好的表達出與該企業的相關，或如何能展現在該企業的應用上，否則無用。  那其實近幾週我覺得內容越來越難，也越來越進階，對於實際操作等較為吃力且另外也要多做許多功課。像Azure或是Amazon這樣的大公司真的都很厲害，能夠同時提供這麼多服務。  
023	W12	157	68	  微軟利用了ai的分析能力和處理能力應用在各式各樣的行業中。舉例而言，在製造業中，我們可以利用ai來分析監視裝置中的影像，了解在工廠中每個員工或是每個器具、裝置的使用狀態，可以將閒置中的裝置找出來讓她進行工作堤身工廠的產值，也可以利用ai分析員工的工作狀態，了解員工的心理狀態或是工作的產能來調整員工的工作崗位或是管理員工。透過這些科技結合，我們可以大幅度的增加製造業的產能。在金融圈中，我們可以利用ai的數據分析，為客戶提供好的服務，讓客戶可以快速找到屬於自己的理財計劃。  利用ai的眾多能力，我們可以使我們的生活更加便利。  
024	W12	198	86	  基於Azure機器學習(Python的機器學習服務)  通過自動機器學習更快地開發模型使用任何Python環境和ML框架跨雲和邊緣管理模型。  Azure Databricks（基於Apache Spark的大數據服務）  大規模準備數據清潔數據，促進數據科學家和數據工程師之間的協作，訪問機器學習優化的集群  Azure ML工件（計算目標）  計算目標是用於作為web服務部屬時運行訓練腳本或託管模型的計算資源。可以使用Azure機器學習SDK或CLI創建及管理他們。您可以附加到現有資源。您可以先在電腦上面進行本地運行，然後再擴展到其他環境  
025	W12	239	96	  我發現想要瞭解 AI 整個運作原理與流程，不想要寫程式，可以從 Microsoft Azure Machine Learning Studio 著手，Microsoft Azure Machine Learning Studio 基本上是一個『機器學習』的快速學習工具，他有幾項優點，1.免安裝，只要申請帳號就搞定了。2.不用寫程式，只要拖曳『功能區塊』，再依據區塊需要，填入相關參數即可，當然，要寫點小程式，也是可以的。3.內建資料集，直接拖曳就可使用，不必解析格式。4.內建常用的演算法，也是直接拖曳就可使用，不必撰寫程式。5.可佈署成 Web Services，發佈給他人使用。在操作之前，要先對整個流程要有一清楚的輪廓。  
026	W12	109	60	  今天石講師給我們分享的是有關自動化機器學習的部分，其實在上次石講師來分享的時候我就覺得他分享得很活潑生動，所以這次看到又是他就覺得還滿開心的，這次也沒讓我失望。自動化機器學習是一個在給定數據和任務上學習和泛化能力非常強大的系統，但是它強調必須非常容易使用。自動化機器學習也可以看作是設計一系列高級的控制系統去操作機器學習模型，使得模型可以自動化地學習到合適的參數和配置而無需人工干預。石講師跟我們詳細的介紹了機器學習的種種知識。  是一個在給定數據和任務上學習和泛化能力非常強大的系統。但是它強調必須非常容易使用      原文網址：https://kknews.cc/code/9znon9b.html  是一個在給定數據和任務上學習和泛化能力非常強大的系統。但是它強調必須非常容易使用      原文網址：https://kknews.cc/code/9znon9b.html  是一個在給定數據和任務上學習和泛化能力非常強大的系統。但是它強調必須非常容易使用      原文網址：https://kknews.cc/code/9znon9b.html  
027	W12	212	89	  Azure Machine Learning Services提供想要做機器學習的資料科學家或程式開發人員一個圖形化的介面設計機器學習的資料與運算流程，並且提供依照需求的運算資源訓練出學習模型，最後以 Web Services 的形式來取用訓練好的模型。有了新一代的 Azure Machine Learning Services，最主要在開發、執行訓練測試的環境準備上幫了很大的忙，我們可以在一般的機器上進行機器學習專案的開發測試，而真的需要跑大量資料的訓練以及測試時，再把這個專案部署到合適的機器上進行運算。是個增加生產力的平台。  
028	W12	127	62	  今天又是淡江的大學長石江洺學長來為我們講課，可是他上課上到一半網路卡住，有點尷尬，他說其實企業給新人機會，大多數並不是因為他厲害，而是想給新人機會，   因為上次上課大多是都在講概念，沒什麼時間實作azure，所以今天一上課就在實作了，但中有蠻多error需要去解決的，有一點小複雜，需要去了解，希望我可以成功，他也說了出社會之後公司會用的程式語言百百種，所以了解程式語言的概念和操作才是重要的，他也說現在大多數使用的語言是python突然覺得很慶信自己有學過一點python，比其他人多一點點的基礎。  
029	W12	216	91	  Microsoft Azure Notebooks 是用 Jupyter 建構出來的，Juypter是一個互動式的筆記本，可以將程式碼與註記放在一起，方便與讀者互動，過去曾經上過的網路程式設計課，也曾經介紹過Juypter。  Google 與 Microsoft 分別依據 Jupyter Notebook 建立 Google Colaboratory 和 Azure Notebook 的雲端解決方案；Jupyter 其中 **Ju** 指的是 Julia 語言、 **py** 代表 Python 語言而 **r** 則為 R 語言。  進去以後按Clone，執行一個區段要按 Shift+Enter。另外常用到的功能是在前面加 ! 就可以執行 Shell 指令，例如：!pip install soundfile # Install pysoundfile package for wav I/O  這個指令是在需要額外安裝套件時運用的，或是想要執行一些 grep 或 awk 的指令，不過好像只有在Azure Notebooks 才行，拿到其他 Jupyter Notebook 不一定能用。  
030	W12	158	68	  11/26因為剛好要去兵役體檢所以請公假沒上到課，所以我就打一下兵役體檢的心得。一開始在醫院等的時候真的等超久，等到叫到號之後，就可以開始領自己的健康檢查單，之後就是一連串的排隊等檢查了，由於人數眾多加上現場場控有點混亂的關係，所以在做一些抽血、心電圖等流程時由於人都卡在那裡而等很久，並且由於我去的那家醫院的X光檢驗室離其他檢查的地方比較遠，所以前面的檢查完後還要最後去做X光檢測。整個流程包刮等待時間，算下來大概快3個小時吧，不過醫院的工作人員都蠻親切的就是了。  
031	W12	266	99	  今天的講師上次有來過，他還是教我們關於數據分析相關的步驟，之後教我們關於Azure Machine Learning 。可用於任何一種機器學習，從傳統 ML 到深度學習、受監督和不受監督的學習。 無論您想要撰寫 Python 或 R 程式碼或使用零程式碼/低程式碼選項 ，都可以在 Azure Machine Learning 工作區中建立、定型和追蹤高精確度的機器學習和深度學習模型。 而機器學習是一項資料科學技術，可讓電腦使用現有資料來預測未來的行為、結果和趨勢。 使用機器學習，電腦不需要明確進行程式設計就能學習。  
033	W12	212	89	  今天為大家介紹的是AZURE Machine Learning Service，提供開發人員和資料科學家各式各樣的生產經驗，讓建置、訓練及部署機器學習模型更加快速。採用領先業界的 MLOps (機器學習 DevOps) 加快產品上市的時間，以及促進團隊合作。在專為可靠的 AI 而設計之平台上進行創新。取得開放原始碼工具與架構的內建支援，進行機器學習模型訓練及推斷。使用熟悉的架構 (例如 PyTorch、TensorFlow 和 scikit-learn) 或可以在內部運作的 ONNX 格式。選擇最符合您需求的開發工具，包括熱門的 IDE、Jupyter Notebooks 及 CLI (或 Python 和 R 等語言)。使用 ONNX Runtime 最佳化雲端和邊緣裝置的推斷，從而加快其速度。  
034	W12	212	90	  # Azure Machine Learning 與 ML Studio (傳統) 有何不同How Azure Machine Learning differs from ML Studio (classic)    *     *   此文章會將 Azure Machine Learning 的特性、功能及介面與 ML Studio (傳統) 進行比較。This article compares the features, capabilities, and interface of Azure Machine Learning to ML Studio (classic).  ## 關於 ML Studio (傳統)About ML Studio (classic)  ML Studio (傳統) 是可進行共同作業的拖放式視覺化工作區，您可於該處建置、測試及部署機器學習解決方案，而無須撰寫任何程式碼。ML Studio (classic) is a collaborative, drag-and-drop visual workspace where you can build, test, and deploy machine learning solutions without needing to write code. 它會使用預先建置且預先設定的機器學習演算法和資料處理模組，以及專屬計算平台。It uses prebuilt and preconfigured machine learning algorithms and data-handling modules as well as a proprietary compute platform.  ## 關於 Azure Machine LearningAbout Azure Machine Learning  同時，Azure Machine Learning 會提供稱為設計工具 (預覽) 的 Web 介面 **與** 數個 SDK 和 CLI，可快速準備資料、定型及部署機器學習模型。Meanwhile, Azure Machine Learning provides both a web interface called the designer (preview) **and** several SDKs and CLI to quickly prep data, train and deploy machine learning models. 利用 Azure Machine Learning，您就能進行規模調整、取得多個架構支援、進階的 ML 功能 (例如自動化機器學習) 及管線支援。With Azure Machine Learning you get scale, multiple framework support, advanced ML capabilities like automated machine learning and pipeline support.  Azure Machine Learning 設計工具會對 Studio (傳統) 提供類似的拖放體驗。Azure Machine Learning designer provides a similar drag-and-drop experience to Studio (classic). 不過，不同於 Studio (傳統) 專屬的計算平台，此設計工具會使用您自己的計算資源、可調整規模，並與 Azure Machine Learning 完全整合。However, unlike the proprietary compute platform of Studio (classic), the designer uses your own compute resources, is scalable, and is fully integrated into Azure Machine Learning.  提示  我們鼓勵目前正在使用或評估 Machine Learning Studio (傳統) 的客戶嘗試使用 Azure Machine Learning 設計工具 (部分機器翻譯) (預覽)，這會提供拖放 ML 模組__加上__延展性、版本控制及企業安全性。Customers currently using or evaluating Machine Learning Studio (classic) are encouraged to try Azure Machine Learning designer (preview), which provides drag and drop ML modules **plus** scalability, version control, and enterprise security.  ## 比較：Azure Machine Learning 與ML Studio (傳統)Comparison: Azure Machine Learning vs. ML Studio (classic)  以下是快速的比較。Here is a quick comparison.  | Azure Machine Learning 設計工具Azure Machine Learning designer| Studio (傳統)Studio (classic)   ---|---|---   | 設計工具目前處於預覽階段，Azure Machine Learning 則為 GAThe designer is in preview, Azure Machine Learning is GA | 正式上市 (GA)Generally available (GA)   拖放介面Drag-and-drop interface | yesYes | yesYes   實驗Experiment | 使用計算目標進行調整Scale with compute target | 調整 (有 10 GB 的訓練資料限制)Scale (10GB training data limit)   介面適用的模組Modules for interface | 許多熱門模組Many popular modules | 多種Many   定型計算目標Training compute targets | AML 計算 (GPU/CPU)AML Compute(GPU/CPU) | 專屬計算目標，僅限 CPUProprietary compute target, CPU only   推斷計算目標Inferencing compute targets | 適用於即時推斷的 Azure Kubernetes ServiceAzure Kubernetes Service for real-time inference 適用於批次推斷的 AML ComputeAML Compute for batch inference | 專屬 Web 服務格式 (不可自訂)Proprietary web service format, not customizable   ML 管線ML Pipeline | 管線撰寫Pipeline authoring 已發佈的管線Published pipeline 管線端點Pipeline endpoint 深入了解 ML 管線Learn more about ML pipeline | 不支援Not supported   ML OpsML Ops | 可設定的部署、模型和管線版本控制Configurable deployment, model and pipeline versioning | 基本模型管理和部署Basic model management and deployment   模型Model | 標準格式 (可能會因為定型作業不同而有所差異)Standard format, various depends on the training job | 專屬且非可攜式格式。Proprietary, non portable format.   自動化模型定型Automated model training | 設計工具中尚未提供，但能透過介面和 SDK 取得。Not yet in the designer, but possible through the interface and SDKs. | 否  
035	W12	228	93	  Azure Machine Learning 可用於任何一種機器學習，從傳統 ML 到深度學習、受監督和不受監督的學習。Azure Machine Learning can be used for any kind of machine learning, from classical ml to deep learning, supervised and unsupervised learning. 無論您想要撰寫 Python 或 R 程式碼或使用零程式碼/低程式碼選項 (例如設計工具)，都可以在 Azure Machine Learning 工作區中建立、定型和追蹤高精確度的機器學習和深度學習模型。  使用 Azure Machine Learning Python SDK 或 R SDK，開始訓練您的本機電腦。. 然後可以擴充至雲端。透過許多可用的計算目標 (例如 Azure Machine Learning Compute 和 Azure Databricks) 及進階的超參數微調服務，您可以使用雲端功能更快地建置更好的模型。自動進行模型定型和微調。  當您有正確的模型時，您可以在 Web 服務中、在 IoT 裝置上或從 Power BI 輕鬆使用它。When you have the right model, you can easily use it in a web service, on an IoT device, or from Power BI. 如需詳細資訊，請參閱有關如何部署和部署位置的文章。For more information, see the article on how to deploy and where.  接著，您可以使用適用於 Python 的 Azure Machine Learning SDK、Azure Machine Learning Studio 或機器學習 CLI 來管理所部署的模型。Then you can manage your deployed models by using the Azure Machine Learning SDK for Python, Azure Machine Learning studio, or the machine learning CLI.  這些模型可被取用並即時或非同步地傳回大量資料的相關預測。These models can be consumed and return predictions in real time or asynchronously on large quantities of data.  另外，透過進階機器學習管線，您可以在資料準備、模型定型與評估及部署的每個步驟上共同作業。And with advanced machine learning pipelines, you can collaborate on each step from data preparation, model training and evaluation, through deployment. 管線可讓您執行下列作業：Pipelines allow you to:    * 自動化雲端中的端對端機器學習程序Automate the end-to-end machine learning process in the cloud   * 重複使用元件，並且只在需要時重新執行步驟Reuse components and only re-run steps when needed   * 在每個步驟中使用不同的計算資源Use different compute resources in each step   * 執行批次評分工作Run batch scoring tasks  如果您想要使用指令碼來自動化機器學習工作流程，機器學習 CLI 會提供命令列工具來執行一般工作，例如提交定型回合或部署模型。  
036	W12	185	81	  聽完了講師的說明後，對於決策樹的圖更明白了，並且學習到了machine learning的相關知識。機器學習提供開發人員和資料科學家各式各樣的生產經驗，讓建置、訓練及部署機器學習模型更加快速。採用領先業界的 MLOps 加快產品上市的時間，以及促進團隊合作。在專為可靠的 AI 而設計之平台上進行創新，這可以加速整體的機器學習生命週期。而且它是在開放及彈性的平台上進行創新，可以取得開放原始碼工具與架構的內建支援，進行機器學習模型訓練及推斷。我們可以使用熟悉的架構選擇最符合我們需求的開發工具。因此因此機器學習對於企業建置來說真的有非常大的效益。  
037	W12	145	65	  這次上課覺得，好像這些講座課要實際學都可以開一堂課，雖然教得許多但實際學習到的都是一些皮毛的感覺。容器是一個新的概念，同樣也可以在Azure上做一些操作，與我們原本所想的手機app不一樣，是更大更深更廣的概念，我很好奇他們在公司裡都在做甚麼，才能有這些介紹，雖然也不是很能理解，但也算是讓我有所思考以及收穫。如果可以直接實作某一個介紹的感念並且深入的話，可能會更能了解azure這個雲端服務的目的。其實自己以後要去小公司大公司什麼的也不清楚，在能力不足的時候是公司選你，能力強的時候是你選公司這個道理我能理解，希望自己能夠成為自己選擇想要的環境的人。  
038	W12	143	64	  今天請來了淡江校友，也有別於以往的探討技術類以及實作，主要是偏行銷業務的部分，對於系上很多未來不想從事資管系的同學來說應該很實用。  雖然是業務，但還是用很數據和科學的分法在教我們分析。數據分析通常一個點可以改變一切，而透過異常值分析，我們可能投入非常大量的資源只為了找出一個異常，但異常也許不代表是真的錯誤，都具有一定的參考價值，所以通常予以保留。  後面開始真正實作，Machine Learning那邊的流程講的很清楚，這個老師比較特別，他帶入很多自己的經驗和想法，雖然對於他的想法有些認同也有些疑慮，但也是給自己一個反思的機會!  
039	W12	174	77	  這禮拜一樣是石講師，介紹Azure Notebook & Machine Learning，課堂的一開始，有別以往直接透過簡報，而是先舉例實做給我們看，而後才帶回簡報。  而課堂中，石講師也有提到她在職場上的一些經驗分享，他告訴我們在職場上會報告的重要性，對於我們這個科系，若是不會報告可能就會一直是工程師，對於這個觀點我是蠻認同的，因為要清楚自己要表達的邏輯並表達出來，以及要用甚麼方式說服聽眾，才能使聽者認同自己的想法，這也是一門學問。  石講師介紹內容時，都會搭配舉例來解說，讓聽的我們比較好理解，也比較不會失焦。  
040	W12	192	84	  講座心得  今天邀請到的講師是石講師，是上次有來過的淡江大學長，這次上課的內容就有接觸到Azure了，但是講師還是一直跟我們講述觀念，程式碼這種google的到的知識都算是小事，我們自己的能力以及態度才是去面試工作時最重要的事情。講師其中還說道:企業會僱用我們有時候並不是因為我們的能力，而是給我們機會。所以當成功進到一間企業的同時，也代表考驗才正要開始，自己的能力能否帶給公司效益，如果能力不夠、態度不佳，隨時會被社會淘汰，這才是我們年輕世代最需要知道的事情。  
041	W12	164	70	  決策樹是一個利用像樹一樣的圖形或決策模型的決策支持工具，包括隨機事件結果，資源代價和實用性。 它是一個算法顯示的方法。  決策樹: 給的資料越豐富，資料可以更正確，餵入的資料也會決定你的結果，影響資料的方向 由下往上   目的不是找出分類，而是找出差異以用於決策   推薦方法: lgbm  優點：  可以生成可以理解的規則   計算量相對來說不是很大   可以處理連續和種類欄位   決策樹可以清晰的顯示哪些欄位比較重要  缺點：   對連續性的欄位比較難預測   對有時間順序的數據，需要很多預處理的工作   當類別太多時，錯誤可能就會增加的比較快  
042	W12	230	94	  今日的講師是之前有來講過課的講師，這週的內容延續上次他來時講的內容數據分析，然後在課程的一開始接續講師上次來的課程內容稍微講數據分析的部分，而後半段時間則進入到今日的課程Azure 的服務。  一開始先進入了Azure machine learning server 先建立一個Machine Learing server，而後講師開始詳細介紹Azure Machine Learing server。  這週課程講師實作及理論是穿插的講解介紹，我覺得實作的教學非常重要，因為實作才能夠加深學習的印象，而不是只是單純抽象的概念。並且我覺得機器學習這一個課程非常重要，因為要利用機器學習才可以使機器具有智能，而AI的智能的強度就要仰賴機器學習。我覺得機器學習的技術是現今社會科技發展所需要的技能，如果未來要走科技方面，如果會機器學習的話會非常有用。  
