seatno	assignment	score	grade	comment
011	W03	309	97	  下午來的業師Afra，為我們主講依些企業雲端運用的結構和教我們如何在Azure平台商開啟新增一個虛擬機器。但我覺得，今天的課程結束，我比較有感覺的部分是，在路引之前Afra所分享的同學們對於未來的發展。我覺得，如她所說，選對產業很重要，這也是一個我一直在思考的問題。看到她大學四年期間有四分實習，出了社會兩年，如今已經是一位在台賞侃侃而談的講師。看到這些我深感自己的不足，覺得還有很多需要加強學習的地方。回到今天業師所講的課程中，雖然說今天教了我們如開啟一個虛擬機器，但是對於此技術的架構和功能我仍然不是很了解。這幾堂課下來，雖然知道了Azure是一個具備多種開發工具的平台，而且只需使用付費。但是對於實際究竟如何運作，以及如何實用做出一個東西，我仍然不太了解這些東西的功能究竟能發揮出什麼用途。希望在日後的課程中可以學習到更多，也更加了解Azure這個平台。  
012	W03	267	86	  在這堂課企業雲端應用趨勢與實務中，今天9月24邀請到微軟的吳姵穎講師進行演講，一開始講師教我們有關「網路」的概念，因為我是預研生現在也在研究有網路相關的資訊及技術，因此講師教的內容對我非常有幫助。尤其有提到內網與外網的差別及應用，我也對這塊非常好奇，也對這塊比較不了解，但在講師講完後我也對這個部分比較了解了，後來還有提到有關網路層的架構或各層分別是甚麼，今天聽完這堂課後覺得吳講師的內容非常有用，而且講師也講解的非常清楚。  
013	W03	282	91	  講師臺風非常活潑，讓人忍不住想一直聽下去，說話風格也很符合我們平常聊天的方式，讓人沒有上課時的壓抑感。  講師介紹了azure storage裡會提供的服務像是azure的media service裡對影音平台所提供的服務相當多元，可以處理各種平台的影音資料。今天介紹的很多例子都相當生活化讓人能夠心領神會，像是解釋雲端的磁碟硬體跟電腦的磁碟不同之處。  Azure計算機可以看到微軟提供的各種服務的價錢明細，也跟我們介紹了，虛擬機裡的執行個體A.B機種的差別，若是我們要使用選B機種會較為適合。  講師的上課風格真的讓人很能提起興趣，讓人對於科技產業都能有所了解，未來或許我們都會走向科技產業，也有可能會需要開發自己的軟體，今天得知azure所提供的服務真的對於我們的開發會相當有幫助，有些真的是學校裡很難以得知的資源，能在一堂課中學到新知真的很棒，真是收穫滿滿的一堂課。  
014	W03	156	68	  今天是由年輕漂亮的吳姵穎 Afra Wu講師來上課，前面她在說她在大學時，參與了4個實習，並規定自己在這4個實習裡面找到自己最喜歡甚麼產業，聽到講師說在大學時期做了4個實習有嚇一跳，她把她的大學生活變得好豐富  然後分享她工作的主要標準是這3個  1.我覺得現在做這個事情對世界有沒有意義(有價值的事)  2.這個工作對我的成長有多多(多學習)  3.身邊同事是否是自己想學習的對象  之後介紹Azure Iaas，表單的底部Iaas有3個服務層面，computer、networking、strage，並教我們使用Azure虛擬機器。什麼是VM?簡單說就是就是在你的電腦上, 再創造出一台虛擬的電腦, 而這台虛擬的電腦, 功能幾乎和一般的電腦一模一樣，講師也一步一步教我們怎麼建一個新的VM。  
015	W03	244	79	  我覺得這星期的課比上星期有趣許多，首先講師相當細心，一個步驟一個步驟的教導我們操作如何開啟虛擬機，我個人很喜歡像這樣實際操作的課，它不像書面課本只是帶過，要回家再自己操作，像這樣在課堂中直接操作我們能從中學習到的更多。在上這堂課之前，我是完全沒有開過虛擬機，也不知道虛擬機的用法，然而從課堂中，我瞭解了虛擬機背後的需要運行完整作業系統，也更瞭解虛擬機的技術及應用層面，可以說是比上星期收穫更多，但我覺得兩堂課要學會的東西其實滿多的，而且礙於時間的關係，感覺講師還有很多東西可以教導我們，課程有點緊湊，覺得在時間的安排上可以再做調整，才不會講師準備很多，卻沒有機會教完。現在有點期待下星期能學到甚麼。  
016	W03	257	84	  講師和活潑，也會舉例說明服務之間的聯繫、架構。  今天講的是Iaas，虛擬機服務。如何開虛擬機？如何大量開啟虛擬機？（同型號、規格、系統，一次100個）。Blob storage物件導向儲存（需要時可以再存到db）。Azure的定價計算機，可以知道很多資訊、花費等等。選擇區域是可以看到地價、使用率高低的關係所以價錢會有高低之差。虛擬機的費用關乎於作業系統的license的價位。即將新增服務logic app，可事先預測零件損壞，讓維修員先準備零件更換。B系列的VM是集氣形的VM，要小心，一般使用會很慢，有時可使用到高於規格的速度。這邊建議D系列，A系列較為老舊。  
017	W03	232	77	  這堂課帶我們學習微軟的Virtual Machine，VM又分成各種系列不同的RAN，不同的GPU等，像是B系列、N系列、還有SAP專用的虛擬機等等。過去大家都會把資料全部放在地端(DB裡)但現在可以利用雲端，將資料放在虛擬機器上。也介紹IaaS中較重要的Storage，許多服務也都在這像是Media Servier等服務。’也講述IaaS中屬Network範圍中的服務像是NSG、Load Balancer的服務。也重頭開始讓我們開設一台Virtual Machine從版本、size…等等，讓我們習知如何就夠一台VM。也讓我更加認識微軟的Virtual Machine還有他上面的服務。  
018	W03	334	99	  今日的講師帶領我們建置虛擬機器，並且介紹微軟提供的IaaS各項服務。講師介紹的非常詳盡，每遇到一個詞都會停下來為我們做詳細解說，感覺非常細心，不過可能是因為我網路學的不好，好多名詞都是第一次聽過，也覺得非常難以理解。今日課程下來，讓我覺得微軟遠比我想像的還要更加龐大、厲害，感覺在每個部分都做得很完善，考慮使用者的需求，進而發展出符合使用者各項需求的系統，進而讓使用者能建置屬於自己獨一無二的一套方案，除此之外，今天也認識到了各個儲存體複寫的方式，感覺非常的充實。  
019	W03	188	70	  很高興有這個機會能聽到這位講師的演講，他不僅詳記介紹了Iaas還在閒暇時跟我們分享了她自身選擇工作的經驗讓我們參考。  在演講的過程中我知道Azure的層級類型分為五個 compute、networking、storage、security and management。由其是compute裡的虛擬器又分為好幾種，可以依照客戶的需求使用適合自己的虛擬器。而storage最重要的是很多服務的底層都是storage，其中blog storage是物件導向的儲存服務，也是最經濟實惠的儲存體。因為過去很多公司會把資料寫入data base裡，但是在雲端上不是所有的東西都放在DB裡也可以將資料放在儲存體裡，需要時再取出來用，  但相對它取用時也需要一段時間，所以不能存放需要隨時取用的資料。簡單介紹完架構後講師用帶著我們一起用用看虛擬器告訴我們如何開啟如何使用，概念的介紹加上實際的操作使我們更清楚也更了姊她在說什麼。  
020	W03	247	80	  今天的微軟的講師相當年輕今年才24歲而已，基本上是一畢業就進了微軟公司，一開始講師提到她大學的經歷，從進大學就已經決定好大學期間的目標，來確立之後畢業的方向，雖然現在對我們大四生來說聽到這種經驗分享已經算有點晚了，但機會永遠是給準備好並積極尋找的人，所以剩最後一年，好好規劃相信也一定可以找到自己的目標及方向的。  而今天講師的主題主要是介紹虛擬機器VM，並帶著我們實際於Azure平台建立自己的虛擬機器。在這之前，自己真正實際接觸並使用虛擬機器，其實就是在專題製作期間使用到了系上提供的虛擬主機來架設網站，而由於當時是自己摸索的其實也不勝了解虛擬主機的架構及操作等等，那藉由今天講師的詳細介紹以及分享實例，了解到了虛擬機器會因應不同的服務性能等等而產生不同的系統，更加了解到虛擬機器的強大功用。其中講師也有部分提到與VM有相關的服務，但由於時間的關係，感覺講師準備了很多但實際介紹不完，覺得有點可惜，還是很謝謝老師請到這位講師來為我們演講。  
021	W03	269	86	  這禮拜的講師其實還蠻活潑的，傳授內容也很詳盡，其中最令我印象深刻的便是Azure儲存體複寫方法。Azure儲存體複寫方法分為四種，其一是LRS本地備援，其二是ZRS區域備援，其三是GRS異地備援，其四是ZA- GRS讀取權限異地備援，這四種複寫方法是我聽了這堂講座才得知的，因此我印象特別深刻，也因為講師的語調活潑，讓我覺得聽的很舒服，吸收特別好。那我覺得聽了兩個禮拜下來的講座，我覺得這種上課模式也不錯，每次上課都有不同的新東西可以學習，聽不同人分享有不同的感受、觀點，共通點就是都可以收穫良多  
022	W03	257	84	  這一週的講師非常年輕漂亮，在開始講微軟的技術以前，她還先分享了她大學時期的實習經驗及對於工作的選擇條件，我認為這部分非常受用，最印象深刻的一點是，同事或上司必須要是值得學習的對象，環境影響的程度很大，因此在一個充滿學習對象的環境，也能讓自己更有效學習並學習到更多。  接著進入正題，從Azure雲端的面板個人化設定到創建自己的雲端空間一步一步仔細教學，仔細介紹各個功能按鍵，且讓我們同時跟著操作，藉此可以更清楚了解如何從頭開始使用。  
023	W03	275	88	  今天的講習主要在講解虛擬機的使用，在課程最開始的時候講師先是為我們介紹Mediaserver來引入課程。再逐一介紹Azure中各式各樣的服務，先是介紹Azure的儲存體的複寫方法，azure可以透過不同的備援等級來提高儲存的安全度。再來是虛擬網路的服務的介紹，在雲端的技術中許多功能都建立在網路伺服器上，有了Azure的服務就可以更完整的掌握這些功能的運作。在課程的實作階段，講師也告訴了我們Azure介面的意見反應跟服務管理等功能。也經過了這次的課程，我對Azure的介面更加熟悉，了解了許多功能的使用方式。  
024	W03	276	90	  經過上周一堂課過後，我更了解Azure的運作模式，他有很多我想像不到的功能，虛擬機的應用我稍微感覺到一點基礎了，原本我一點都沒想過應該要怎麼開始，我認為這堂課真的可以學到很多，每次都有心得使用跟體驗帶給我們，讓我對azure了解很多，比第一堂課還在慢慢註冊到現在的應用，讓我很有成就感!  
025	W03	275	89	  今天的講師是一個只比我們大兩三歲的學姊，雖然整個課程聽下來後，很多詞彙和專有名稱我都沒有聽得很懂，但有講到SAP和ERP，為什麼我對這個很有印象呢？因為我媽媽就是在做這一方面的，她現在做的工作就是幫別的公司導ERP，她也有問過我想不想學，想不想去她們公司做做看，而我也對ERP這方便開始越來越有興趣，我想在我畢業之後會想去學學看這方面的系統。學姊在這兩堂課也教了我們很多，像是BM狀況CPU狀況，還有可以從哪看到你是不是被駭了，被誰駭客，可以設定通知你記email或是直接關機，這讓我學到了很多也讓我知道了不少資安的知識。  
026	W03	245	80	  吳講師她講述了她曾經扮演了些什麼角色，其中有提到她曾經作為後進的提攜人，我覺得特別激勵人，因為作為一個受後輩景仰的前輩是我很嚮往的事，我一直以來都在努力成為一個這樣的人，除此之外她也跟我們分享了之前在Garena的工作經驗，這也很吸引人，因為融合了我打電動的興趣，可以理解她說的那些工作量，也能想像這工作的有趣之處。除了這些分享之外，她主要還教了我們如何架設虛擬機器，講解生動，讓我們聽得不會覺得枯燥乏味，明明年紀跟我們相近，卻懂得那麼多，值得我去學習。  
027	W03	259	84	  IaaS是一種即時計算基礎架構，可通過Internet進行配置和管理。 它是四種類型的雲端服務之一，以及軟件即服務SaaS，平台即服務PaaS和無服務器。IaaS可以根據需求快速擴展和縮小，只需要為使用的部分付費。 它可以幫助用戶避免購買和管理自己的物理服務器以及其他數據中心基礎架構的費用和復雜性。 每種資源都作為單獨的服務組件提供，只需要租用一個特定的組件即可。IaaS的優勢在於消除資本支出並減少後續成本、改善商務持續性與災害復原、更快速地因應變動的商務狀況以及更加的安全性。  
028	W03	274	88	  這堂課老師很用心很年輕，感覺很有學問，老師也很有趣，教導我們怎麼虛擬機器，有點複雜，要好好的熟悉才能夠比較順暢的操作，感覺這堂課很受用，如果好好學習的話，以後一定會用得上，畢竟現在是網路的時代，以後每個工作都需要用到網路，所以希望還在淡江的時候可以多吸收一些資訊，多聽一些業界老師的想法看法，對之後的工作都一定會有幫助，我覺得這堂課最棒的就是，業界老師上課，能夠聽到別於淡江教授的授課方式，我真的覺得很棒!  
029	W03	91	63	  不論是用哪一家的「雲服務」，除了要實際花時間去了解其差異性之外，最重要的是Application服務本身的程式及網站架構。  有心想發展Mobile Application，且會有Server端的企業主請千萬、務必要懂得善用「雲服務」！雖然VPS和「雲服務」的本質都是建立在Virtual Machine的結構上，但是其底層架構、穩定性、未來的擴展性及配套服務不是VPS可以比得上的！  以台灣來說，若有把伺服器託管在ISP機房的企業是真的要開始把服務移到「雲服務」上，否則會發現自己的經營成本比採用「雲服務」的競爭對手高出好多、好多。  note:  Agenda  Azure  雲端服務模型  o/s以上的層級  Iaas層級的服務類型:  1\. compute  SAP虛擬機器  VM Scale Sets:一次可以開大量的機器  2\. storage:  Media Services(維持運費成本高)  Blob Storage  data center(微軟沒有)  Azure Load Balancer  Application Gateway and WAF  3\. networking  
030	W03	272	87	  今天很高興能聽到吳姵穎講師跟我們分享新的東西，首先跟我們介紹IaaS層級的服務類型(Compute、Network等等)，再來比較有實際操作的是在跟我們介紹Azure儀表板，並且跟我們介紹儀表板上的功能如意見反饋、設定等。  此外，印象最深刻的便是讓我們實際建立一個虛擬機了，從虛擬機的規格、自訂虛擬機的名稱、進行網路的設定等，詳細的跟我們介紹虛擬的設定跟規格，與服務所對應的價錢。  上完這堂課後，認真的覺得姵穎講師很厲害，明明才比我們大個3歲卻懂得這麼多東西，也有這麼豐富的工作經驗，以後希望以她為目標努力，讓自己越來越專業，並學會更多東西。  
031	W03	343	100	  今天的講師非常的年輕漂亮且專業，對於Azure的介紹也非常扎實，這次講師所提到的概念又更多了，也詳細介紹了微軟雲端服務的介面跟虛擬機。也講述了像建置價格及速度等等的優劣。講師也提到了關於vpn連接的一些概念，也實際帶我們操作了建置虛擬機的一些步驟，這對我們小組期末的時候的建置應該會很有幫助。  
032	W03	254	82	  在這禮拜的課程中，了解到許多 Azure 的計價方式，以及不同規格的虛擬機所適合的不同工作，還有如何有效的利用儲存空間及預算，不會去花冤枉錢。講師還講了在伺服器端所做的網路管理，例如分流、來源位置分析等，工非常強大也很實用。在課程的後半段，也一步一步的教我們如何架設出一台虛擬機，從選擇機台、儲存空間，一直到在桌面上遠端連線，講解的非常清楚。  
033	W03	111	64	  今天是由僅僅大我們2屆的女講師來分享，他提到BLOB STORAGE在商業上與顧客互動時所需要注意到的問題，AZURE STORAGE 當中有區塊儲存體BLOB、QUEUE、TABLE等等，AZURE 儲存體的複寫方法 ，一份資料會同時有三份備份，一座DATA CENTER 會有很多BUILDING，一個REGION有很多DATA CENTER 。橫跨不同棟資料中心，水電分開，區域備份多保障。異地備援跨REGION。最高階的，用戶擁有讀取權限(其他作為USER無法檢視)，以隨興查看，價格差異的備援等級。  使用不同DATA CENTER服務價格不同， 美國地價便宜服務便宜，台灣沒有所以使用日本或東南亞。購買的VM裡面已有LICENCE的金額，LOGIC APPS需要跟其他系統做串接，進行預測性維護用ERP系統查，並且通知維修人員。需要跟ERP串接，可以使用拖拉式工具VM條件+動作，自動化串接服務，而VM不同等級，一般情況選擇D系列，A價錢最便宜最老舊，不推薦。  所有服務需要存在一個虛擬NETWORK裡，網路為較低階層，微軟host，企業會有個人內網有保護(防火牆)，雲端服務納入內往保護，建立VPN sit 2sit/ point 2sit，還有拉專線，納入內網的IP不能重複，有些不想放客戶個資，透過INTERNET非常危險，透過TUNNEL可以做到防護，而這有可否放入VNET的差別，跟虛擬網路做串接，  NETWORK SECURITY GROUP用於過濾那些可以進來可以出去，可以管理port或封鎖 。  LOAD BALANCER 掛網站(大型)的時候USER進來，需要很多SERVER 去 HOST，而這個能做到怎麼辦定連線機器。  我覺得我在今天的演講中獲得很多資訊，非常有趣，作為一切的基礎--網路，對他的了解是必要的知識。  
034	W03	177	69	  今天對虛擬機器更加了解了！  第一次登入虛擬機器~  雖然我覺得講師講的有點深...  就是前面太多種系統了  老師還說資管系應該會知道....  但我真的完全很多都第一次才看到  很多系統聽不太懂  至少對我以目前的階段 其他的無法吸收太多  只能記憶今天主要的重點 Issa  我後面發現Azure真的很厲害  居然可以操作那麼多系統  像老師今天舉例的NetFlix  我們都沒想太多  原來真的輸入都不同  平板 手機 電視等  背後都需要這些系統運作  那第一次登入虛擬機器還有點陌生  希望可以多做幾次  慢慢熟系  
035	W03	265	85	  這周來上課的講師竟然才大我們2歲而已!就覺得別人在我們相同年齡的時候已經非常清楚自己想要什麼，也在大學4年找了4份實習，聽起來就非常充實。反觀自己現在還不知道我想要的到底是什麼，也不知道喜歡的產業或工作。雖然我可以畢業後再去慢慢尋找，只不過別人在畢業前就找到了，但我還要再花個2.3年去摸索，起跑點已經輸了，所以以後一定要更努力才行。就要花比別人2.3倍的時間與努力才能趕上這些人的腳步。最怕的不是自己不努力，怕的是比你聰明、條件比你好的人比你還更努力!  
036	W03	294	94	  今天聽了講師的講解後，我對於雲端又有了更深入的了解，除了原本就有概念資訊安全，經過了講師的一番說明後，我們不僅可以確保整個企業的可用性、安全性、效能和成本，也可以與內部部署環境之間有一致的方式開發、測試、執行和操作。並且在講師的帶領操作之下，對於虛擬機的新增與操作，也有一個初步的了解，其中最讓我驚訝的就是VM中的Monitering，這對於資料的監控與問題查看，有著十分重要的地位。雖然對於VM的金錢成本方面，我們可能沒那麼多資本，但如果我們會了這門技術，在未來進入企業，一定會有很大的幫助。總而言之，最讓我吃驚的就是VM的資訊安全性，Security Center對於整體資料的防護可說是非常強大，將來如果有機會，我一定要親自實際再操作看看。  
037	W03	309	98	  雖然很認真的聽講了，但還是有許多聽不懂的地方，所以我們這堂課是要學習微軟的Azure平台如何使用對嗎?如果是的話那還在努力步上軌道，畢竟有好多東西好像是進入業界工作會使用到的。 聽完今天的演講不禁開始思考，自己是不是也該對未來有多一點的規劃，在交換計畫回國後應該有目標的去找尋工作，讓自己能夠跟著安排的進度不斷進步。能在24歲進入微軟的人應該不在多數吧?這個好像跟課程比較不相關，但的確是這次課程演講聽完後的心得沒錯，希望自己也能朝著一個明確的目標去努力，成為一個優秀的人。  
038	W03	129	65	  今天對於Azure又有更深的一層認識了，也對於Microsoft Azure Virtual Machines有了初步的認識。以前完全不認識virtual machines，不知道那是什麼也不知道其用處，只是誤打誤撞使用了淡江軟體雲，今天終於對VM有初步的認識與體驗。也對於Microsoft在VM與Azure上的結合感到驚奇，在各方面都比一般VM還要加強許多，也結合很多強項。對我來說最重要的是其user friendly的介面，在使用上非常容易上手，即使從未接觸過VM也能操作成功。今天的講師所講的內容也很清楚明瞭，讓人感覺非常充實，有種在參加workshop的感覺。近年來，感覺到微軟積極想攻占雲端的市場，對於這件事我也十分好奇未來會演變成甚麼樣的雲端市占率。  
039	W03	274	88	  這禮拜的演講者，在她一開始自我介紹時就讓我驚豔及佩服，在大學就已經有四次實習的經驗，因為在剛上大學的我，根本就沒想到要實習，也不知道實習對自己的重要性，早點開始實習可能現在就不會這麼迷茫，不知道自己喜歡什麼產業了。  而這禮拜演講者是介紹Iaas層級的服務類性，從虛擬機開始介紹，我才知道原來Azure的虛擬機來有分很多種。另外印象深刻的是，演講者介紹Azure的儲存體複寫方法，原來我們在上面儲存的一筆資料Azure會複製成三份到不同的data center上，而也是第一次看到data center長什麼樣子，比我想像中大很多。  這次也是介紹了很多Azure的服務，演講者很用心的介紹，還帶著我們實作虛擬機，這堂課一樣是受益良多。  
040	W03	335	99	  課程心得  今天請到微軟的吳講師來幫我們上課，吳講師僅僅只比我們年長兩歲，就可以受到微軟公司的重用讓我相當的佩服。今天的內容是介紹虛擬機，在我們製作專題的時候，有稍微的接觸過虛擬機，基本上網站上就是在學校的虛擬機上建置的。而今天吳講師也透過azure讓我們自己親手操作、建立一個屬於我們自己的虛擬機，讓我們在虛擬機的觀念還有操作上更加得清楚。  
041	W03	208	73	  今天上的是微軟的虛擬機器使用，我覺得虛擬機是很聰明的發明，它是一個可以建造環境的特殊軟體，再基於這個軟體所建立的環境來操作軟體，非常酷，運用虛擬機器可以在既有的硬體設備上，發揮最大的效能，讓一樣規格的硬體設備，更有效率的運用。  今天使用的是微軟公司提供的VM體驗，申請AZURE帳號，就可以免費體驗，它有些不錯的功，例如可佈建14佈虛擬機器，佈建50個虛擬網路，每月還有8T儲存空間，而且在VM上可以選擇想安裝的OS，不管是linus或常使用的windows都可以安裝，如果想要一台電腦有兩個以上OS，就可以裝一個VM，享受多重感受。  
042	W03	95	63	  這次的企業雲端應用趨勢的課上的是 Azure 基礎結構及服務(IaaS) - Compute & Storage & Network，而這次的講師是只大我們兩歲的超年輕24歲正妹講師，一畢業就入微軟上班，如今已在微軟工作兩年，我覺得他真的很厲害，在正式進入這是講授的課程前，跟我們分享她的實習經驗，也提供跟教我們一些實習有關的建議。  Infrastructure as a service(IaaS)是基礎架構及服務，這是一種即時計算基礎架構，通過網路進行配置和管理，可以根據需求快速擴展和縮小，並且只依據使用的部分付費。正式進入這次的IaaS主題時講師講授課程非常仔細跟認真，有些部分知道我們不太瞭解還會停下來更詳細說明，讓我們可以聽懂。  在最後我們也有實作操作Azure的服務- 虛擬機器，講師教授我們如何利用Azure這個平台架設開啟虛擬機器，每一個步驟他都很仔細也慢慢地教我們，他也告訴我們虛擬機器如果沒有在使用時要關閉不然會燒錢，在虛擬機器的部分微軟是以時間來計算價格，因此要非常注意。  這次的課程讓我們了解了IaaS，也讓我們學會如何利用Azure架設虛擬機器。  Azure IaaS – Compute & Storage & Network  
043	W03	208	73	  今天的講師主要介紹的Azure services的虛擬機器，其中他還介紹了VM Scale Sets它可以進行開啟大量的虛擬機器，而這些虛擬機器都是同一型號、規格來服務同一個系統，這樣就可以在面對需要大量虛擬機器服務時，減去還須慢慢開啟相同規格的虛擬機所號耗費的時間。而為甚麼虛擬機還要分種類，因為每個應用系統、每個服務所需要的CPU、RAM的比例是不一樣的，所以不同的服務需要不一樣的虛擬機器來進行服務。今天講師還一步一步的教我們如何利用Azure來開啟自己所需要使用到的虛擬機器。Traffic Manager是一個DNS Level的服務，可以藉由不同模式，回傳給客戶相對應的FQDN。  
045	W03	298	96	  今天邀請到的講師跟上次一樣，同樣是微軟的講師，但今天針對了虛擬機的部分多做講解，包含如何確定虛擬機工作負載以及如何配置虛擬機ＩＰ地址，可用性，可伸縮性和安全性，還有如何管理虛擬磁盤。這一切似乎都把過往的東西虛擬化了，一切都感覺變得那麼的不真實，在雲端上好像什麼都能完成，這就是微軟致力於現在所發展的東西，將一切都搬上雲端，這讓所有的服務都變得更加方便，這樣的想法讓人歎為觀止。  
