seatno	assignment	score	grade	comment
020	W05	196	73	  這次的講師所介紹Azure上的服務是DevOps，是一種重視「軟體開發人員（Dev）」和「IT運維技術人員（Ops）」之間溝通合作的文化、運動或慣例。透過自動化「軟體交付」和「架構變更」的流程，來使得構建、測試、發布軟體能夠更加地快捷、頻繁和可靠。 一開始講師也是概觀講述了DevOps的概念以及其包含哪些功用及服務，簡單說就是將people、process、products這三大元素串在一起，透過DevOps使得三者之間互相能好好運行，講師將DevOps服務分為五個區塊，Board 剪貼簿、Pipelines自動化建置軟體 、Repos 、Test plans、Artifacts 控制企業內部下載。  介紹完後，講師也就開始實際帶大家操作建置起其中一項服務，但不同過往其他講師的建制方式，以前大多的服務都是在Azure平台上的使用者操作介面上點擊按鈕選項等做設定，甚至可以直接用預設的模板就可以順利快速的建置起一個專案，但這次使用了不同的方式還包含了打指令程式等相較之前較為繁雜的步驟，所以當下有一點跟不太上講師的速度，所幸講師也有提供一個網址內有詳細的操作步驟，之後可以好好的建置起來。  p.s老師不好意思 我交錯周次學習單 第五周的學習單我寫在第六周去了... 抱歉沒注意到 以至於遲交第五周的學習單  
021	W05	239	93	  這禮拜的講師是一個男講師，講的滿專業的，不會讓人想睡覺。大致上在講Azure DevOps提供開發維運工具，包含面板、管線、倉庫、測試計畫、組件等。其中，倉庫類似GitHub供存放不同版本的程式料，可以觸發管線於不同程式平台進行平順部署(Continuous Deployment,CD)，使企業服務在版本更新時平順不中斷。  
023	W05	253	98	  這禮拜的課程主要是要來介紹DevOps的功能，DevOps 是開發 (Dev) 和作業 (Ops) 的複合，透過人員、程序與技術的聯合，可持續不斷為客戶提供價值。DevOps 可以整合團隊的分工，讓先前各自獨立的角色 ，例如:開發、IT 作業、品質工程和安全性等，互相協調並共同作業，以生產更好、更可靠的產品。藉由採用 DevOps 文化特性和 DevOps 做法及工具，團隊能更妥善回應客戶需求、對其建置的應用程式更具信心，並更快速達成業務目標。  透過Azure的DevOps的功能，我們可以簡單的做到整合與資訊傳遞、版本控制、結構式的控制管理程式碼。讓開發的過程更加地順利流暢。在團隊開發中，也可以藉這些資源達到更好的效率  
024	W05	191	70	  Azure學到現在，這次講了Azure的DevOps，DevOps（Development和Operations的組合詞）是一種重視「軟體開發人員（Dev）」和「IT運維技術人員（Ops）」之間溝通合作的文化、運動或慣例。透過自動化「軟體交付」和「架構變更」的流程，來使得構建、測試、發布軟體能夠更加地快捷、頻繁和可靠。軟體和網際網路已經扭轉整個世界和其中的產業，不論是從購物、娛樂到銀行。軟體不再僅僅是支援業務；而是成為業務中每個部分的整合元件。許多公司透過以線上服務或應用程式形式交付的軟體，在各種裝置上與客戶互動。這些公司也透過將價值鏈中的每個部分 (例如後勤、通訊及營運) 轉型，以使用軟體來提升營運效率。這種方式與 20 世紀的實體商品公司相似，他們運用工業自動化來轉變設計、製造和交付產品的方式。而在現今的世界，公司必須轉變建立與交付軟體的方式。  
025	W05	143	62	  這次一樣是講Microsoft Azure 的程式教學，Azure 是一個雲端平台，現在我們要進入雲端平臺是非常方便與快速的，我們可以不用投資大量的時間、軟硬體設備以及避免冗長的採購程序在我們的環境中實現出來，雖然雲端平臺如此方便但還是有些衍伸的議題出現。  在 Azure Marketplace 裡有各式各樣的內容，有虛擬機器的映像檔，也有開發人員的加值服務以提供各類 API 來讓開發人員使用。  
026	W05	229	89	  黃講師今天跟我們分享的內容很專業，中間夾雜了很多專有名詞，有些東西其實聽不太懂，都要查一下翻譯，不過可以聽得出來黃講師是很有專業素養的，聽這種有料的分享其實還挺爽的，他還教了我們Bash的Coding雖然我從來沒有看過這個系統，但是講師的教學都很詳細，Cloud shell這個功能甚至可以透過程式碼下載或是解壓縮檔案，而不用看到檔案本身，還滿有趣的。這個Azure DevOps的練習還挺複雜的，不僅僅是程式碼，還夾雜了許多艱深的英文單字，有些真的看不太懂，但是有些又不能自己摸索，程式碼寫錯位置之前打的就會付之一炬，真讓人頭疼。  
027	W05	132	61	  Azure DevOps的前身是VSTS(Visual Studio Team Service)，它提供了程式碼版本控管、CI、CD等流程操作，除了可作為專案程式碼控管的管理工具外，也支援許多敏捷開發管理必備的工具(Board、Test、CI & CD Pipeline等等)。在雲端部署上，它能夠迅速將CI、CD流程與Azure App Service結合。在團隊溝通上，也能將部署相關資訊整合到Microsoft Teams團隊協作平台。DevOps不是一項技術，而是一種互助、互信、互利的精神。DevOps 的優勢在於採用 DevOps 文化特性、做法和工具的團隊可獲得更高的效能，也能更快速建置更好的產品以提高客戶滿意度。  
028	W05	194	72	  今天主要是介紹 DevOps，說真的我完全沒聽過這個東西，講師講了我還是覺得很模糊，於是乎我就自己上網查了一下，DevOps 是集文化哲學、實務與工具於一身的結合，可提升組織快速交付應用程式和服務的能力：相較於使用傳統軟體開發與基礎設施管理程序的組織，這種作法能更快速地開發和改進產品。這樣的速度讓組織可以提供更好的服務給客戶，並在市場上更有效率地競爭。看完之後稍微懂了，然後就開始了連串我更搞不懂的操作了，講師有點講太快我跟不上，但我很想知道到底是在幹嘛，所以研究了一下老師給的GitHub，我的天啊還是看不懂  
029	W05	151	63	  Dear老師我上週交錯作業到W6...  Microsoft Bot Framework，更多被簡稱為Bot Framework是一個開發chatbot最主要核心的工具。透過使用bot framework開發有一些好處寫一隻code，能夠部署到不同的平臺，如果我有三個客戶分別使用facebook、Telegram和Line，原本需要用三分code分別對這些平臺做開發，但是透過bot framework，只需要一份code就可以在這3個平臺使用，如此一來可以減少寫chatbot底層的一些處理，而專注在chatbot的業務邏輯，chatbot有很多細節例如：如何記錄使用者之前回答過什麽，一些關鍵字的紀錄，或是呈現内容多元譬如化圖文式的方式顯示，也有多元的互動模式譬如簡單的是與否的回答，以及選項式回答。這些底層的功能bot framework都有提供。  
030	W05	273	100	  今天上的是黃承皓講師所介紹的Azure DevOps，Azure DevOps能讓先前各自獨立的角色 (開發、IT 作業、品質工程和安全性) 互相協調並共同作業，以生產更好、更可靠的產品。藉由採用 DevOps 文化特性和 DevOps 做法及工具，團隊能更妥善回應客戶需求、對其建置的應用程式更具信心，並更快速達成業務目標。  再來便是讓我們所實作的地方了，在實作的地方我覺得講師一開始講git的時候有點太快讓我有點跟不上，然後又是比較要打程式碼的有點小困難，但他介紹的東西真的是蠻認真的，也讓我吸收到了很多新知，希望之後的課程也能學到更多東西。  
031	W05	195	72	  今天的講座描述了分支跟主線的重要性，build一個linked store在對於軟體架構有很強的關聯性，當進到azure介面的時候，發現他編譯的過程是有紀錄的，這樣的設計還蠻人性的，對於上代版本跟下代版本的的比較也是非常合乎業界地要求的。自動化編譯跟自動化部屬也是很方便，雖然在業界可能網管人員需要求權限。透過指令對azure進行建置的時候看起來有一點複雜，看來回家還需要多去看一下教學。在下指令的時候，路徑很重要，位置錯誤跑出的東西也相對是錯誤的。  
032	W05	219	86	  這禮拜講師介紹了DevOps，並利用雲端實際架出來，包含面板、管線、倉庫、測試計畫、組件等，其中，最讓我驚豔的功能是，可利用Git的方式，把不同版本的程式資料，觸發管線(Pipline)，於不同程式平台進行Continuous Deployment，讓我們在升級程式時不會中斷服務。而這禮拜的實作，大多都利用下指令的方法，不使用圖形化介面，而且指令內容也是我很熟悉的類linux，讓我比較了解在圖型化介面背後，比較底層的運作原理為何，雖然一開始遇到很多錯誤，但後來都有一一解決，成功架出資源群組，收穫非常多。  
033	W05	250	97	  本週講師為大家介紹Azure DevOps，這是一個現代化的裝置服務，他能夠為使用者更聰明地規劃、更佳地進行共同作業並且更快速地交付任務。當中有許多功能，包括Azure Boards，可以使用經實證的敏捷式工具與所有小組一起進行規劃、追蹤與討論工作，更快傳遞價值給您的使用者；還有Azure Repos能夠無限制的使用免費個人存放庫，取得彈性且強大的Git主機，有效地進行程式碼檢閱，達至從單人專案到世界最大的存放庫。其中也沒有忘記維護的部分Azure Test Plans，做到手動與探勘測試，時常測試並放心發行，使用適用於應用程式的手動與探勘測試工具來改善整體的程式碼品質。  
034	W05	162	63	  # Azure DevOps  # 使用一組現代化的裝置服務，更聰明地規劃、更佳地共同作業並更快地交付。  ### Azure Boards  使用經實證的敏捷式工具與所有小組一起規劃、追蹤及討論工作，更快傳遞價值給您的使用者。  ### Azure Pipelines  以適用於任何語言、平台和雲端的 CI/CD 建置、測試及部署。連線到 GitHub 或任何其他 Git 提供者並持續部署。  ### Azure Repos  取得無限的雲端託管私人 Git 存放庫，並透過提取要求和進階檔案管理來共同作業以建置更佳的程式碼。  ### Azure Test Plans  使用手動與探勘測試工具放心測試及交付。  ### Azure Artifacts  建立、裝載套件並與您的小組共用，只要按一下即可將成品新增至您的 CI/CD 管線。  ### 延伸模組 Marketplace  存取由社群建置的延伸模組，從 Slack 到 SonarCloud 到 1,000 個其他應用程式和服務。  覺得這次的老師講話比較能講重點，但比較缺乏起承轉合，聽起來稍微比較無聊點~  
035	W05	245	95	  DevOps 是開發 (Dev) 和作業 (Ops) 的複合，是人員、程序與技術的聯合，可持續不斷為客戶提供價值。  DevOps 對團隊代表了什麼意義？DevOps 能讓先前各自獨立的角色 (開發、IT 作業、品質工程和安全性) 互相協調並共同作業，以生產更好、更可靠的產品。藉由採用 DevOps 文化特性和 DevOps 做法及工具，團隊能更妥善回應客戶需求、對其建置的應用程式更具信心，並更快速達成業務目標。  DevOps 會從整個規劃、開發、傳遞和作業階段影響應用程式生命週期。每個階段都依賴於其他階段，且階段並不特定於角色。在真正的 DevOps 文化中，在某種程度上，每個角色都會參與每個階段   除了建立 DevOps 文化特性之外，團隊也可以在整個應用程式生命週期中實作某些做法來實現 DevOps。其中某些做法有助於加速、自動化並改進特定階段。其他做法則涉及多個階段，可協助團隊建立順暢的程序，並提升生產力。持續整合是一種軟體開發做法，開發人員會在其中將程式碼變更頻繁合併至主要程式碼分支。持續整合採用自動化測試，會在每次認可新程式碼時執行，以便主要分支中的程式碼保持穩定。  持續傳遞是頻繁地將新應用程式版本自動部署至生產環境。透過自動執行部署所需的步驟，團隊可減少部署時可能發生的問題，並提供更頻繁的更新。  當兩種做法都實現時，產生的程序就是 CI/CD，其中包括將程式碼認可至生產部署之間的所有步驟都完全自動化。實作 CI/CD 可讓團隊專注於建置程式碼，並在手動及一般步驟中移除額外負荷和潛在的人為錯誤。CI/CD 也能讓部署新程式碼的程序更快、風險更低。接著，會更頻繁地以較小的增量來進行部署，進而協助團隊變得更靈活、更具生產力，並更有信心執行程式碼。  
036	W05	197	75	  聽完講師所說DevOps內容，對於部署和配置標準化基礎結構，使用與Visual Studio Team Services的持續集成和連續部署來自動化構建和部署，以及在發布之前和生產過程中自動化測試有了初步的認識。其中AZURE的四大功能，是讓我覺得最印象深刻的，包括Azure Boards、Azure Pipelines、Azure Repos、Azure Test Plans、Azure Artifacts，這些服務都能使用一組現代化的裝置服務，更聰明地規劃、更佳地共同作業並更快地交付。這四大功能最實用的我認為是Azure Pipelines，原因是它可以使用 Pipelines 將我們的組建和部署自動化，讓我們可以花費較少時間在瑣碎的細節上，並花費較多時間在發揮創意上。不僅可以在任何平台執行，還可以使用任何程式語言，並且部署到雲端，而且還具備擴充能力，可以探索及實作由社群所建置的各種不同建置、測試和部署作業，總而言之，運用DevOps，真的使作業能更輕鬆的規畫製作。  
037	W05	205	78	  這次上課比較平易近人ㄧ些，應該算是講師的氣場比較溫和些? 現在理出的頭緒是，所以將來可能我們就會在企業中去操作這些工具，作為生產力工具而現在需要學習。但我們這幾個禮拜在學習的都是如何去開啟他，但好像沒辦法真正講到如何使用，所以整個學習其實還是頗茫然的。如果到時候真的會拿ㄧ些，資料來跑，好像就能更加認識這個系統，並且在以後也更能銜接上實務使用? 我蠻好奇這些功能，在微軟自家使用的時候是怎麼使用的，DEMO影片之類的。希望在接下來的課程能夠越聽越明瞭所要做的事情。  
038	W05	216	84	   **DevOps** （ **Dev** elopment & **Op** erations）是一種重視「軟體開發人員」和「IT運維技術人員」之間溝通合作的文化、運動或慣例。透過自動化「軟體交付」和「架構變更」的流程，來使得構建、測試、發布軟體能夠更加地快捷、頻繁和可靠。DevOps的引入能對產品交付、測試、功能開發和維護（包括──曾經罕見但如今已屢見不鮮的──「熱修補程式」）起到意義深遠的影響。在缺乏DevOps能力的組織中，開發與運營之間存在著資訊「鴻溝」──例如運營人員要求更好的可靠性和安全性，開發人員則希望基礎設施回應更快，而業務用戶的需求則是更快地將更多的特性發布給終端使用者使用。這種資訊鴻溝就是最常出問題的地方。  
039	W05	246	95	  這禮拜講師介紹Azure DevOps，首先，先介紹DevOps，對我來說這是第一次聽到的詞彙，所以感覺非常的新鮮，也很想趕快繼續聽下去。  DevOps是開發 (Dev) 和作業 (Ops) 的複合，是人員、程序與技術的聯合，可持續不斷為客戶提供價值。而在一個團隊裡，DevOps能讓先前各自獨立的角色 (開發、IT 作業、品質工程和安全性) 互相協調並共同作業，生產更好、更可靠的產品。透過採用 DevOps團隊能更妥善回應客戶需求，並更快速達成業務目標。  而接著講者也介紹了Azure DevOps分成的幾個項目，包括Boards、Pipelines、Repos、Test Plans以及Artifacts。講者一一的介紹，覺得介紹的非常仔細及清楚，另外，覺得很好的是，講者也有實際操作教學給我們看，讓我們可以更清楚明白實際要如何操作及使用。  
040	W05	217	85	  課程心得  今天的課程內容主要是談到DevOps，在上這堂課之前，我完全沒有接觸過DevOps。根據老師說的內容，DevOps是結合了實務還有工具於一身的技術，可以提升組織快速交付應用程式和服務的能力。相較於使用一般傳統軟體開發的組織，這樣的做法可以更有效提升公司開發以及改進產品服務，能有更有餘力提供更好的服務給客戶，並且有效的提高市場競爭力。今天講師講的東西很多，但是感覺得出來只是DevOps的皮毛而已，如果以後想在資訊業中生存，想必這樣技術一定是必須深入研究的。  
041	W05	206	78	  這禮拜上的是DevOps ，DevOps 能讓先前各自獨立的角色 (開發、IT 作業、品質工程和安全性) 互相協調並共同作業，以生產更好、更可靠的產品。藉由採用 DevOps 文化特性和 DevOps 做法及工具，團隊能更妥善回應客戶需求、對其建置的應用程式更具信心，並更快速達成業務目標。  採用 DevOps 文化特性、做法和工具的團隊可獲得更高的效能，也能更快速建置更好的產品以提高客戶滿意度。這種改進的共同作業和生產力，也是達成下列業務目標所必需!  講師講得很詳細，也很完整，讓我們更了解DevOps!!  
042	W05	192	71	  這星期企業雲端應用趨勢與實務講述的主題是Azure DevOps，DevOps 是開發(Dev)和作業(Ops)的複合，統一人員、程序與技術，快速為顧客提供更好的產品，持續不斷為顧客提供價值。在Azure DevOps中提供許多開發工具，讓使用者可以利用Azure上的解決方案，在每個應用程式生命週期階段(規劃、開發、傳遞及操作)實作DevOps做法。  Azure DevOps在開發上可以使用Visual Studio 或是 Visual Studio Code 進行快速且更聰明的方式編碼，並且可以透過類似GitHub的倉庫與志同道合的開發人員共用程式碼及共同作業。DevOps 的優勢是可以利用較短的發行週期發行軟體縮短上市時間並且保持系統穩定性和可靠性，也可以使使用DevOps的團隊建立成長心態，使其快速從失敗中學習，並將經驗融入程序，最重要的是透過不斷地改進改進平均復原時間來加速創新及適應市場。  在這周的課中認識並了解Azure DevOps 是什麼，可以用來做什麼 ，也在今日講師教我們如何實作Azure DevOps 中基本認識學習DevOps 如何操作，雖然今日的可成比前兩周乏味一點，但是我也學到了許多。  
